idx,generated_response,ground_truth,reset_cache_time,generate_time,bert_score,rouge1_score,rougeL_score
48," Yes, there are several bilingual states, including New Mexico in the United States, which has both English and Spanish as official languages.","Some states, such as New Mexico, provide bilingual legislated notices and official documents",0.0004897117614746094,5.1409101486206055,0.7525888681411743,0.39999999999999997,0.2857142857142857
49," Joe Weinberger, A&R at Capitol Records.",Joe Weinberger,0.0004937648773193359,2.110215187072754,0.7996506094932556,0.4444444444444445,0.4444444444444445
50, Europe,Europe,0.0004982948303222656,0.41076040267944336,1.0,1.0,1.0
51," 133,000+","135,000",0.0004811286926269531,1.1667766571044922,0.6955034136772156,0.5,0.5
52, Arenas.,large arenas,0.0004901885986328125,0.7871847152709961,0.7386437654495239,0.6666666666666666,0.6666666666666666
53, The Magic Tour.,A Kind of Magic,0.00048351287841796875,0.9760861396789551,0.49854302406311035,0.28571428571428575,0.28571428571428575
54, The BRIT Awards in 2015.,2015 BRIT Awards,0.0004870891571044922,1.9244272708892822,0.9593707919120789,0.7499999999999999,0.5
55, 2005-2006,Between 2005 and 2006,0.0004990100860595703,1.3554813861846924,0.8837594985961914,0.6666666666666666,0.6666666666666666
56, He believed it was because of his skin color.,race,0.0004985332489013672,2.115372896194458,0.25363972783088684,0.0,0.0
57, U2,Kendrick Lamar,0.0004887580871582031,0.5990161895751953,0.33323824405670166,0.0,0.0
58, Fatburger,Fatburger,0.0005240440368652344,0.5983800888061523,1.0,1.0,1.0
59, 1992,1992,0.0004954338073730469,0.7892594337463379,1.0,1.0,1.0
60, The Spanish language has been present in the United States since the 16th and 17th centuries.,The Spanish language has been present in what is now the United States since the 16th and 17th centuries,0.0004839897155761719,4.193276882171631,0.9581829905509949,0.9142857142857143,0.9142857142857143
61, Innuendo,Innuendo,0.00048732757568359375,0.7867999076843262,1.0,1.0,1.0
62, De La Lane Studios,De La Lane Studios,0.0004937648773193359,0.9755313396453857,1.0,1.0,1.0
63, Best New Artist,Best New Artist,0.0004851818084716797,0.7873313426971436,1.0,1.0,1.0
64, The band with a flower in their name that was influenced by Queen is Queen of the Stone Age.,Guns N' Roses,0.0004839897155761719,4.004227876663208,0.3334481120109558,0.0,0.0
65," Yes, Spanish is the most widely taught non-English language in American secondary schools.",More than 1.4 million university students were enrolled in language courses,0.00048422813415527344,3.437131404876709,0.440779447555542,0.15384615384615383,0.07692307692307691
66, Writing poetry.,writing poetry,0.0004940032958984375,0.7868642807006836,0.8740108013153076,1.0,1.0
67," Many Venezuelans migrated to the United States due to economic fluctuations in Venezuela, as well as hopes of earning a higher salary and escaping the country's economic and political policies under President Hugo Chávez.","Many Venezuelans settled in the United States with hopes of receiving a better education, only to remain in there following graduation.",0.0004966259002685547,7.79967188835144,0.7322410941123962,0.3508771929824561,0.2807017543859649
68, Luciano Pavarotti,Pavarotti,0.0004930496215820312,1.1663613319396973,0.7702194452285767,0.6666666666666666,0.6666666666666666
69, Elton John,Elton John,0.0004949569702148438,0.7889277935028076,1.0,1.0,1.0
70, DW Kanye West,DW Kanye West,0.0004909038543701172,0.7868402004241943,1.0,1.0,1.0
71, 1992,1992,0.0004925727844238281,0.7893364429473877,1.0,1.0,1.0
72, 1979,1979,0.0004887580871582031,0.7886269092559814,0.9999999403953552,1.0,1.0
73," December 21, 2013","December 21, 2013",0.0004889965057373047,1.5441884994506836,1.0000001192092896,1.0,1.0
74, The Life of Pablo,The Life of Pablo,0.0005161762237548828,0.9761419296264648,1.0,1.0,1.0
75, Island Def Jam,Island Def Jam,0.0004837512969970703,0.7863163948059082,1.0,1.0,1.0
76, PictureTel Corp.,PictureTel Corp.,0.0004944801330566406,0.9764211177825928,1.000000238418579,1.0,1.0
77, Telemedicine and telenursing applications.,tele-medical,0.0004875659942626953,1.9215099811553955,0.6373888254165649,0.0,0.0
78, 1990s,1990s,0.0005042552947998047,0.978452205657959,1.0,1.0,1.0
79, The School of the Art Institute of Chicago.,Art Institute of Chicago,0.0005028247833251953,1.9223477840423584,0.9336158037185669,0.6666666666666666,0.6666666666666666
80," ""Bohemian Rhapsody""",Bohemian Rhapsody,0.0004935264587402344,1.7332606315612793,0.9617322087287903,1.0,1.0
81, Paul McCartney,Paul McCartney,0.0004892349243164062,0.5977363586425781,1.0000001192092896,1.0,1.0
82, About 1.1 million.,"By 2008, there were about 1.1 million Salvadoran immigrants in the United States.",0.0004901885986328125,1.544433832168579,0.4753279387950897,0.4444444444444445,0.4444444444444445
83, U2,U2,0.0004885196685791016,0.59816575050354,1.0,1.0,1.0
84, Highlander,Highlander,0.00049591064453125,0.4083395004272461,1.0,1.0,1.0
85," The song ""The March of the Black Queen"" is 6 minutes long.",six-minute,0.00048422813415527344,3.2462685108184814,0.5006289482116699,0.14285714285714285,0.14285714285714285
86," Madison Square Garden, New York.",Madison Square Garden,0.0005075931549072266,1.544590950012207,0.9191423654556274,0.7499999999999999,0.7499999999999999
87, Queen + Paul Rodgers,Queen + Paul Rodgers,0.0004897117614746094,0.9761476516723633,1.0,1.0,1.0
88, The fashion line received mixed-to-negative reviews.,mixed-to-negative,0.0004966259002685547,1.9231202602386475,0.4579775929450989,0.5454545454545454,0.5454545454545454
89," ""Another One Bites the Dust""",Another One Bites the Dust,0.0004906654357910156,1.733234167098999,0.8248350620269775,1.0,1.0
90, 2009,2009,0.0004913806915283203,0.7876458168029785,0.9999998211860657,1.0,1.0
91, Yeezus,Yeezus,0.00048828125,0.9757153987884521,1.0000001192092896,1.0,1.0
92, Polycom,Polycom,0.000492095947265625,0.5987913608551025,1.0,1.0,1.0
93, 70 miles (110 km),70 miles,0.00048279762268066406,1.5426645278930664,0.8487489819526672,0.6666666666666666,0.6666666666666666
94, Kris Allen and Adam Lambert,Adam Lambert and Kris Allen,0.00048661231994628906,1.1661601066589355,0.9917360544204712,1.0,0.4000000000000001
95, 2013,2013,0.0004968643188476562,0.7868432998657227,1.0,1.0,1.0
96," The Picturephone, introduced at the 1964 New York World's Fair, is an example of an early form of digital video and audio communication.",the Media space,0.0004897117614746094,5.906372547149658,0.33723241090774536,0.07407407407407407,0.07407407407407407
97, 2,2,0.0004954338073730469,0.5968859195709229,1.0,1.0,1.0
98, Yeezus,Yeezus,0.0004889965057373047,0.9761085510253906,1.0000001192092896,1.0,1.0
99," ""We Are the Champions""",We Are the Champions,0.0004894733428955078,1.3557276725769043,0.8640385866165161,1.0,1.0
100, 2010,November 2010,0.0004966259002685547,0.7864971160888672,0.8040429949760437,0.6666666666666666,0.6666666666666666
101, The uprising of the Sandinista revolution in 1979 and the Contra War (1980-1988) led to many Nicaraguans fleeing to the U.S.,the economic collapse of the country many more Nicaraguans migrated to the United States amongst other countries.,0.0005033016204833984,7.04052472114563,0.5475311875343323,0.35,0.35
102," No, the US government does not operate in both English and Spanish as an official language.",politicians fluent in Spanish-speak in Spanish to Hispanic majority constituencies,0.0004975795745849609,3.6299703121185303,0.49235862493515015,0.14814814814814814,0.14814814814814814
103, Freddie Mercury,Mercury,0.00049591064453125,0.596818208694458,0.6185693740844727,0.6666666666666666,0.6666666666666666
104, Katy Perry presented the Global Icon Award to Queen in 2011.,Katy Perry,0.000484466552734375,2.8714044094085693,0.6018233299255371,0.3076923076923077,0.3076923076923077
105, No I.D.,DJ No I.D.,0.0004911422729492188,0.9771840572357178,0.5737583637237549,0.8571428571428571,0.8571428571428571
106, Kazakhstan,Kazakhstan,0.0004932880401611328,0.4091057777404785,1.0,1.0,1.0
107," The United States has a history dating back to the 16th century, with the arrival of Spanish explorers and the establishment of the first permanent European settlement at St. Augustine, Florida, in 1565. The country declared independence from Britain in 1776 and became a sovereign nation in 1783.","The state outside the Gadsden Purchase of 1853 was part of the New Mexico Territory until 1863, when the western half was made into the Arizona Territory.",0.0004811286926269531,12.154335737228394,0.29994362592697144,0.21333333333333335,0.18666666666666668
108, Electropop sound.,electropop,0.0004937648773193359,1.1685364246368408,0.8006315231323242,0.6666666666666666,0.6666666666666666
109, Rolling Stone,Rolling Stone,0.0005033016204833984,0.6001994609832764,1.0,1.0,1.0
110," No, it was not always the case.",following the precedent set by the Bill Clinton administration. Official Spanish translations are available at WhiteHouse.gov.,0.0004856586456298828,1.9215965270996094,0.028261037543416023,0.08333333333333333,0.08333333333333333
111," Nanjing, China","Nanjing, China",0.0004942417144775391,0.9774653911590576,1.0,1.0,1.0
112, A rapper.,a producer,0.0004956722259521484,0.7884421348571777,0.5455201864242554,0.5,0.5
113, Joe Weinberger,Joe Weinberger,0.00048804283142089844,0.7872836589813232,1.0000001192092896,1.0,1.0
114, Pusha T,Pusha T,0.0004837512969970703,0.7873132228851318,1.0000001192092896,1.0,1.0
115, Zane Lowe,Zane Lowe,0.0004878044128417969,0.7903056144714355,1.0000001192092896,1.0,1.0
116," The Nicaraguans came to America due to political instability during the end of the 1970s and the 1980s, particularly the uprising of the Sandinista revolution that toppled the Somoza dictatorship in 1979, and the economic collapse of the country.",political instability during the end of the 1970s and the 1980s,0.0004971027374267578,11.026445388793945,0.5506622195243835,0.44000000000000006,0.44000000000000006
117, 6,6,0.00048661231994628906,0.5981645584106445,1.0,1.0,1.0
118, Over 300 million records worldwide.,over 150 million,0.0004954338073730469,1.5433835983276367,0.583260715007782,0.5,0.5
119," Hyde Park, London.","Hyde Park, London",0.0004968643188476562,1.165825366973877,0.9836026430130005,1.0,1.0
120," January 10, 2008","January 10, 2008",0.0004961490631103516,1.5568265914916992,1.0000001192092896,1.0,1.0
121, The Dominion Theatre.,Dominion Theatre,0.0005147457122802734,0.9766676425933838,0.9638808965682983,0.8,0.8
122," 300,000","300,000",0.0004849433898925781,0.9758162498474121,0.9999999403953552,1.0,1.0
123," The US government tried to force Puerto Ricans to adopt English by making them use English as the primary language of instruction in their high schools, but this policy was unsuccessful and was eventually dropped in 1948.",making them use English as the primary language of instruction in their high schools.,0.0004975795745849609,8.179996252059937,0.575131893157959,0.5490196078431372,0.5490196078431372
124, Personal computer system,desktop,0.0005044937133789062,0.7875351905822754,0.4825950562953949,0.0,0.0
125," All four band members wrote Queen's ""One Vision"".",four,0.0004944801330566406,2.3009753227233887,0.29776057600975037,0.19999999999999998,0.19999999999999998
126, Florence,Florence,0.0004947185516357422,0.4079265594482422,1.0000001192092896,1.0,1.0
127, Montreal Forum,Montreal Forum,0.0004944801330566406,0.596998929977417,1.0,1.0,1.0
128, Judas Priest,Jane's Addiction,0.0004849433898925781,0.7874042987823486,0.1646246612071991,0.0,0.0
129, 1977,1977,0.0004892349243164062,0.7850255966186523,1.0,1.0,1.0
130, Peter Grant,Peter Grant,0.0004975795745849609,0.5970277786254883,1.0,1.0,1.0
131, David Bowie,David Bowie,0.0004856586456298828,0.5984804630279541,1.0,1.0,1.0
132, 2011,2011,0.0004839897155761719,0.7854177951812744,1.0,1.0,1.0
133, Wembley Stadium in London.,Wembley,0.0004954338073730469,1.542158603668213,0.8894586563110352,0.4,0.4
134, Matt Lauer,Matt Lauer,0.0004868507385253906,0.7873702049255371,1.0,1.0,1.0
135, Michael Jackson,Michael Jackson,0.0004923343658447266,0.5990293025970459,1.0,1.0,1.0
136," ""Radio Ga Ga""",Tie Your Mother Down,0.00048828125,1.1643760204315186,0.09170949459075928,0.0,0.0
137, Matthew Trammell,Matthew Trammell,0.0004975795745849609,0.9798293113708496,1.0,1.0,1.0
138," February 26, 2015","February 26, 2015",0.000492095947265625,1.5431854724884033,1.0000001192092896,1.0,1.0
139, George Bush,George Bush,0.00048661231994628906,0.5972900390625,1.0,1.0,1.0
140, Misdemeanor battery and attempted grand theft.,misdemeanor criminal battery and attempted grand theft,0.0004937648773193359,2.111238479614258,0.938356339931488,0.923076923076923,0.923076923076923
141, Tidal,Tidal,0.00048828125,0.5982851982116699,1.0,1.0,1.0
142, London's Wembley Stadium,London's Wembley Stadium,0.0004961490631103516,1.3538084030151367,1.0,1.0,1.0
143, Johannesburg,Cape Town,0.0004887580871582031,0.40898966789245605,0.7107090950012207,0.0,0.0
144," 50,000","50,000",0.0004849433898925781,0.9790301322937012,1.0,1.0,1.0
145, Alexis Phifer,Alexis Phifer,0.0004918575286865234,0.7866106033325195,1.0000001192092896,1.0,1.0
146, Red Special,Red Special,0.0004935264587402344,0.5973060131072998,0.9999999403953552,1.0,1.0
147," ""Bohemian Rhapsody""",Bohemian Rhapsody,0.000499725341796875,1.7334721088409424,0.9617322087287903,1.0,1.0
148, Queen Forever,Queen Forever,0.0004923343658447266,0.598858118057251,1.0,1.0,1.0
149," March 6, 2012","March 6, 2012",0.0004868507385253906,1.542029857635498,0.9999999403953552,1.0,1.0
150," The second longest show at the Dominion Theatre is ""We Will Rock You""",Grease,0.0004856586456298828,3.058363199234009,0.13111722469329834,0.0,0.0
151, Telemedicine and telenursing applications.,deaf Video Relay Service,0.0004870891571044922,1.9223852157592773,0.23595398664474487,0.0,0.0
152, The College Dropout,The College Dropout,0.00048828125,0.78765869140625,1.0,1.0,1.0
153, AIDS,AIDS,0.0004858970642089844,0.4075295925140381,1.0,1.0,1.0
154," ""Bohemian Rhapsody""",Bohemian Rhapsody,0.000484466552734375,1.7333719730377197,0.9617322087287903,1.0,1.0
155, August 2006,August 2006,0.0004978179931640625,0.9752459526062012,1.0,1.0,1.0
156, Yeezy Season,Yeezy Season 1,0.0004935264587402344,0.9788351058959961,0.8747670650482178,0.8,0.8
157," 150,000","150,000",0.0004944801330566406,0.976539134979248,1.0,1.0,1.0
158," January 5, 2012","January 5, 2012",0.00048804283142089844,1.5432722568511963,0.9999999403953552,1.0,1.0
159," ""Niggas in Paris""","""Niggas in Paris""",0.0005130767822265625,1.5445914268493652,1.000000238418579,1.0,1.0
160, His skin color.,his race,0.0005009174346923828,0.9910228252410889,0.6390896439552307,0.4,0.4
161," Yes, the Spanish have a significant legacy in America from their forefathers, particularly in the southwestern United States, where they established settlements and left behind a lasting impact on the culture, language, and history of the region.","after the French and Indian War, further extending the Spanish influence throughout modern-day United States of America.",0.0005156993865966797,8.751312971115112,0.6403924226760864,0.2909090909090909,0.18181818181818182
162, 6,six,0.0005114078521728516,0.5980846881866455,0.9383978843688965,0.0,0.0
163," Four times platinum in the United States, and twice in the UK.",four,0.0004916191101074219,2.8701894283294678,0.33202922344207764,0.15384615384615385,0.15384615384615385
164, Tell 'Em Why U Madd,Tell 'Em Why U Madd,0.0004889965057373047,1.3553974628448486,1.0,1.0,1.0
165, Keyboards,keyboardist,0.0004973411560058594,0.5969283580780029,0.7150996923446655,0.0,0.0
166, Frozen (2013),Frozen,0.0004973411560058594,1.1646757125854492,0.7864157557487488,0.6666666666666666,0.6666666666666666
167, Poetry.,poetry,0.0005106925964355469,0.5966470241546631,0.8706963062286377,1.0,1.0
168, No I.D.,No I.D.,0.0004889965057373047,0.9760560989379883,1.0000001192092896,1.0,1.0
169, Amber Rose,Amber Rose,0.0004875659942626953,0.5979032516479492,1.0000001192092896,1.0,1.0
170," November 16, 2009",16 November,0.0004901885986328125,1.544027328491211,0.6507359743118286,0.8,0.4
171, Tidal,Tidal,0.0004951953887939453,0.5977227687835693,1.0,1.0,1.0
172, Adidas,Adidas,0.0004937648773193359,0.4083406925201416,1.0,1.0,1.0
173, A Night at the Opera,A Night at the Opera,0.0004889965057373047,1.1647911071777344,1.0,1.0,1.0
174," September 20, 2013",20 September 2013,0.00048351287841796875,1.5427613258361816,0.9082528352737427,1.0,0.6666666666666666
175, Roc-A-Fella Records,Roc-A-Fella,0.0004937648773193359,1.165323257446289,0.7853395342826843,0.8571428571428571,0.8571428571428571
176, Heavy metal,heavy metal,0.000492095947265625,0.5979752540588379,1.0,1.0,1.0
177, Kim Kardashian,Kim Kardashian,0.0004961490631103516,0.5971875190734863,1.0,1.0,1.0
178, Miami,In the city of Miami today Spanish is the first language mostly due to Cuban immigration.,0.0004909038543701172,0.41002869606018066,0.4710468649864197,0.11764705882352941,0.11764705882352941
179, Arnold Schwarzenegger,Arnold Schwarzenegger,0.0004851818084716797,1.1658740043640137,1.0,1.0,1.0
180, Bill Cosby,Bill Cosby,0.0004944801330566406,0.5990390777587891,1.0000001192092896,1.0,1.0
181, Elvis Presley,Elvis Presley,0.0004875659942626953,0.7876250743865967,1.0000001192092896,1.0,1.0
182, 2008,2008,0.00048613548278808594,0.7864460945129395,1.0,1.0,1.0
183, 8th position,eighth,0.0004956722259521484,0.9779491424560547,0.6383851766586304,0.0,0.0
184, The School of the Art Institute of Chicago.,School of the Art Institute of Chicago,0.0004916191101074219,1.9208242893218994,0.9867316484451294,0.9333333333333333,0.9333333333333333
185, The Michael Jackson Video Vanguard Award.,Michael Jackson Video Vanguard Award,0.0004928112030029297,1.5446133613586426,0.9429305791854858,0.9090909090909091,0.9090909090909091
186," They can learn about current events through Spanish-language news sources, such as Spanish-language newspapers, radio, and television, as well as online news websites and social media platforms that cater to Spanish-speaking audiences.","There are 500 Spanish newspapers, 152 magazines, and 205 publishers in the United States; magazine and local television",0.00048732757568359375,7.798357009887695,0.44420790672302246,0.18867924528301885,0.1509433962264151
187, 10,10,0.0004932880401611328,0.5973751544952393,1.0000001192092896,1.0,1.0
188, 2001,2001,0.000484466552734375,0.7863612174987793,1.0,1.0,1.0
189, Roger Taylor,Roger Taylor,0.0004935264587402344,0.5966103076934814,1.0000001192092896,1.0,1.0
190, 1280 by 720 display resolution at 30 frames per second.,1280 by 720,0.0004849433898925781,3.0572826862335205,0.6466372013092041,0.4615384615384615,0.4615384615384615
191, 2012,2012,0.0004904270172119141,0.787487268447876,1.0000001192092896,1.0,1.0
192," One disadvantage of using the H.323 technique is that it requires increased network bandwidth, as every station must transmit to every other station directly.",increased network bandwidth,0.0004961490631103516,5.518084287643433,0.23004856705665588,0.21428571428571425,0.21428571428571425
193, The film industry.,film,0.00048422813415527344,0.9762790203094482,0.7222225666046143,0.5,0.5
194, 2007,November 2007,0.0004956722259521484,0.7863364219665527,0.80230712890625,0.6666666666666666,0.6666666666666666
195," ""one of the most disgusting moments"" of his presidency.","""one of the most disgusting moments"" of his presidency",0.0004849433898925781,2.4893958568573,0.9739563465118408,1.0,1.0
196," Jon Brion, an American film score composer.",string orchestra,0.0004966259002685547,2.1113758087158203,0.17770181596279144,0.0,0.0
197, Larry King Live,Larry King Live,0.0005009174346923828,0.7868330478668213,1.0,1.0,1.0
198, 1996,1996,0.0004897117614746094,0.7875120639801025,1.0,1.0,1.0
199, 2,two,0.0004906654357910156,0.5983443260192871,0.8183472156524658,0.0,0.0
200, 2013,2013,0.0004849433898925781,0.7874279022216797,1.0,1.0,1.0
201, 3,3,0.0004978179931640625,0.5999240875244141,1.0,1.0,1.0
202, 8 minutes,eight-minute,0.0004937648773193359,0.7863342761993408,0.8606563806533813,0.5,0.5
203," New Mexico's Spanish dialect has retained many elements of 16th- and 17th-century Spanish and has developed its own vocabulary, with influences from Nahuatl, Pueblo languages, and English.","has developed its own vocabulary. In addition, it contains many words from Nahuatl, the language spoken by the ancient Aztecs of Mexico.",0.0005021095275878906,7.990022897720337,0.7537841200828552,0.4313725490196078,0.3137254901960784
204, Get Well Soon...,Get Well Soon...,0.0004980564117431641,0.9786891937255859,1.0000001192092896,1.0,1.0
205, Kim Kardashian,Kim Kardashian,0.0004899501800537109,0.598360538482666,1.0,1.0,1.0
206, The Media Processor (MP) generates output streams from each endpoint.,The MP,0.00048661231994628906,2.675861120223999,0.26278895139694214,0.33333333333333337,0.33333333333333337
207, Tidal,Tidal,0.0004901885986328125,0.5970244407653809,1.0,1.0,1.0
208," Calvin Veltman found that there is a high rate of bilingualism among Hispanics in the US, and that they tend to adopt English as their preferred language within two generations.","high bilingualism rates and subsequent adoption of English as the preferred language of Hispanics, particularly by the young and the native-born.",0.00048828125,6.842694044113159,0.7725690603256226,0.4615384615384615,0.30769230769230765
209, Kazakhstan has one of the poorest human rights records in the world.,one of the poorest,0.0004990100860595703,2.681515693664551,0.4245544672012329,0.5,0.5
210, 1.9 billion,1.9 billion,0.0004889965057373047,1.1642136573791504,1.0000001192092896,1.0,1.0
211, 1978,1978,0.00048422813415527344,0.7864978313446045,1.0,1.0,1.0
212," The economic and political policies of President Hugo Chávez led to a significant migration of Venezuelans to the United States, particularly to Florida, in search of better economic opportunities.","In the 2000s, more Venezuelans opposing the economic and political policies of president Hugo Chávez migrated to the United States",0.0005056858062744141,6.842918872833252,0.7611496448516846,0.6666666666666666,0.588235294117647
213, Five shows.,five,0.0004987716674804688,0.7881500720977783,0.6060895919799805,0.6666666666666666,0.6666666666666666
214, 8,the eighth season,0.0005092620849609375,0.597015380859375,0.46209636330604553,0.0,0.0
215, The Roland TR-808 drum machine.,Roland TR-808 drum machine,0.000484466552734375,1.7345056533813477,0.9415374994277954,0.9090909090909091,0.9090909090909091
216," St. Augustine, Florida.","The oldest city in all of the U.S. territory, as of 1898, is San Juan, capital of Puerto Rico",0.00048422813415527344,1.3541591167449951,0.15189197659492493,0.0,0.0
217," No, there is no mention of a court ruling in the provided text.",the convention ultimately voted 46-39 to revise the earlier clause so that all official proceedings would henceforth be published only in English.,0.0004940032958984375,3.0569756031036377,0.330083966255188,0.1111111111111111,0.05555555555555555
218, Wayne's World (1992),Wayne's World,0.0004887580871582031,1.5426490306854248,0.8255941867828369,0.8571428571428571,0.8571428571428571
219, The 52nd Grammy Awards.,52nd Grammy Awards,0.0004963874816894531,1.5451023578643799,0.9639866352081299,0.8571428571428571,0.8571428571428571
220," Modena, Italy","Modena, Italy",0.0004875659942626953,0.9765944480895996,1.0,1.0,1.0
221, Number 11.,eleven,0.0004987716674804688,0.9764823913574219,0.694304347038269,0.0,0.0
222, The Go-Getters,Go-Getters,0.0004918575286865234,1.1651220321655273,0.9482728838920593,0.8,0.8
223, Smile,Smile,0.0004878044128417969,0.4091794490814209,1.0,1.0,1.0
224, George W. Bush,George W. Bush,0.0004956722259521484,0.976384162902832,1.0000001192092896,1.0,1.0
