idx,generated_response,ground_truth,ir_time,generate_time,bert_score
152,Lenited.,lenited,0.0009474754333496094,0.6394248008728027,0.9640397429466248
153,⟨ʰp⟩,⟨ʰp⟩,0.0009753704071044922,0.7110786437988281,1.0
154,"To combine data from multiple sources into a single, unified view.",primarily economical,0.0010063648223876953,1.0674405097961426,0.07864731550216675
155,Netezza and Oracle (Exadata),Netezza and Oracle (Exadata),0.0009448528289794922,0.8910200595855713,1.0000001192092896
156,ACID-compliant transaction processing.,ACID-compliant transaction processing,0.0009589195251464844,0.8125674724578857,0.9838107228279114
157,Accurately reflect the possible state of the external world being modeled.,reflects the structure of the information to be held,0.0009658336639404297,1.093519926071167,0.2814202904701233
158,Numerically.,numerically,0.0009801387786865234,0.6465742588043213,0.9161982536315918
159,Mechanical pulping.,Mechanical,0.000972747802734375,0.6903810501098633,0.5364034175872803
160,40%,40%,0.0009512901306152344,0.6474661827087402,0.9999999403953552
161,voiceless.,aspirated,0.0009601116180419922,0.643681526184082,0.23660317063331604
162,Aspirated stops.,aspirated stops,0.0009624958038330078,0.719994068145752,0.9754641652107239
163,Charles Fenerty.,Charles Fenerty,0.0010030269622802734,0.6672830581665039,0.9814223051071167
164,Gloss paper.,Gloss,0.000997304916381836,0.6424894332885742,0.7979799509048462
165,Database access control uses the ⟨◌ʱ⟩.,breathy-voiced release of obstruents.,0.0009121894836425781,1.0118343830108643,0.1656261384487152
166,SQL.,SQL,0.000986337661743164,0.6101336479187012,0.878853440284729
167,The Stockholm Convention on Persistent Organic Pollutants.,the Stockholm Convention on Persistent Organic Pollutants,0.00095367431640625,0.8900904655456543,0.9960965514183044
168,A structured document-oriented database.,structured document-oriented database,0.0009446144104003906,0.7728314399719238,0.9581210613250732
169,Managing personal databases.,managing personal databases,0.0009367465972900391,0.6844031810760498,0.956125795841217
170,"There are three main chemical pulping processes: sulfite, kraft, and soda pulping.",three,0.0009474754333496094,1.338489055633545,0.12492486834526062
171,Virgin pulp.,virgin,0.0010030269622802734,0.6409056186676025,0.6310874223709106
172,Unauthorized users from viewing or updating the database.,unauthorized users from viewing or updating the database,0.001010894775390625,0.8976736068725586,0.976807177066803
173,unaspirated,unaspirated,0.0009768009185791016,0.652780294418335,1.0
174,Zein (corn protein).,corn protein,0.000985860824584961,0.7729074954986572,0.7864973545074463
175,Unaspirated.,unaspirated,0.000957489013671875,0.7261960506439209,0.9698464274406433
176,dBASE was lightweight and easy for any computer user to understand out of the box.,managing space allocation,0.0009665489196777344,1.2217116355895996,0.07507583498954773
177,/d/,/d/,0.0009741783142089844,0.6469604969024658,1.0
178,"XML is used in enterprise database management as a machine-to-machine data interoperability standard, allowing querying based on XML document attributes.",machine-to-machine data,0.0009565353393554688,1.5525426864624023,0.3563781976699829
179,Eventual consistency.,eventual consistency,0.00098419189453125,0.6920642852783203,0.957925021648407
180,Icelandic and Faroese.,Icelandic and Faroese,0.0009870529174804688,0.7701809406280518,0.9737474322319031
181,"Sheets are usually cut ""long-grain"", i.e. with the grain parallel to the longer dimension of the sheet.",long-grain,0.0009479522705078125,1.508410930633545,0.34376007318496704
182,"They are marked with the modifier letter for unaspiration ⟨◌˭⟩, a superscript equal sign: ⟨t˭⟩.",with the modifier letter,0.0010035037994384766,1.6926038265228271,0.44808435440063477
183,ISO 216,ISO 216,0.0009534358978271484,0.6563551425933838,1.0
184,Wood-free paper.,wood-free,0.0009839534759521484,0.6870324611663818,0.7353541851043701
185,⟨p⟩,p,0.0009663105010986328,0.6360557079315186,0.2829965353012085
186,The Cyperus papyrus plant.,Cyperus,0.0009615421295166016,0.8617007732391357,0.534936785697937
187,C. Wayne Ratliff.,C. Wayne Ratliff,0.0009560585021972656,0.8153283596038818,0.9912196397781372
188,/p pʰ b/,/p pʰ b/,0.0009675025939941406,0.803485631942749,1.0
189,Double stops and single stops.,double stops and single stops,0.00095367431640625,0.7634413242340088,0.9410091638565063
190,An integrated set of computer software that allows users to interact with one or more databases and provides access to all of the data contained in the database.,an integrated set of computer software,0.0009582042694091797,1.7032458782196045,0.6938985586166382
191,1974/5,1974/5,0.0009613037109375,0.7195839881896973,1.0
192,DBMSs are classified according to the database model they support.,according to the database model that they support,0.0009343624114990234,1.057605266571045,0.6634154319763184
193,The kraft process is the most commonly practiced strategy for chemical pulping.,The kraft process,0.0009245872497558594,1.1379778385162354,0.6637902855873108
194,"Record types, specific records, and data structures.","record types, specific records, data structures",0.0009324550628662109,0.9385089874267578,0.9515311121940613
195,"A DBMS can store large quantities of data, but the exact amount depends on the specific DBMS and hardware configuration.",large quantities,0.0009760856628417969,1.5066006183624268,0.3393566906452179
196,"dBASE was successful because it was lightweight, easy to use, and had a lot of the ""dirty work"" done for the user, allowing them to focus on their task rather than managing data.",lightweight and easy for any computer user to understand out of the box,0.0009591579437255859,2.154595375061035,0.26661401987075806
197,Three.,three,0.0009870529174804688,0.5642118453979492,0.9212040305137634
198,Alum (aluminium sulfate salts).,Alum,0.0009891986846923828,0.8697566986083984,0.7140660881996155
199,One-to-many relationship.,many-to-many,0.0009856224060058594,0.73702073097229,0.7500970363616943
200,Chemical pulping process.,bleaching,0.0009799003601074219,0.7293202877044678,0.25211599469184875
201,Weak paper.,weak,0.0009450912475585938,0.6417865753173828,0.6688820123672485
202,Greek.,Greek,0.0009813308715820312,0.6101272106170654,0.967306911945343
203,"Special authorized personnel, using dedicated protected security DBMS interfaces, set database access.",special authorized (by the database owner) personnel,0.001004934310913086,1.1819283962249756,0.7991366982460022
204,"MySQL, PostgreSQL, Microsoft SQL Server, Oracle, and IBM DB2 are some of the most popular DBMSs.",SQL language,0.0009400844573974609,1.4957871437072754,0.45844125747680664
205,Optical density.,weight,0.0010387897491455078,0.6522231101989746,0.24310559034347534
206,/θ ð/,voiceless and voiced fricatives,0.0009393692016601562,0.7156286239624023,0.24049273133277893
207,Data independence.,data independence,0.0009708404541015625,0.6483237743377686,0.9482364654541016
208,RAID (Redundant Array of Independent Disks) is used to recover data if disks suffer a failure.,RAID,0.001010894775390625,1.4218721389770508,0.5874332189559937
209,Allophones.,allophones,0.0009942054748535156,0.681847095489502,0.9871574640274048
210,800 kg/m3 (50 lb/cu ft).,800 kg/m3,0.0009360313415527344,1.0151257514953613,0.8533195853233337
211,A database administrator.,database administrator,0.0009758472442626953,0.6666407585144043,0.8402537107467651
212,Voiced consonants.,Voiced consonants,0.0009417533874511719,0.7255566120147705,0.9454615116119385
213,Backup files.,desired point in time,0.0009942054748535156,0.6310615539550781,0.10189960896968842
214,By the mid-1960s.,mid-1960s,0.000957489013671875,0.8630669116973877,0.8668303489685059
215,phonemic.,phonemic,0.0009684562683105469,0.6486570835113525,0.9631879329681396
216,Caliper.,caliper,0.001007080078125,0.6548049449920654,0.9739441871643066
217,Grammes per square metre (g/m2).,dimensions,0.0010111331939697266,0.9471755027770996,0.2568739056587219
218,Edgar F. Codd.,Codd,0.0009615421295166016,0.7785904407501221,0.5961281061172485
219,"Almost twice as much, 1.9 times.",twice,0.0010197162628173828,0.9789669513702393,0.5386728048324585
220,Dravidian languages.,Dravidian,0.0009801387786865234,0.7364356517791748,0.6922258734703064
221,A fricative.,fricative,0.0010199546813964844,0.7178361415863037,0.9126765727996826
222,A schema.,schema,0.0009520053863525391,0.6583044528961182,0.9054642915725708
223,There is typically only one conceptual and one physical view of the data.,one,0.0009775161743164062,1.1048526763916016,0.08406739681959152
224,International Phonetic Alphabet.,International Phonetic Alphabet,0.0009672641754150391,0.6918058395385742,0.9644841551780701
225,They are usually left unmarked: ⟨t⟩.,⟨t⟩,0.0009512901306152344,0.9669897556304932,0.6822490692138672
226,Soda pulping.,Soda pulping,0.0009713172912597656,0.695683479309082,0.9681617617607117
227,A database transaction.,transaction,0.001009225845336914,0.6916379928588867,0.775098443031311
228,China.,China,0.0010037422180175781,0.6041896343231201,0.945481538772583
229,Germany.,Germany,0.0009431838989257812,0.6161229610443115,0.9486981630325317
230,There is no information in the given context about the creation of COBOL.,Interest in a standard,0.000978231430053711,1.1883177757263184,-0.062463268637657166
231,Laidlines.,Laidlines,0.0010101795196533203,0.6903965473175049,0.9563372135162354
232,71.6 million tons.,71.6 million,0.0009586811065673828,0.8102471828460693,0.6843035221099854
233,dialect and phonetic environment.,dialect and phonetic environment,0.0009837150573730469,0.7744176387786865,0.9749554395675659
234,Many paper companies plant trees to help regrow forests.,plant trees,0.0009560585021972656,0.9257168769836426,0.6129381060600281
235,Drying.,drying,0.0009734630584716797,0.6508684158325195,0.9527788162231445
236,"murmured sonorants, such as vowels and nasals.",murmured sonorants,0.0009655952453613281,1.0376882553100586,0.8022997379302979
237,"The physical materialization of a database, containing metadata and internal data structures to reconstruct the conceptual and external levels.",physical materialization of a database,0.0009772777557373047,1.4183437824249268,0.8090317249298096
238,preaspirated stops.,Preaspirated stops,0.0009553432464599609,0.7695183753967285,0.9668301343917847
239,unaspirated stops.,unaspirated stops,0.0009932518005371094,0.7289638519287109,0.9610038995742798
240,The 19th century.,19th,0.0009737014770507812,0.7800090312957764,0.701187789440155
241,"Through food, primarily meat, dairy, fish, and shellfish.",through food,0.000988006591796875,1.0881078243255615,0.6939970254898071
242,"In a relational database, data is accessed by searching for a unique ""key"" that defines a particular record.",A linked-list system,0.0009443759918212891,1.41632080078125,0.28556498885154724
243,Passwords.,watermarking,0.0009372234344482422,0.6545722484588623,0.22839152812957764
244,Breathed-voiced consonants.,breathy-voiced consonants,0.0009593963623046875,0.8471531867980957,0.8996286988258362
245,"Tools provided by the DBMS vendor can help import databases from other popular DBMSs, making migration easier.",vendor provides tools,0.0009472370147705078,1.3864295482635498,0.37638452649116516
246,Database transactions ensure accuracy after a crash by introducing a level of fault tolerance and data integrity through well-defined boundaries and operations.,fault tolerance,0.0009913444519042969,1.498108148574829,0.56741863489151
247,Thousandths of an inch.,thousandths of an inch,0.0009810924530029297,0.7693567276000977,0.979422926902771
248,Aspiration.,Aspiration,0.0009396076202392578,0.654900074005127,0.9633735418319702
249,Gloss papers.,Gloss,0.0009448528289794922,0.6589035987854004,0.7798231244087219
250,An aspirated affricate.,An aspirated affricate,0.0009560585021972656,0.7938945293426514,0.9762084484100342
251,0.0028 to 0.0071 inches.,0.0028 and 0.0071 in,0.0010251998901367188,1.0619122982025146,0.6066562533378601
252,Database Management System.,database management system,0.0009181499481201172,0.6929996013641357,0.9379529356956482
253,The wire mesh of the Fourdrinier Machine.,wire mesh,0.0009644031524658203,0.9940009117126465,0.4882330298423767
254,Voiced consonants.,voiced consonants,0.0009646415710449219,0.7174744606018066,0.9454615116119385
255,SQL.,SQL,0.0009717941284179688,0.6155369281768799,0.878853440284729
256,A program collects information using a navigational system by looping to collect records.,require programs to loop,0.0009491443634033203,1.149064064025879,0.4199436902999878
257,Aspirated bilabial stop.,aspirated bilabial stop,0.0009748935699462891,0.8428459167480469,0.9534891247749329
258,A successful data model accurately reflects the possible state of the external world being modeled.,accurately reflect the possible state of the external world being modeled,0.0009474754333496094,1.183103322982788,0.8199760913848877
259,Synthetic coating.,synthetic,0.0009431838989257812,0.6402847766876221,0.6605052947998047
260,400%,400%,0.0009911060333251953,0.6437029838562012,1.0000001192092896
261,North Sami.,North Sami,0.000982522964477539,0.6895244121551514,0.9844186902046204
262,SQL.,SQL,0.0009369850158691406,0.6095676422119141,0.878853440284729
263,"In Danish and most southern varieties of German, lenis consonants (⟨b d ɡ⟩) are distinguished from fortis counterparts (⟨p t k⟩) mainly by their lack of aspiration.",their lack of aspiration,0.0009744167327880859,2.303776741027832,0.21807938814163208
264,"Data in an optional table is accessed by searching for a unique key, such as a login name, to link related data back into a single collection.",by searching for this key,0.0009675025939941406,1.7429418563842773,0.2801586985588074
265,/pʰ tʰ kʰ/,/pʰ tʰ kʰ/,0.0009584426879882812,0.9561545848846436,1.0000001192092896
266,"Yes, but it's a complex and costly process.",ano,0.00096893310546875,0.9798898696899414,0.046136774122714996
267,Aspirated.,aspirated,0.0009548664093017578,0.6879503726959229,0.9514827728271484
268,"A0, measuring one square meter (approx. 1189 × 841 mm).",A0,0.0009131431579589844,1.2675628662109375,0.4609418213367462
