idx,generated_response,ground_truth,ir_time,generate_time,bert_score,rouge1_score,rougeL_score
19,SiriusXM NFL Radio.,SiriusXM NFL Radio,0.0012121200561523438,1.360081434249878,0.9660143852233887,1.0,1.0
20,2,two,0.0011668205261230469,1.180016040802002,0.8183472156524658,0.0,0.0
21,"October 1st, 2017.",October 1st,0.0012085437774658203,1.4887702465057373,0.8644310235977173,0.8,0.8
22,Valley Girl.,Valley Girl,0.001238107681274414,1.245004415512085,0.9710118770599365,1.0,1.0
23,Everton F.C.,Premier League team,0.0012211799621582031,1.2756226062774658,0.6193852424621582,0.0,0.0
24,"Ibn Taymiyyah was born first, in 1263, while Mimar Sinan was born in 1489/1490.",Ibn Taymiyyah,0.0012235641479492188,2.5814075469970703,0.6014779210090637,0.23529411764705882,0.23529411764705882
25,The jaguar.,jaguar,0.001257181167602539,1.2115893363952637,0.9128530025482178,0.6666666666666666,0.6666666666666666
26,KMVI.,KJKS,0.0013072490692138672,1.2206394672393799,0.39007431268692017,0.0,0.0
27,"Jeremiah Denton died on March 28, 2014.","March 28, 2014",0.0012655258178710938,1.8493733406066895,0.36168360710144043,0.6,0.6
28,"Fort Worth, Texas.","Fort Worth, Texas",0.0012254714965820312,1.39786958694458,0.96223384141922,1.0,1.0
29,"Danny Shirley was born on August 12, 1956, and Steve Marriott was born on January 30, 1947.",Stephen Peter Marriott,0.0012428760528564453,2.511209011077881,0.36912304162979126,0.1,0.1
30,The Ceropegia and Cassipourea are types of flowering plants.,flowering,0.0011777877807617188,1.7366435527801514,0.5141346454620361,0.19999999999999998,0.19999999999999998
31,Uncle Grandpa,Uncle Grandpa,0.0012352466583251953,1.2258291244506836,1.0,1.0,1.0
32,Atypical.,Atypical,0.0012352466583251953,1.170384168624878,0.8917060494422913,1.0,1.0
33,Switzerland.,the Swiss Confederation,0.0011258125305175781,1.1185505390167236,0.590699315071106,0.0,0.0
34,Joe Weisberg.,Joe Weisberg,0.0011518001556396484,1.264984130859375,0.9822428822517395,1.0,1.0
35,Univision Communications.,Univision Communications,0.0012128353118896484,1.3031857013702393,0.9784467816352844,1.0,1.0
36,Zero Mostel.,Tevye,0.0013687610626220703,1.3037750720977783,0.2266310751438141,0.0,0.0
37,Argentina and Chile.,Argentina and Chile,0.0012600421905517578,1.3106210231781006,0.9819600582122803,1.0,1.0
38,United States.,United States,0.001279592514038086,1.2978336811065674,0.9286460876464844,1.0,1.0
39,Over the Edge.,Dreamblade,0.0012352466583251953,1.2276430130004883,0.13080266118049622,0.0,0.0
40,Hipólito Yrigoyen.,"""the father of the poor""",0.001230001449584961,1.4268898963928223,0.14201688766479492,0.0,0.0
41,Detroit Tigers.,Detroit Tigers,0.0013349056243896484,1.2637667655944824,0.9689970016479492,1.0,1.0
42,My Left Foot: The Story of Christy Brown.,My Left Foot,0.0012006759643554688,1.6914217472076416,0.6105819940567017,0.5454545454545454,0.5454545454545454
43,Sarah Hyland.,Dirty Dancing,0.0012683868408203125,1.3593733310699463,0.1952703595161438,0.0,0.0
44,London.,"South Kensington, London",0.001201629638671875,1.1235857009887695,0.7611474990844727,0.5,0.5
45,860,903,0.0013201236724853516,1.085780382156372,0.5528812408447266,0.0,0.0
46,Woody Allen.,Jim Henson,0.0011973381042480469,1.2852773666381836,0.44884777069091797,0.0,0.0
47,The Man in the Iron Mask.,The Man in the Iron Mask,0.001207113265991211,1.3744800090789795,0.9956151247024536,1.0,1.0
48,Cowboy Bebop.,Digimon,0.0012068748474121094,1.2140021324157715,0.1351243406534195,0.0,0.0
49,"Neil Patrick Harris last appeared in ""A Series of Unfortunate Events"".",A Series of Unfortunate Events,0.0013434886932373047,1.820542573928833,0.4914572834968567,0.625,0.625
50,"Brenda VanLengen acts as an analyst for various TV networks, including the Jayhawks TV Network.",Brenda VanLengen,0.0012748241424560547,2.2243173122406006,0.672732949256897,0.23529411764705882,0.23529411764705882
51,2008,2008,0.0012660026550292969,1.2837553024291992,1.0,1.0,1.0
52,Grammy Award.,Grammy Award,0.0012760162353515625,1.2177650928497314,0.9502919912338257,1.0,1.0
53,Yes.,yes,0.0013327598571777344,1.1728754043579102,0.836855947971344,1.0,1.0
54,Lorman.,Lorman,0.0012316703796386719,1.2488620281219482,0.9801331758499146,1.0,1.0
55,Carrie Nation.,Prohibition,0.0011827945709228516,1.2431459426879883,0.22444792091846466,0.0,0.0
56,Lamiaceae.,Lamiaceae,0.0011646747589111328,1.0404558181762695,0.9799255132675171,1.0,1.0
57,"Stateline, Nevada.",Stateline,0.001199960708618164,1.364429235458374,0.7251395583152771,0.6666666666666666,0.6666666666666666
58,1906,1871,0.0012347698211669922,1.2561919689178467,0.503828227519989,0.0,0.0
59,Emperor Alexander III.,Emperor Alexander III,0.0013523101806640625,1.3009567260742188,0.9784829616546631,1.0,1.0
60,The Deuce.,The Deuce,0.0011615753173828125,1.293055534362793,0.976885199546814,1.0,1.0
61,"The 2011 population of Fleetwood, the town with the highest proportion of Myerscough's, was 25,939.","25,939",0.0011336803436279297,2.557819366455078,0.20763200521469116,0.21052631578947367,0.21052631578947367
62,Sar-i Sang mines in Badakhshan province in northeast Afghanistan.,Sar-i Sang,0.0011837482452392578,1.7188866138458252,0.7189933657646179,0.4615384615384615,0.4615384615384615
63,"July 4, 2007.","July 4, 2007",0.001363992691040039,1.5441298484802246,0.9874062538146973,1.0,1.0
