idx,generated_response,ground_truth,ir_time,generate_time,bert_score,rouge1_score,rougeL_score,question
22,"Framing Hanley released their debut album ""The Moment"" in 2007, while The Operation M.D. released their debut album ""We Have an Emergency"" in 2007.",The Operation M.D.,0.2953548431396484,4.359635829925537,0.4242584109306335,0.2758620689655173,0.2758620689655173,"Which of the following had a debut album entitled ""We Have an Emergency"": Hot Hot Heat or The Operation M.D.?"
23,1972,1972,0.2571144104003906,2.5183513164520264,1.0000001192092896,1.0,1.0,The film Jogan fetures a song by a musician that died in what year?
24,Julie Ege,Julie Ege,0.3799586296081543,2.466480255126953,1.0,1.0,1.0,What star of Bortreist på ubestemt tid was born on 12 November 1943?
25,"No, they do not share the same nationality. Elizabeth Forsythe Hailey is American and Osip Mandelstam was Polish-Jewish.",no,0.3426988124847412,4.5272743701934814,0.0767753198742866,0.1,0.1,Are Chris Marker and Yvonne Rainer American?
26,Apple.,Apple,0.3175563812255859,2.4248626232147217,0.9395343661308287,1.0,1.0,Avie Tevanian and Tanya Seghatchian were both vice presidents of what company?
27,Adani Ports & SEZ Limited (APSEZ),Adani Ports & SEZ Limited,0.3244891166687011,3.2649800777435303,0.9395884871482848,0.888888888888889,0.888888888888889,"Mundra Port is the largest private port of India located on the north shores of the Gulf of Kutch near Mundra, Kutch district, Gujarat, it's owned by Adani Group, a multinational conglomerate company headquartered in Ahmedabad, Gujarat, India, which later expanded it into  which organization, managing several ports?"
28,Albania.,Albanian Kingdom,0.3578691482543945,1.9077248573303225,0.7798973321914673,0.0,0.0,In which country Hermann Neubacher held a diplomatic post as an Austrian Nazi politician when it was under the control of the Kingdom of Italy?
29,Magazines.,magazine,0.3430016040802002,2.62708067893982,0.8438069224357605,1.0,1.0,"Moves and Heavy Metal, are which type of publication?"
30,The Milltown Cemetery attack.,shock around the world,0.4072809219360351,2.697612762451172,0.2168518304824829,0.25,0.25,Operation Flavius was followed by an event that was filmed by television news crews and caused what?
31,The Tree That Remembers is by Masoud Raouf.,The Tree That Remembers,0.3310680389404297,3.1495158672332764,0.7462877035140991,0.6666666666666666,0.6666666666666666,"Which documentary was animated, The Tree That Remembers or Being Osama?"
32,S. H. Kress & Co.,S. H. Kress & Co.,0.3226070404052734,2.718366861343384,1.0,1.0,1.0,"Kress building was built in 1934 by what chain of five and dime retail department stores, which operated from 1896 to 1981?"
33,Tina Turner.,Tina Turner,0.3345987796783447,2.5523509979248047,0.969599425792694,1.0,1.0,"Break Every Rule World Tour is the fourth worldwide concert tour by which American-born Swiss recording singer, songwriter, dancer, actress, and author, and relinquished her American citizenship after obtaining Swiss citizenship in 2013?"
34,Middle East Airlines (MEA),Middle East Airlines,0.4484515190124511,2.5016679763793945,0.8814644813537598,0.8571428571428571,0.8571428571428571,"Boutros Salim AbouNader, is a former Lebanese civil aviation pilot, he has worked for Air Liban S.A.L., for over 50 years, most commonly known as which name?"
35,"No, they do not share the same nationality. Jason Wade is American and Lovefoxxx (Luisa Hanae Matsushita) is Brazilian.",no,0.3319571018218994,4.034568548202515,0.1176155805587768,0.1,0.1,Are Chris Marker and Yvonne Rainer American?
36,25 miles,25 miles,0.2881448268890381,2.499582529067993,1.0,1.0,1.0,Konarka Technologies was a spin off from the college located how far northwest of Boston?
37,"Pierre-Hugues Herbert had more success as a singles player, reaching a career high of World No. 64.",Pierre-Hugues Herbert,0.3196063041687011,3.570696353912353,0.6071810722351074,0.2857142857142857,0.2857142857142857,"who had more success as singles, Travis Parrott or Pierre-Hugues Herbert"
38,"Sorry! is a board game, and Barbarossa is a plasticine-shaping German-style board game.",board game,0.2547411918640136,3.767152547836304,0.4425078332424164,0.2352941176470588,0.2352941176470588,Monopoly Junior and Tâb are both what?
39,Watch My Chops.,Watch My Chops,0.3925344944000244,2.674017906188965,0.9631826877593994,1.0,1.0,"Pitt & Kantrop is a children's television programme produced by the Eurovision Network and was shown on BBC One and CBBC in the United Kingdom, it is from the creators of which French animated series about an intelligent talking dog, Corneil, and his ""dog-sitter"", Bernie Barges?"
40,Jagged Edge.,Jagged Edge,0.5189521312713623,2.251404285430908,0.9421512484550476,1.0,1.0,"For what film, was the actor who starred with Robert Taylor in Cattle King, nominated for an Academy Award ? "
41,"No, Jim Thompson was an American and Joe Orton was English.",no,0.3253495693206787,3.09290075302124,0.168409064412117,0.1666666666666666,0.1666666666666666,Are Chris Marker and Yvonne Rainer American?
42,Alternative rock.,rock,0.2611329555511474,2.5473031997680664,0.7543545961380005,0.6666666666666666,0.6666666666666666,"Shihad and Violent Soho, have which genre in common?"
43,The United States.,United States,0.3130865097045898,2.157897472381592,0.8440276384353638,0.8,0.8,Where is the owner of Next big sound provides analytics for online music available?
44,USS Missouri,Mighty Mo,0.2459495067596435,2.190788745880127,0.4181244075298309,0.0,0.0,What is the nickname of the United States Navy battleship featured in the 1945 documentary Appointment in Tokyo?
45,New York State Route 396.,396,0.2770063877105713,2.496241331100464,0.4120609164237976,0.3333333333333333,0.3333333333333333,On what New York State Route does the town Rowe Farm is near sit on?
46,The Bal Harbour Shops is owned by the Whitman family.,Whitman family,0.272557258605957,2.947251558303833,0.6193946003913879,0.3333333333333333,0.3333333333333333,Who owns the upscale shopping mall known for luxury retail on Florida State Road 922?
47,"Las Vegas, Nevada.","Las Vegas, Nevada",0.2798840999603271,2.561640501022339,0.9732741713523864,1.0,1.0,Where was the American mixed martial arts organization at which Marlon Moraes competes with bantamweight division based? 
48,University of Cape Town and University of Alaska Fairbanks are public research universities.,public research,0.2906529903411865,3.1152493953704834,0.4019395112991333,0.2666666666666667,0.2666666666666667,What does University of Alabama at Birmingham and University of Kansas have in common?
49,1911,1954,0.2594618797302246,2.407668352127075,0.4285195767879486,0.0,0.0,The Golden Gate score was composed by an American composer who was born in what year?
50,The Wolf of Wall Street.,The Wolf of Wall Street,0.2884654998779297,2.438091993331909,0.9834253787994384,1.0,1.0,"The star of the upcoming film Don’t Worry, He Won’t Get Far on Foot born in 1983 received an Academy Award nomination for what 2013 film?"
51,Caballo Dorado,Caballo Dorado,0.3927338123321533,2.506533145904541,1.0,1.0,1.0,In 1995  Frank J. Myers won a Grammy for a song covered in 1998 by what Mexican country band?
52,The Persian Gulf.,the Persian Gulf,0.3314540386199951,2.506420373916626,0.9815996885299684,1.0,1.0,the 15th Asian Games were held in a city located on which gulf ?
53,2017 Pakistan Super League Final.,2017 Pakistan Super League Final,0.5459306240081787,2.49678635597229,0.9888417720794678,1.0,1.0,"The Quetta Gladiators participated in what event against Peshawar Zalmi, held at Gaddafi Stadium?"
54,Gabe Kaplan.,Gabe Kaplan,0.3404598236083984,2.244457721710205,0.9838049411773682,1.0,1.0,"What American comedian, actor, poker commentator and professional poker player, starred in the American sitcom Lewis & Clark?"
55,Éire.,Éire,1.2770509719848633,2.2447991371154785,0.9713298082351683,1.0,1.0,What Irish word for the name of an island and a sovereign state is featured on Irish euro coins?
56,David Berenbaum.,Marius de Vries,0.355557918548584,2.599590539932251,0.2340973615646362,0.0,0.0,Who composed the score of the 2015 film co-written by the writer of the film Elf?
57,The United States.,American,0.2905726432800293,2.414153575897217,0.4885761737823486,0.0,0.0,Kerry Remsen is the daughter of an actor with what ethnicity?
58,Ricoh Coliseum,Ricoh Coliseum,0.4057948589324951,2.169059991836548,1.0,1.0,1.0,What is the name of the Coliseum where Tyler Bozak's former AHL team plays hockey?
59,Anthrax.,Anthrax,0.5401954650878906,2.351938009262085,0.981515407562256,1.0,1.0,Longtime Randall amp customer Scott Ian is original rhythm guitarist for which metal band?
60,Yes.,yes,0.3564674854278564,2.1116397380828857,0.836855947971344,1.0,1.0,Can Fraxinus and Onoclea both be found in North America?
61,"Ain Shams University is located in Cairo, Egypt, outside of the United States.",University of Central Florida,0.4957413673400879,3.255993604660034,0.3387595415115356,0.2352941176470588,0.2352941176470588,"Which university that Jay Bergman coached at, resides in Orlando, Florida? "
62,Toby Gad.,Toby Gad,0.3092877864837646,2.135453224182129,0.9855260848999025,1.0,1.0,"Along with whom Brittany Jean Carlson wrote the song ""If I Were a Boy""?"
63,Maurice Gibb and Tom Dowd.,the Bee Gees,0.2769739627838135,2.7975411415100098,0.2620888352394104,0.0,0.0,Friðrik Karlsson is an Icelandic musician and songwriter who contributed to the soundtrack of musical with a book by Nan Knighton and music and lyrics by who?
