idx,generated_response,ground_truth,ir_time,generate_time,bert_score,rouge1_score,rougeL_score,question
33,"for giving short answers based on given context.
        user
        Context information is below.
        ------------------------------------------------
        They knew nothing of their cultures, languages or animist religion. Encounters with tribal Africans in the bush often developed as violent confrontations. The colonial settlements were raided by the Kru and Grebo people from their inland chiefdoms. Because of feeling set apart and superior by their culture and education to the indigenous peoples, the Americo-Liberians developed as a small elite that held on to political power. It excluded the indigenous tribesmen from birthright citizenship in their own lands until 1904, in a repetition of the United States' treatment of Native Americans. Because of the cultural gap between the groups and assumption of superiority of western culture, the Americo-Liberians envisioned creating a western-style state to which the tribesmen should assimilate. They encouraged religious organizations to set up missions and schools to educate the indigenous peoples.
On April 12, 1980, a military coup led by Master Sergeant Samuel Doe of the Krahn ethnic group overthrew and killed President William R. Tolbert, Jr.. Doe and the other plotters later executed a majority of Tolbert's cabinet and other Americo-Liberian government officials and True Whig Party members. The coup leaders formed the People's Redemption Council (PRC) to govern the country. A strategic Cold War ally of the West, Doe received significant financial backing from the United States while critics condemned the PRC for corruption and political repression.
The rebels soon split into various factions fighting one another. The Economic Community Monitoring Group under the Economic Community of West African States organized a military task force to intervene in the crisis. From 1989 to 1996 one of Africa's bloodiest civil wars ensued, claiming the lives of more than 200,000 Liberians and displacing a million others into refugee camps in neighboring countries. A peace deal between warring parties was reached in 1995, leading to Taylor's election as president in 1997.
In March 2003, a second rebel group, Movement for Democracy in Liberia, began launching attacks against Taylor from the southeast. Peace talks between the factions began in Accra in June of that year, and Taylor was indicted by the Special Court for Sierra Leone for crimes against humanity that same month. By July 2003, the rebels had launched an assault on Monrovia. Under heavy pressure from the international community and the domestic Women of Liberia Mass Action for Peace movement, Taylor resigned in August 2003 and went into exile in Nigeria.
The subsequent 2005 elections were internationally regarded as the most free and fair in Liberian history. Ellen Johnson Sirleaf, a Harvard-trained economist and former Minister of Finance, was elected as the first female president in Africa. Upon her inauguration, Sirleaf requested the extradition of Taylor from Nigeria and transferred him to the SCSL for trial in The Hague. In 2006, the government established a Truth and Reconciliation Commission to address the causes and crimes of the civil war.
Liberia is divided into fifteen counties, which, in turn, are subdivided into a total of 90 districts and further subdivided into clans. The oldest counties are Grand Bassa and Montserrado, both founded in 1839 prior to Liberian independence. Gbarpolu is the newest county, created in 2001. Nimba is the largest of the counties in size at 11,551 km2 (4,460 sq mi), while Montserrado is the smallest at 1,909 km2 (737 sq mi). Montserrado is also the most populous county with 1,144,806 residents as of the 2008 census.
The Legislature is composed of the Senate and the House of Representatives. The House, led by a speaker, has 73 members apportioned among the 15 counties on the basis of the national census, with each county receiving a minimum of two members. Each House member represents an electoral district within a county as drawn by the National Elections Commission and is elected by a plurality of the popular vote of their district into a six-year term. The Senate is made up of two senators from each county for a total of 30 senators. Senators serve nine-year terms and are elected at-large by a plurality of the popular vote. The vice president serves as the President of the Senate, with a President pro tempore serving in their absence.
Liberia's highest judicial authority is the Supreme Court, made up of five members and headed by the Chief Justice of Liberia. Members are nominated to the court by the president and are confirmed by the Senate, serving until the age of 70. The judiciary is further divided into circuit and speciality courts, magistrate courts and justices of the peace. The judicial system is a blend of common law, based on Anglo-American law, and customary law.
---------------------
With the country having one of the highest rates of violent crime, president Jacob Zuma states that South Africa needs to handle crime differently from other countries.
Modern police forces make extensive use of radio communications equipment, carried both on the person and installed in vehicles, to co-ordinate their work, share information, and get help quickly. In recent years, vehicle-installed computers have enhanced the ability of police communications, enabling easier dispatching of calls, criminal background checks on persons of interest to be completed in a matter of seconds, and updating officers' daily activity log and other, required reports on a real-time basis. Other common pieces of police equipment include flashlights/torches, whistles, police notebooks and ""ticket books"" or citations.
Unmarked vehicles are used primarily for sting operations or apprehending criminals without alerting them to their presence. Some police forces use unmarked or minimally marked cars for traffic law enforcement, since drivers slow down at the sight of marked police vehicles and unmarked vehicles make it easier for officers to catch speeders and traffic violators. This practice is controversial, with for example, New York State banning this practice in 1996 on the grounds that it endangered motorists who might be pulled over by people impersonating police officers.
Motorcycles are also commonly used, particularly in locations that a car may not be able to reach, to control potential public order situations involving meetings of motorcyclists and often in escort duties where motorcycle police officers can quickly clear a path for escorted vehicles. Bicycle patrols are used in some areas because they allow for more open interaction with the public. In addition, their quieter operation can facilitate approaching suspects unawares and can help in pursuing them attempting to escape on foot.
In the United States, August Vollmer introduced other reforms, including education requirements for police officers. O.W. Wilson, a student of Vollmer, helped reduce corruption and introduce professionalism in Wichita, Kansas, and later in the Chicago Police Department. Strategies employed by O.W. Wilson included rotating officers from community to community to reduce their vulnerability to corruption, establishing of a non-partisan police board to help govern the police force, a strict merit system for promotions within the department, and an aggressive recruiting drive with higher police salaries to attract professionally qualified officers. During the professionalism era of policing, law enforcement agencies concentrated on dealing with felonies and other serious crime, rather than broader focus on crime prevention.
In Miranda the court created safeguards against self-incriminating statements made after an arrest. The court held that ""The prosecution may not use statements, whether exculpatory or inculpatory, stemming from questioning initiated by law enforcement officers after a person has been taken into custody or otherwise deprived of his freedom of action in any significant way, unless it demonstrates the use of procedural safeguards effective to secure the Fifth Amendment's privilege against self-incrimination""
In Terry v. Ohio (1968) the court divided seizure into two parts, the investigatory stop and arrest. The court further held that during an investigatory stop a police officer's search "" [is] confined to what [is] minimally necessary to determine whether [a suspect] is armed, and the intrusion, which [is] made for the sole purpose of protecting himself and others nearby, [is] confined to ascertaining the presence of weapons"" (U.S. Supreme Court). Before Terry, every police encounter constituted an arrest, giving the police officer the full range of search authority. Search authority during a Terry stop (investigatory stop) is limited to weapons only.
All police officers in the United Kingdom, whatever their actual rank, are 'constables' in terms of their legal position. This means that a newly appointed constable has the same arrest powers as a Chief Constable or Commissioner. However, certain higher ranks have additional powers to authorize certain aspects of police operations, such as a power to authorize a search of a suspect's house (section 18 PACE in England and Wales) by an officer of the rank of Inspector, or the power to authorize a suspect's detention beyond 24 hours by a Superintendent.
In contrast, the police are entitled to protect private rights in some jurisdictions. To ensure that the police would not interfere in the regular competencies of the courts of law, some police acts require that the police may only interfere in such cases where protection from courts cannot be obtained in time, and where, without interference of the police, the realization of the private right would be impeded. This would, for example, allow police to establish a restaurant guest's identity and forward it to the innkeeper in a case where the guest cannot pay the bill at nighttime because his wallet had just been stolen from the restaurant table.
---------------------
Police
        ------------------------------------------------
        Answer the question with a super short answer.
        Question:
        Why was Taylor indicted by a special court?
        
        assistant
         He was indicted for crimes against humanity.",for crimes against humanity,0.432673692703247,0.7773416042327881,0.2305166572332382,0.0049504950495049,0.0049504950495049,Why was Taylor indicted by a special court ?
34,Establish a colony for freed African Americans.,establish a colony for freed African Americans.,2.600818634033203,0.9750401973724364,1.0000001192092896,1.0,1.0,African  Americans were sent to the pepper coast to do what?
35,Shakhtar Donetsk.,Porto,0.3052978515625,0.8474044799804688,0.4261853098869324,0.0,0.0,Which team did Barcelona beat to win the UEFA Super Cup?
36,"The indigenous peoples of Liberia, particularly those in the ""bush"" areas.",indigenous natives of the tribes they encountered,0.3645913600921631,1.100879192352295,0.4719585180282593,0.3333333333333332,0.3333333333333332,Who did Americo-Liberians not identify with? 
37,"Persia and Central Asian Turkic countries, as well as Kashmir and Ladakh.",Persia,0.2791595458984375,1.4234600067138672,0.5924718976020813,0.1538461538461538,0.1538461538461538,What has the West historically referred Iran as?
38,"29,029 feet.","29,029",0.2483234405517578,0.7029385566711426,0.4955474436283111,0.8,0.8,"How tall, in feet, is Mount Everest?"
39,"According to mercantilist theory, the police were seen as a means to empower the population and strengthen the state, leading to their functions expanding to include public health concerns, urban planning, and surveillance of prices.","because of the miasma theory of disease; thus, cemeteries were moved out of town, etc.",0.3047158718109131,2.572706937789917,0.2026465535163879,0.16,0.12,Why did the functions of police grow beyond law enforcement to urban planning?
40,Coal tar.,bituminous rock,0.3053779602050781,0.5775890350341797,0.3716840445995331,0.0,0.0,What natural substance was used in early road pavings?
41,Wilson introduced a strict merit system for promotions and higher police salaries to attract professionally qualified officers.,an aggressive recruiting drive with higher police salaries,0.2810621261596679,1.4711298942565918,0.5473036766052246,0.24,0.24,How did Wilson recruit more qualified police?
42,2016.,2016,0.2696318626403808,0.8440670967102051,0.9577949643135072,1.0,1.0,When will the BBC's weekend highlights package run out?
43,"The rebels eventually led to the resignation of President Taylor in August 2003, and Ellen Johnson Sirleaf was elected as the first female president in Africa in 2005.",split into various factions fighting one another.,0.3043460845947265,2.2348973751068115,0.0705905258655548,0.0,0.0,What eventually happened to the rebels?
44,1926.,1926,0.2323896884918213,0.8501293659210205,0.9698734879493712,1.0,1.0,In what year was the World War I Memorial Carillon constructed?
45,The applicability and transportability of policing models between jurisdictions.,there are questions about the applicability and transportability of policing models between jurisdictions,0.3212339878082275,1.2117066383361816,0.9532389640808104,0.8181818181818181,0.8181818181818181,What concern did Hills raise about police models?
46,The Fifth Amendment.,Fifth,0.3428835868835449,0.6200761795043945,0.4635261595249176,0.5,0.5,Which amendment prevents self-incrimination?
47,7-10%,7–10%,0.381864070892334,0.860131025314331,0.967376470565796,1.0,1.0,What is the percentage of binder in mastic asphalt?
48,1929.,23 June 1929,0.4501898288726806,0.835139274597168,0.8228110671043396,0.5,0.5,When did Barcelona win the Spanish League?
49,1834.,1834,0.3329343795776367,0.8374903202056885,0.9652233719825744,1.0,1.0,When was the Toronto police created?
50,Patrol duties.,on patrol,0.320936918258667,0.7934916019439697,0.72613924741745,0.5,0.5,Where do some think the most important police work happens?
51,Athletic Bilbao.,Athletic Bilbao,0.2856917381286621,0.8415193557739258,0.9789384603500366,1.0,1.0,Which Spanish team did Barcelona defeat to win the Supercopa de Espana?
52,The text does not provide a specific number of slaves freed during the American Civil War.,"more than 15,000",0.3303062915802002,1.3526890277862549,0.1639682650566101,0.0,0.0,How many slaves were freed in the american civil war?
53,"Salvador Artigas, the coach, was present when Barcelona beat Real Madrid 1-0 in the 1968 Copa del Generalísimo final at the Bernabéu in front of Francisco Franco.",Franco,0.3535201549530029,2.575393915176392,0.4296256303787231,0.064516129032258,0.064516129032258,Whose regime prohibited political parties?
54,Intelligence-led policing.,Intelligence-led,0.2875640392303467,0.8509442806243896,0.7084511518478394,0.8,0.8,What kind of policing has become common practice?
55,"990 per 100,000 births.","990 per 100,000 births",0.3090779781341553,0.7395527362823486,0.9877982139587402,1.0,1.0,What was the maternal mortality rate in 2010?
56,10,7,0.311633825302124,0.7594430446624756,0.7385674118995667,0.0,0.0,How far is Boudhanath from Kathmandu in miles?
57,The Pool of London on the River Thames.,docks,0.3858253955841064,1.0777385234832764,0.2480699121952057,0.0,0.0,Where did the West Indies merchants in London create a police force?
58,"In the form of veins, filling cracks in a more or less horizontal direction.",veins,0.3230273723602295,1.055990219116211,0.621290922164917,0.1333333333333333,0.1333333333333333,How is the rock asphalt mainly found?
59,"The original ancestors of the Tibetan people are represented by the six red bands in the Tibetan flag, which are: the Se, Mu, Dong, Tong, Dru, and Ra.",six red bands in the Tibetan flag,2.619728803634644,2.3533191680908203,0.8276996612548828,0.4,0.4,How are the original ancestors of the Tibetan people represented?
60,131 goals.,196,2.3234004974365234,0.8532159328460693,0.3868322968482971,0.0,0.0,How many games has Everton played against Aston Villa?
61,The use of asphalt/bitumen has pushed out the need to produce roads with coal tar.,natural gas,0.3151159286499023,1.4811906814575195,0.2300359457731247,0.0,0.0,What resource does Iran have the largest supply of in the world?
62,King Louis XIV created Paris's police force in 1667.,King Louis XIV,0.4737980365753174,1.2576375007629397,0.5562182068824768,0.4615384615384615,0.4615384615384615,Who created Paris's police force?
63,"Catalonia's new arrivals from poorer regions of Spain, as well as those who were not supporters of the regime.",Catalonia's new arrivals,0.3334717750549316,1.653226613998413,0.8025081753730774,0.3333333333333333,0.3333333333333333,What type of supporters did Barcelona  attract?
64,"Grand Bassa and Montserrado are the oldest counties in Liberia, both founded in 1839.",Grand Bassa,0.3428423404693603,1.351444959640503,0.4589617252349853,0.25,0.25,What is the oldest county in liberia?
65,The Legislature is composed of the Senate and the House of Representatives.,the Senate and the House of Representatives,0.3888695240020752,1.1770837306976318,0.7433559894561768,0.7368421052631579,0.7368421052631579,What is the legislature composed of? 
66,1911-12.,1911–12,1.6423466205596924,0.9509353637695312,0.8728363513946533,1.0,1.0,When did the Xinhai Revolution topple the Qing dynasty?
67,Paco Aguilar.,Paco Aguilar,0.2759919166564941,0.8938956260681152,0.9879535436630248,1.0,1.0,What journalist alleged that the Barcelona team was threatened to make certain of Real Madrid's win?
68,"The biggest drawback to the flush deck configuration was the management of exhaust from the power plant, which caused issues with fumes on the deck.",management of the exhaust from the power plant,0.3150801658630371,1.920039415359497,0.3009172081947326,0.4848484848484848,0.4242424242424242,What was the biggest drawback to the flush deck configuration?
69,60.8%,60.8%,0.2651228904724121,0.5816125869750977,1.0000001192092896,1.0,1.0,What was the literacy rate in Liberia in 2010?
70,The loss to Steaua Bucuresti in Seville was due to Barcelona losing on penalties.,penalties,0.3417694568634033,1.6323058605194092,0.4007320404052734,0.1333333333333333,0.1333333333333333,What caused Arsenal's loss to Galatasarey in the 1999-2000 season?
71,"Unmarked cars are used for traffic law enforcement, which is controversial as it can lead to motorists being pulled over by people impersonating police officers.",for traffic law enforcement,0.4195568561553955,1.7796812057495115,0.4888184070587158,0.2758620689655173,0.2758620689655173,What use of unmarked cars is controversial?
72,General Atomics developed the Electromagnetic Aircraft Launch System (EMALS).,General Atomics,0.3183131217956543,1.4103007316589355,0.4020238220691681,0.3636363636363636,0.3636363636363636,Who developed EMALS?
73,2008,2008,0.2694084644317627,0.6090195178985596,1.0,1.0,1.0,When was 'The World In Grey' published?
74,FIFA Disciplinary Committee banned Luis Suarez for four months.,FIFA Disciplinary Committee,0.3173599243164062,1.214994192123413,0.5636687874794006,0.5,0.5,Who banned Saurez for four months after he bit another player?
75,Traité de la Police.,Traité de la Police,0.314324140548706,0.9632532596588136,0.981389045715332,1.0,1.0,What was the 'Treatise on the Police' called in French?
76,"By 1837, the ACS had assisted in moving over 4,000 African Americans to Liberia.","13,000",0.6362340450286865,1.4908578395843506,0.0868410021066665,0.1176470588235294,0.1176470588235294,By 1837 the ACS had assisted in moving how many african americans to liberia?
77,"The word ""asphalt"" originated from the Greek word ""ἄσφαλτος"" (ásphaltos), meaning ""asphalt/bitumen/pitch"".",late Middle English,0.4546961784362793,2.031858444213867,0.1366166770458221,0.0,0.0,What is the last origination of the word asphalt?
78,65% of 1.3 million barrels (210×10^3 m3) per day.,65%,0.8784513473510742,1.7295427322387695,0.5106582641601562,0.1538461538461538,0.1538461538461538,What percent of Ukraine is fluent in Russian as of 2006?
79,Spanish,Spanish,0.2443249225616455,0.7135117053985596,1.0,1.0,1.0,Who taught indigenous scribes to write their languages?
80,Asphaltum.,asphaltum,0.2611830234527588,0.8129191398620605,0.9788594245910645,1.0,1.0,"When mixed wit clay, what is bitumen called?"
81,I don't have information about a military coupe leading to William Tubman's death.,1980,0.3946397304534912,1.5037426948547363,0.2190504521131515,0.0,0.0,In what year did a military coupe overthrow leadership leading to william tubmans death?
82,Five.,five,0.2788236141204834,0.6251404285430908,0.925620436668396,1.0,1.0,How many sectors make up the Kathmandu metropolitan area?
83,1980.,1980,0.3838658332824707,0.6512572765350342,0.9577760696411132,1.0,1.0,In what year did a military coupe overthrow leadership leading to william tubmans death?
84,The text does not mention when Barcelona signed László Kubala.,June 1950,0.4950439929962158,1.4060630798339844,0.1758500784635543,0.0,0.0,When did Barcelona sign Kubala?
85,During China's Cultural Revolution.,During China's Cultural Revolution,0.3374655246734619,0.9640793800354004,0.9719076156616212,1.0,1.0,When were nearly all of Tibet's monasteries destroyed by the Red Guard?
86,De-asphalting unit.,de-asphalting,0.3539955615997314,0.7529571056365967,0.8523508906364441,0.8,0.8,"In processing asphalt, what is the unit used to separate it?"
87,The Supreme Court.,Supreme Court,0.3333785533905029,0.6563668251037598,0.9244683980941772,0.8,0.8,What is Liberia's highest judicial authority? 
88,Corruption.,corruption,0.559030294418335,0.7621355056762695,0.938288152217865,1.0,1.0,What problem do many police forces have?
89,1868.,1868,2.321864604949951,0.8539955615997314,0.9646062850952148,1.0,1.0,When was the passage of the 14th Amendment?
90,"Modern police often communicate using radio communications equipment, both on the person and installed in vehicles, to coordinate their work, share information, and get help quickly.",radio,0.6386897563934326,2.1854119300842285,0.4117141664028168,0.074074074074074,0.074074074074074,How do modern police often communicate?
91,The French.,French,0.2663488388061523,0.8078639507293701,0.8333637714385986,0.6666666666666666,0.6666666666666666,Who invaded Portugal in 1808?
92,"Embark, transport, and deploy an embarked force.","to embark, transport and deploy an embarked force",0.3391690254211426,1.1631033420562744,0.9680784940719604,0.9333333333333332,0.9333333333333332,What is one primary role of the Canbera-class LDH?
93,2015.,June 2015,0.3153572082519531,0.8473305702209473,0.752521276473999,0.6666666666666666,0.6666666666666666,"When was the latest version, Unicode 8.0, released?"
94,There are thousands of human languages.,thousands,0.3222894668579101,0.9731874465942384,0.376752495765686,0.2857142857142857,0.2857142857142857,How many years of selective breeding did it take to domesticate maize?
95,Joan Gamper.,Joan Gamper,0.3354127407073974,0.8570287227630615,0.9844607710838318,1.0,1.0,From what source do Catalons think the red/blue colors originated?
96,Tarmac.,tarmac,0.2525537014007568,0.588367223739624,0.9790067672729492,1.0,1.0,What is the mixture of bitumen and minerals called?
97,On the person and installed in vehicles.,carried both on the person and installed in vehicles,0.3157932758331299,0.7774126529693604,0.7597324848175049,0.8750000000000001,0.8750000000000001,Where do police have radios?
98,The Russian Su-33 is only able to launch from the carrier Admiral Kuznetsov with a minimal armament and fuel load.,with a minimal armament and fuel load,0.2599074840545654,1.8771758079528809,0.5033437013626099,0.5,0.5,How is the Russian SU-33 able to launch from the carrier Admiral Kuznetsov?
99,The Brazilian Navy.,the Brazilian Navy,0.3570728302001953,0.8445212841033936,0.9884020686149596,1.0,1.0,Who is the Sao Paulo currently in service for?
100,safely return to flight for another landing attempt.,bolt,0.3243007659912109,0.8283200263977051,0.13896244764328,0.0,0.0,What does a landing area angles off access allow an aircraft to do if if misses the arresting wires?
101,1346-1354.,Between 1346 and 1354,0.2899751663208008,0.9725158214569092,0.8024801015853882,0.6666666666666666,0.6666666666666666,When was the Phagmodrupa Dynasty founded?
102,"There are several variants of aircraft carriers, including fleet carriers, escort carriers, light aircraft carriers, and STOBAR (Short Takeoff But Arrested Recovery) carriers.",according to the type of aircraft they carry and their operational assignments,0.254439115524292,1.8361420631408687,0.5221771001815796,0.1714285714285714,0.1714285714285714,How may aircraft carriers be classified?
103,I'm not able to find any information about a specific national conference on Tibet held in China.,2010,0.3170318603515625,1.23767352104187,0.053004752844572,0.0,0.0,When was Liberia was granted observer status with the world trade organization>
104,Hispania.,Hispania,0.394611120223999,0.8023300170898438,0.9846447110176086,1.0,1.0,"When the colors were first worn, what team did Barcelona play?"
105,The Tondern Raid in July 1918.,the Tondern Raid in July 1918,0.3139028549194336,0.9148507118225098,0.9809487462043762,1.0,1.0,What was the first carrier-launched airstrike?
106,1973.,1973,0.2509353160858154,0.8693962097167969,0.9672453999519348,1.0,1.0,John Rhodes served as minority leader beginning in what year?
107,Imbalances of power between donors and recipients in transnational police development-aid.,With transnational police development-aid the imbalances of power between donors and recipients are stark,0.3523316383361816,1.450568914413452,0.9632617831230164,0.8148148148148148,0.5185185185185186,What concern did Hills raise about power imbalances?
108,The 5th Dalai Lama.,5th Dalai Lama,0.2308151721954345,0.8532161712646484,0.9659173488616944,0.8571428571428571,0.8571428571428571,Who is known for unifying the Tibetan heartland?
109,"33,000.","33,000",0.4171724319458008,0.9129934310913086,0.9677641987800598,1.0,1.0,How many dock workers were the Thames River Police policing?
110,Real Madrid.,Real Madrid,0.3131136894226074,0.6744587421417236,0.9765374660491944,1.0,1.0,What team did favorite play Luis Figo leave Barcelona to join?
111,55%,55%,0.3232810497283935,0.5997257232666016,1.0,1.0,1.0,How much of the Bronx's vote in 1948 did Truman get?
112,Sidney Ells.,Sidney Ells,0.5199980735778809,0.845628023147583,0.9865314960479736,1.0,1.0,Who experimented with bitumen extraction techniques to make shipping easier?
113,"""Més que un club"" (More than a club)",Més que un club,0.3921618461608886,1.3065438270568848,0.8827205896377563,0.7142857142857143,0.7142857142857143,What is the Barcelona motto?
114,The flight deck.,The flight deck,0.988701105117798,0.868382453918457,0.9803537130355836,1.0,1.0,Where are the most notable differences between a carrier and a land runway found?
115,Coregulation theories.,Theories of coregulation,0.3606367111206054,0.5811865329742432,0.9534438848495485,0.8,0.4,What describes communication as creative and dynamic rather than discrete?
116,60%,60%,0.2337484359741211,0.532820463180542,1.0,1.0,1.0,How much of the US 16-bit console market did the Genesis have in summer 1992?
117,820 feet long.,820-foot-long (250 m),0.2521536350250244,0.9158504009246826,0.8488265872001648,0.5,0.5,How long is Japan's largest military ship?
118,The Chief Justice of Liberia is the head of the Supreme Court.,the Chief Justice of Liberia,0.4143400192260742,1.305891513824463,0.886415421962738,0.5882352941176471,0.5882352941176471,Who is the head of the supreme court?
119,Robert C. Fitzsimmons.,Robert C. Fitzsimmons,3.775571584701538,1.0098183155059814,0.989810824394226,1.0,1.0,Who constructed the Bitumont oil separation plant?
120,Between ethnic Liberians and the Lebanese.,Liberians and the Lebanese,0.4153487682342529,0.7759432792663574,0.9192612767219543,0.8,0.8,There is high percentage of interracial marriage between what two groups?
121,It is cheaper to operate and still provides good deployment capability for fighter aircraft.,it is cheaper to operate,2.8227171897888184,1.4171042442321775,0.6014634370803833,0.5263157894736842,0.5263157894736842,Why is STOVL used by other navies?
122,World War II era.,World War II,0.2730836868286133,0.9135735034942628,0.8085201978683472,0.8571428571428571,0.8571428571428571,The dead of what war were the first to be commemorated by the Virginia War Memorial?
123,"The harder policing agencies work to produce security, the greater are feelings of insecurity.","the harder policing agencies work to produce security, the greater are feelings of insecurity",0.2418265342712402,1.456676721572876,0.988744616508484,1.0,1.0,What paradox did Sheptycki point out?
124,"The Greek word for asphalt is ""jatu"" or ""jatu-krit"", meaning ""pitch"" or ""pitch creating"".",asphalt/bitumen/pitch,0.4987132549285888,1.6883530616760254,0.6102633476257324,0.2222222222222222,0.2222222222222222,What are the meanings of the Greek word for asphalt?
125,Losar.,Losar,0.2733988761901855,0.4860479831695556,0.9552001953125,1.0,1.0,What is the Tibetan New Year Festival called?
