idx,generated_response,ground_truth,ir_time,generate_time,bert_score,rouge1_score,rougeL_score,question
13,The 1967 Referendum.,1967 Referendum,0.0008769035339355,0.6036269664764404,0.9671088457107544,0.8,0.8,Which Referendum allowed Indigenous Australians to be counted in the Census?
14,September 1947.,September 1947,0.000870943069458,0.5305640697479248,0.9769178628921508,1.0,1.0,When was Grace Hopper's Hardvard Mark II shorted by a moth?
15,The University of Pennsylvania.,University of Pennsylvania,0.0008563995361328,0.5121359825134277,0.9653996229171752,0.8571428571428571,0.8571428571428571,Where was ENIAC located?
16,SAGE system.,SAGE system,0.0008831024169921,0.4949676990509033,0.9579161405563354,1.0,1.0,What system of the U.S. military's was the first large-scale system to coordinate information between several locations?
17,Tommy Flowers.,Flowers,0.0008628368377685,0.4388673305511474,0.5954682230949402,0.6666666666666666,0.6666666666666666,Who built the first Colossus in 1943?
18,1936.,1936,0.0008871555328369,0.4737358093261719,0.9675049185752868,1.0,1.0,In what year was Studio Misr founded?
19,Problems with interoperability.,problems with interoperability,0.0008487701416015,0.4831476211547851,0.9787808060646056,1.0,1.0,Non-standard dialects led to what?
20,A severe drought.,a severe drought,0.0008618831634521,0.4756693840026855,0.978617787361145,1.0,1.0,What environmental consequence affected the Australian economy by 1983?
21,"AND, OR, XOR, and NOT.","AND, OR, XOR, and NOT",0.0008454322814941,0.6601495742797852,0.9921127557754515,1.0,1.0,Boolean logic consists of what?
22,The 1770s.,In the 1770s,0.000882863998413,0.5665044784545898,0.9207605123519896,0.8,0.8,When did Pierre Jaquet-Droz build a mechanical doll that could hold a pen?
23,Derek J. de Solla Price.,Derek J. de Solla Price.,0.0008773803710937,0.6191434860229492,1.0000001192092896,1.0,1.0,The Antikythera mechanism was thought to be the first computer according to whom?
24,1888.,1888,0.0008525848388671,0.4752213954925537,0.9602977633476256,1.0,1.0,When did NYC buy land for its parks?
25,12 September 1958.,12 September 1958.,0.0008544921875,0.5868823528289795,0.9999999403953552,1.0,1.0,When was the first functional IC demonstrated?
26,Bob Hawke led Australian Labor Party.,Bob Hawke,0.0008785724639892,0.6213769912719727,0.738160252571106,0.5,0.5,Who did Frazer eventually lose to in 1983?
27,"The Z2, created by German engineer Konrad Zuse in 1939.",The Z2,0.0008530616760253,0.9670031070709229,0.6960930228233337,0.3333333333333333,0.3333333333333333,What is one of the first electromechanical relay computers?
28,Firmware.,software,0.0008497238159179,0.3974423408508301,0.5430688261985779,0.0,0.0,What specifically did his son work on?
29,The 1950s.,50s,0.0008506774902343,0.5500833988189697,0.491230845451355,0.0,0.0,By what decade were analog computing devices rendered obsolete?
30,Artificial Intelligence and Machine Learning.,artificial intelligence,0.0008580684661865,0.5419743061065674,0.7557907104492188,0.5714285714285715,0.5714285714285715,In 1956 the company demonstrated the first example of what?
31,Late 2004.,late 2004,0.0008375644683837,0.5126163959503174,0.9786151647567748,1.0,1.0,When was Firefox released?
32,private networks or file systems.,private networks,0.0008940696716308,0.5438129901885986,0.7272402048110962,0.5714285714285715,0.5714285714285715,"In addition to accessing the Internet, browsers can also access info that is put there by web servers in what?"
33,Time-sharing.,"""time-sharing""",0.0008542537689208,0.4582808017730713,0.90303635597229,1.0,1.0,"A method of multitasking that takes a ""slice"" of time in turn is called what?"
34,Internet Explorer.,Internet Explorer,0.0008463859558105,0.459094762802124,0.7528218030929565,1.0,1.0,What was bundled for free with the Windows OS?
35,Windows operating system.,Windows,0.0008196830749511,0.4952952861785888,0.7984075546264648,0.5,0.5,What was bundled with Internet Explorer?
36,Central Processing Unit.,central processing unit,0.0008692741394042,0.4770164489746094,0.9755199551582336,1.0,1.0,The CPU is an abbreviation for what?
37,Don Chipp.,Don Chipp,0.0008482933044433,0.4741842746734619,0.9812923669815063,1.0,1.0,Which former liberal founded the Australian Democrats in 1977?
38,Competition between web browsers.,competition between web browsers,0.0008540153503417,0.5337684154510498,0.9714312553405762,1.0,1.0,The Commission felt that bundling the browser with Windows computers harmed what?
39,Gigaflops.,(gigaflops),0.0008621215820312,0.4974901676177978,0.8775871992111206,1.0,1.0,Billions of instructions per second are called what in computer terms?
40,consumer choice.,product innovation,0.0008370876312255,0.4406814575195312,0.3475976586341858,0.0,0.0,The Commission felt that the bundling undermined what?
41,The motherboard.,the motherboard,0.0008316040039062,0.438425064086914,0.9721852540969848,1.0,1.0,A BIOS chip is located where in a computer?
42,The Royal Radar Establishment of the Ministry of Defence.,Royal Radar Establishment of the Ministry of Defence,0.0008413791656494,0.6941337585449219,0.9818160533905028,0.9411764705882352,0.9411764705882352,Where did Geoffrey W.A. Dummer work at?
43,Wheel-and-disc mechanisms.,wheel-and-disc,0.0008645057678222,0.5087392330169678,0.8283181190490723,0.8571428571428571,0.8571428571428571,What type of mechanisms did the differential analyzer use?
44,rendered in the same way.,rendered in the same way,0.0008409023284912,0.5489084720611572,0.9317724704742432,1.0,1.0,HTML and XHTML should be what by all browsers?
45,2010,2010,0.0008587837219238,0.4401891231536865,1.0,1.0,1.0,When was Liberia was granted observer status with the world trade organization>
46,The Liberal Party's ideological ancestry stretched back to the anti-Labor groupings in the first Commonwealth parliaments.,anti-Labor groupings in the first Commonwealth parliaments,0.000849962234497,1.1555585861206057,0.6812436580657959,0.6153846153846153,0.6153846153846153,From where did the ideology of the Liberals stem?
47,He resigned.,he resigned,0.0008609294891357,0.4559848308563232,0.9558387398719788,1.0,1.0,"Was Gorton impeached, voted out, or did he resign?"
48,"Menzies promised to end rationing of butter, tea, and petrol, and provide a five-shilling endowment for first-born children, as well as for others.","end rationing of butter, tea and petrol and provided a five-shilling endowment for first-born children",0.0008480548858642,1.6247856616973877,0.7681591510772705,0.8095238095238095,0.8095238095238095,What promises did Menzies make in the 1949 election?
49,"The flow of control within the program, which allows the computer to repeat instructions until an internal condition is met.",the flow of control,0.000847578048706,1.1496531963348389,0.5572643280029297,0.3333333333333333,0.3333333333333333,What allows a computer to perform repetitive tasks without human intervening?
50,Jumps.,"""jumps""",0.0008456707000732,0.4554190635681152,0.8847269415855408,1.0,1.0,Instructions that change the program counter are called what?
51,2400 BC.,2400 BC,0.0008373260498046,0.5117454528808594,0.98499196767807,1.0,1.0,When was the Roman abacus first used?
52,An assembler.,a compiler,0.0008671283721923,0.455524206161499,0.5103947520256042,0.0,0.0,Assembly language that is translated into machine language is done by what type of computer?
53,"""live bookmarks""",live bookmarks,0.0008332729339599,0.4710354804992676,0.9621731042861938,1.0,1.0,Firefox does web feeds as what?
54,Multitasking.,multitasking,0.0008785724639892,0.498870849609375,0.9548789262771606,1.0,1.0,"In computer terms, when a computer is switching rapidly between running each program in turn, is called what?"
55,"Franklin D. Roosevelt referred to the middle class as the ""forgotten man"".","""backbone of Australia""",0.0008652210235595,0.9397962093353271,0.0855876207351684,0.0,0.0,How did Roosevelt refer to the middle class?
56,form history.,form and search history,0.0008678436279296,0.4388573169708252,0.6727467775344849,0.6666666666666666,0.6666666666666666,"Cache, download history, cookies, browsing and what else can be quickly deleted in browsers?"
57,20 words (about 80 bytes),ENIAC,0.0008518695831298,0.6559557914733887,0.3160842359066009,0.0,0.0,On what computer was the first numerical weather forecast produced?
58,A microsequencer can be found in the control unit.,CPU,0.0008621215820312,0.7880277633666992,0.1951468288898468,0.0,0.0,Processing data from input and output devices is typically done by what?
59,1947.,1947.,0.0008561611175537,0.4674503803253174,1.0,1.0,1.0,When was the bipolar transistor created?
60,An interrupt.,"an interrupt,",0.0008466243743896,0.458115816116333,0.9718502759933472,1.0,1.0,A signal that stops a compute executing instructions is called what?
61,SQL.,SQL,0.0008330345153808,0.4228360652923584,0.878853440284729,1.0,1.0,"When customers first tested IBM's system, what computer language had been added? "
62,1906.,1906,0.0008554458618164,0.4782588481903076,0.9640109539031982,1.0,1.0,In what year was Swaziland given self governance? 
63,A bit (binary digit) of information.,a bit (binary digit) of information,0.0008389949798583,0.6584067344665527,0.9820475578308104,1.0,1.0,A circuit in a computer part represents what?
64,"Analog computers were originally used for specialized military applications, such as calculating torpedo aiming, and astronomical calculations.",astronomical calculations,0.0008392333984375,1.0592846870422363,0.2630408108234405,0.2105263157894736,0.2105263157894736,What were analog computers originally used for?
65,The 1962 Commonwealth Electoral Act.,Menzies' Commonwealth Electoral Act,0.0008575916290283,0.6201632022857666,0.7736860513687134,0.6666666666666665,0.6666666666666665,Which ruling allowed indigenous Australians the right to vote?
66,development at Google and of Google Chrome.,Google Chrome,0.0008361339569091,0.6390228271484375,0.6303645372390747,0.4444444444444445,0.4444444444444445,"The increased revenue funds what, in addition to Google?"
67,DARPA.,DARPA),0.0008485317230224,0.4386739730834961,0.8674149513244629,1.0,1.0,ARPA is now known as what?
68,The birthday cake interview.,the infamous birthday cake interview,0.0009069442749023,0.5059442520141602,0.947471559047699,0.888888888888889,0.888888888888889,What discussion proved an example of the difficulty of explaining what foods were and were not included in the Goods and Services Tax?
69,1977,1977,0.0008425712585449,0.4576647281646728,1.0,1.0,1.0,When did Knorr die? 
70,1920s.,1920s,0.0008442401885986,0.5129845142364502,0.9677363038063048,1.0,1.0,"What decade is considered the ""golden age"" of women's football?"
71,"More than 90,000.","more than 90,000",0.0008916854858398,0.6086215972900391,0.9758829474449158,1.0,1.0,How many members were in the Young Liberals by Sept 1945?
72,Netscape Navigator.,Netscape Navigator,0.0008370876312255,0.4962797164916992,0.9325628876686096,1.0,1.0,What browser did Andreessen release in 1994?
73,"January 18, 1944.",18 January 1944,0.0008487701416015,0.6198093891143799,0.9566041231155396,1.0,0.6666666666666666,When was the Colossus sent to Bletchley Park?
74,A program counter.,the program counter,0.000838279724121,0.4740574359893799,0.9545708894729614,0.6666666666666666,0.6666666666666666,What is a component that all CPUs have?
75,0 to 255 or -128 to +127.,0 to 255 or −128 to +127,0.000840425491333,0.7636871337890625,0.931528389453888,1.0,1.0,What is the range of the numbers that a byte can represent?
76,Malcolm Turnbull.,Malcolm Turnbull,0.0008423328399658,0.436690092086792,0.9804420471191406,1.0,1.0,Who is the Australian Liberal Party's leader?
77,5000 times.,5000,0.000840425491333,0.5130593776702881,0.6678751111030579,0.6666666666666666,0.6666666666666666,How many times could it add or subtract a second?
78,Uniform Resource Locator.,Uniform Resource Locator,0.0008337497711181,0.4769232273101806,0.9483479857444764,1.0,1.0,What does URL stand for?
79,"The CPU is not explicitly mentioned as being made up of 3 parts in the given text. However, it is mentioned that the CPU contains a special set of memory cells called registers, an ALU (Arithmetic Logic Unit), and a control unit.","The control unit, ALU, and registers",0.0008330345153808,2.1730401515960693,0.5640786290168762,0.25,0.125,What 3 parts make up the CPU?
80,London.,London,0.0008533000946044,0.4016609191894531,0.9624133110046388,1.0,1.0,In what city did the US and Russia conduct nuclear talks in 1955?
81,Peripheral devices.,Peripheral devices,0.0008211135864257,0.4412534236907959,0.9500315189361572,1.0,1.0,What are the devices called that are from an external source?
82,Campbell Newman.,"former Brisbane Lord Mayor, Campbell Newman",0.0008611679077148,0.4413321018218994,0.6762176752090454,0.5,0.5,Who led the new Liberal National Party of Queensland through the election in March 2012?
83,Henry Babbage.,Henry Babbage,0.0008397102355957,0.4745655059814453,0.9819639325141908,1.0,1.0,Who created a simple version of the analytical engine's computing unit?
84,A system of pulleys and wires.,system of pulleys and wires,0.0008690357208251,0.6168081760406494,0.9293699860572816,0.9090909090909092,0.9090909090909092,What did Sir William Thomson's tide-predicting machine use to function?
85,Mobile phone web browser market.,mobile phone web browser,0.0008270740509033,0.5453484058380127,0.7539907097816467,0.888888888888889,0.888888888888889,Opera focused on which quickly growing market?
86,CPUs.,CPUs,0.0009129047393798,0.401810884475708,0.8991233110427856,1.0,1.0,Multiprocessor and multi-core computers have multiples of what?
87,"Australia, New Zealand, and the United States.","Australia, New Zealand and the United States",0.0008759498596191,0.6908257007598877,0.924430012702942,1.0,1.0,Which areas were involved in the ANZUS Treaty?
88,browser war.,browser war,0.0008423328399658,0.4559094905853271,0.956680417060852,1.0,1.0,The release of Internet Explorer started the first what?
89,26 January 1966.,26 January 1966,0.000859260559082,0.5829377174377441,0.9827836155891418,1.0,1.0,When did Menzies resign from Parliament?
90,The Yong Mans Gleanings by Richard Braithwait.,The Yong Mans Gleanings,0.0008380413055419,0.7872858047485352,0.7144858241081238,0.7272727272727273,0.7272727272727273,"In which book, was the term ""computer"" first used?"
91,Anti-communism.,Anti-communism,0.0008544921875,0.5299906730651855,0.9605956673622132,1.0,1.0,What was a key political topic in the 1950s and 1960s?
92,1917,1917,0.0008461475372314,0.4579308032989502,1.0,1.0,1.0,When did Herter die?
93,1945.,1945,0.0008323192596435,0.4933199882507324,0.967690885066986,1.0,1.0,In what year was the OSS dissolved?
94,Tony Abbott.,Tony Abbott,0.0008406639099121,0.4353039264678955,0.969413995742798,1.0,1.0,Who was Turnbull elected to replace?
95,4GL provides ways to obtain information without requiring the direct help of a programmer.,provides ways to obtain information without requiring the direct help of a programmer,0.0008478164672851,0.9743208885192872,0.6073497533798218,0.962962962962963,0.962962962962963,What is the pro of 4GL over a 3G language?
96,The University of Pennsylvania.,University of Pennsylvania,0.0008752346038818,0.513007640838623,0.9653996229171752,0.8571428571428571,0.8571428571428571,Where was ENIAC located?
97,John Howard and Paul Keating.,former Treasurer John Howard competing with former Foreign Minister Andrew Peacock,0.0008561611175537,0.5842468738555908,0.4524774849414825,0.25,0.25,Which two title holders fought for political power in the early 1990s?
98,Firmware.,"firmware,",0.0008490085601806,0.4039247035980224,0.9504395723342896,1.0,1.0,Software stored in ROM is called what usually?
99,An interpreter.,an interpreter,0.0008521080017089,0.4619183540344238,0.955042839050293,1.0,1.0,Programming languages are translated at run time by what?
100,1833,1833,0.0008738040924072,0.4401342868804931,0.9999998807907104,1.0,1.0,When was the New Hampshire Baptist Confession of Faith created?
101,Intel 4004.,Intel 4004,0.0008494853973388,0.516676664352417,0.9732100963592528,1.0,1.0,What was the name of the first single-chip microprocessor?
102,Uniform Resource Locator.,Uniform Resource Identifier,0.0008370876312255,0.4771044254302978,0.7462499141693115,0.6666666666666666,0.6666666666666666,What does URL mean?
103,Marc Andreessen released Mosaic in 1993.,Marc Andreessen,0.0008554458618164,0.7558071613311768,0.6012257933616638,0.5,0.5,Who released Mosaic?
104,The Manchester Small-Scale Experimental Machine (Baby) was built at the Victoria University of Manchester.,Victoria University of Manchester,0.0008509159088134,1.0143365859985352,0.496268093585968,0.4210526315789474,0.4210526315789474,Where was the Manchester Small-Scale Experimental Machine built?
105,The electronics division of the Atomic Energy Research Establishment at Harwell.,electronics division of the Atomic Energy Research Establishment at Harwell,0.0008554458618164,0.7985374927520752,0.9918073415756226,0.9523809523809524,0.9523809523809524,Who built the Harwell CADET?
106,Kythera and Crete.,Kythera and Crete,0.0008471012115478,0.5853044986724854,0.9870675206184388,1.0,1.0,Where is the Greek Island of Antikythera located between?
107,The British at Bletchley Park.,", the British",0.0008840560913085,0.6598851680755615,0.4846366345882416,0.5714285714285715,0.5714285714285715,Who achieved success at cracking secret German military communications during World War II?
108,1939.,1939,0.0008530616760253,0.4754426479339599,0.9678189158439636,1.0,1.0,When did World War II start?
109,Geoffrey W.A. Dummer.,Geoffrey W.A. Dummer,0.0008251667022705,0.5862054824829102,0.9875460863113404,1.0,1.0,The integrated circuit of a computer was the idea of whom?
110,The 1950s.,the 1950s,0.0008566379547119,0.5645155906677246,0.9819705486297609,1.0,1.0,When did laws stop banning marriage between whites and asians?
111,"237 million devices were shipped in 2Q 2013, which includes both smartphones and tablets.",237 million devices,0.0008301734924316,1.0958306789398191,0.6965847611427307,0.3529411764705882,0.3529411764705882,How many tablets were sold in 2Q 2013?
112,Money.,sums of money,0.00087571144104,0.4003281593322754,0.3862265944480896,0.5,0.5,A checkered cloth on a table was used in medieval Europe to help count what?
113,web feed aggregator.,feed aggregator,0.0008246898651123,0.4750890731811523,0.8633928894996643,0.8,0.8,The top browsers have a built-in what?
114,Programs.,programs,0.0008468627929687,0.4037551879882812,0.90436053276062,1.0,1.0,The ability to store and execute lists of instructions are called what?
115,microsequencer,microsequencer,0.0008516311645507,0.4402787685394287,1.0000001192092896,1.0,1.0,In some CPU designs there is tinier computer called what?
116,The Howard Government supported America's campaigns in Afghanistan and Iraq.,The Howard Government,0.0008473396301269,0.7676548957824707,0.6781485676765442,0.4285714285714285,0.4285714285714285,Which government supported the US's war Afghanistan and Iraq?
117,Decoding.,(decodes,0.0008544921875,0.4554033279418945,0.6657875776290894,1.0,1.0,Reading and interpreting from a control unit is called doing what?
118,The Arithmetic Logic Unit (ALU).,the ALU,0.0008456707000732,0.6166892051696777,0.5273767113685608,0.5714285714285715,0.5714285714285715,In what part can the program counter be changed by calculations?
119,The planisphere and dioptra.,the planisphere and dioptra,0.0008444786071777,0.6222414970397949,0.9820477366447448,1.0,1.0,The astrolabe was a combination of what two devices in history?
120,"The Antikythera mechanism was found in the Antikythera wreck off the Greek island of Antikythera, between Kythera and Crete.",Antikythera wreck off the Greek island of Antikythera,0.0008497238159179,1.5587544441223145,0.883983850479126,0.5925925925925926,0.5925925925925926,Where was the Antikythera mechanism found in 1901?
121,Registers.,registers,0.0008459091186523,0.4019014835357666,0.9450258612632751,1.0,1.0,RAM cache memory is slower than what?
122,South East Asia Collective Defence Treaty Organisation,South East Asia Collective Defence Treaty,0.0008418560028076,0.5822548866271973,0.9526406526565552,0.923076923076923,0.923076923076923,What does the acronym SEATO stand for?
123,Menzies.,Menzies,0.0008661746978759,0.4727811813354492,0.9836324453353882,1.0,1.0,Which politician purposely created strong state divisions to a weaker national party?
124,1971,1971,0.0008430480957031,0.4609947204589844,1.0,1.0,1.0,In what year was the Taragaon Museum built?
125,Lord Kelvin.,Lord Kelvin,0.0008454322814941,0.4392707347869873,0.983427345752716,1.0,1.0,James Thomson was the brother of what famous figure?
126,Education and aircraft.,education (control systems) and aircraft (slide rule).,0.0008406639099121,0.4966292381286621,0.7165287137031555,0.6,0.6,Analog computers remain in use in what industries?
127,January 2003.,January 2003,0.0008566379547119,0.5165131092071533,0.9754822254180908,1.0,1.0,When was the first beta release for Safari?
128,Microprocessors.,a microprocessor,0.0008506774902343,0.4599533081054687,0.8391363620758057,0.6666666666666666,0.6666666666666666,CPUs that are constructed on a single integrated circuit are called what?
129,Publicly owned.,publicly,0.0008559226989746,0.4734535217285156,0.7138829231262207,0.6666666666666666,0.6666666666666666,Were utilities publically or privately owned in Menzie's economy?
130,Kurt Gödel.,Kurt Gödel,0.0008697509765625,0.4729416370391845,0.984581708908081,1.0,1.0,In 1930 who gave a strongly negative answer to Von Neuman's approach to the axiomatic system of theory of sets?
131,Mac.,Mac,0.0008308887481689,0.4026076793670654,0.9356533288955688,1.0,1.0,What other OS could use Internet Explorer?
132,21 June 1948.,21 June 1948,0.0008578300476074,0.5875208377838135,0.9881856441497804,1.0,1.0,When did the Manchester Small-Scale Experimental Machine run its first program?
133,Six.,six,0.0008618831634521,0.4199707508087158,0.9331915378570556,1.0,1.0,How many periods of geology are within the Paleozoic era?
134,There is no information in the provided context about the creation date of the first browser.,1990,0.0008234977722167,0.9494576454162598,0.1984159052371978,0.0,0.0,"When did ""Awakenings"" come out?"
135,Flash applications and Java applets.,Flash applications and Java applets,0.0008299350738525,0.5845959186553955,0.9652441143989564,1.0,1.0,Browsers typically have plug-ins to support what?
136,San Francisco.,San Francisco,0.0008401870727539,0.4379255771636963,0.967161238193512,1.0,1.0,Where did Chen live in 2005?
137,Lyons' death in 1939.,Lyons' death in 1939,0.0008671283721923,0.6253750324249268,0.9767940640449524,1.0,1.0,What event caused Robert Menzies to become Prime Minister?
138,World War II.,World War II,0.0008525848388671,0.4809746742248535,0.9605373740196228,1.0,1.0,The dead of what war were the first to be commemorated by the Virginia War Memorial?
139,Conditional branching.,instructions that are repeated by the computer),0.0008254051208496,0.4403097629547119,0.0616613030433654,0.0,0.0,Loops are defined as what?
140,"Frederic C. Williams, Tom Kilburn, and Geoff Tootill.","Frederic C. Williams, Tom Kilburn and Geoff Tootill",0.0008461475372314,0.9101405143737792,0.9790962338447572,1.0,1.0,Who built the Manchester Small-Scale Experimental Machine?
141,Harvard Mark II.,Harvard Mark II,0.0008540153503417,0.4767827987670898,0.9794873595237732,1.0,1.0,What type of computer of Grace Hopper's was shorted by a moth?
142,1953.,1953,0.0008070468902587,0.475940465927124,0.9732455015182496,1.0,1.0,In what year did Joseph McCarthy declare that the federal government was employing communists?
143,The program counter.,which location in memory the next instruction is to be read from,0.0008246898651123,0.4750072956085205,0.3717216551303863,0.1333333333333333,0.1333333333333333,A register of a CPU keeps track of what?
144,Output devices.,output devices,0.0008516311645507,0.4362218379974365,0.9429815411567688,1.0,1.0,Where is the data from input devices sent to after being processed?
145,Dr Brendan Nelson.,Dr Brendan Nelson,0.0008630752563476,0.4773879051208496,0.98376202583313,1.0,1.0,Who was elected to the Parliamentary Liberal Party after the 2007 Federal Election?
146,A Universal Machine is known as a Universal Turing machine.,Universal Turing machine,0.0008385181427001,0.734062671661377,0.8919777870178223,0.4615384615384615,0.4615384615384615,A Universal Machine is known as what today?
147,The Liberal and National parties merged in Queensland in 2008 to form the Liberal National Party of Queensland.,the Liberal and National parties,0.0008502006530761,1.091299057006836,0.5529115796089172,0.4347826086956522,0.4347826086956522,Which parties merged in Queensland in 2008 to form the new Liberal National Party of Queensland?
148,Slow input/output devices.,input/output devices,0.0008547306060791,0.5097746849060059,0.5777777433395386,0.8571428571428571,0.8571428571428571,What do a lot of programs spend time waiting for?
149,"MIT, starting in 1927.",MIT,0.0008533000946044,0.6203558444976807,0.7183290123939514,0.4,0.4,Where was the differential analyzer built by H.L. Hazen?
150,ENIAC (Electronic Numerical Integrator and Computer).,ENIAC,0.0008513927459716,0.7913691997528076,0.6896277070045471,0.2857142857142857,0.2857142857142857,On what computer was the first numerical weather forecast produced?
151,The European Commission.,the European Commission,0.0008468627929687,0.492279052734375,0.9808425903320312,1.0,1.0,Who investigated the bundling of the IE browser with Windows OS?
152,1951.,1951,0.0008289813995361,0.4731144905090332,0.9644289016723632,1.0,1.0,When was the Puerto Rican constitution written?
153,The Internet.,the Internet.,0.0008411407470703,0.4367921352386474,1.000000238418579,1.0,1.0,The network spread to be known as what today?
154,John Mauchly and J. Presper Eckert at the University of Pennsylvania.,John Mauchly and J. Presper Eckert,0.0008256435394287,0.9492316246032716,0.8397213220596313,0.7058823529411764,0.7058823529411764,ENIAC was constructed by whom?
155,Aviation.,Aviation,0.0008609294891357,0.402371883392334,0.9570302963256836,1.0,1.0,What industry are slide rules still used today?
156,The Manchester Small-Scale Experimental Machine (Baby) was the world's first stored-program computer.,The Manchester Small-Scale Experimental Machine,0.0008277893066406,1.0189764499664309,0.6065348386764526,0.5714285714285715,0.5714285714285715,What was the first stored-program computer in the world?
157,"Albury, New South Wales.","Albury, New South Wales",0.0008420944213867,0.5851936340332031,0.9793787002563475,1.0,1.0,Where was the second anti-Labor Party held in 1944?
158,Netscape.,Netscape,0.0008599758148193,0.4404537677764892,0.9552396535873412,1.0,1.0,"When Andreessen left the company he worked for, what new company did he start?"
159,Robert Menzies.,Robert Menzies,0.0008504390716552,0.5152497291564941,0.9892230033874512,1.0,1.0,Who founded Australia's liberal party?
160,Software.,Software,0.0008456707000732,0.3985354900360107,0.8748559951782227,1.0,1.0,Parts of a computer that are not material objects are collectively known as what?
161,Supercomputer.,Supercomputers,0.0008587837219238,0.4602599143981933,0.9302815794944764,1.0,1.0,What is the name of a computer that has many CPUs and much more powerful?
162,September 2008.,September 2008,0.0008184909820556,0.5163784027099609,0.9754329919815063,1.0,1.0,When was Smartzone rolled out to customers?
163,Internet Relay Chat.,Internet Relay Chat,0.0008261203765869,0.4720551967620849,0.904969334602356,1.0,1.0,What does IRC stand for?
164,The Aboriginal Land Rights Act 1976.,Aboriginal Land Rights Act 1976,0.0008614063262939,0.6574923992156982,0.983242392539978,0.9090909090909092,0.9090909090909092,Which document allowed Indigenous peoples the right to some traditional lands?
165,"The Liberal party's parliamentary parties make party policy, with some influence from rank-and-file members.","almost entirely by the parliamentary parties, not by the party's rank-and-file members",0.0008280277252197,1.0140693187713623,0.6994131803512573,0.5625,0.5,Who makes party policy?
166,Hypertext Transfer Protocol.,Hypertext Transfer Protocol,0.0008285045623779,0.5220510959625244,0.9827873706817628,1.0,1.0,What does http stand for?
167,1938.,1938,0.0008585453033447,0.4930257797241211,0.9626467227935792,1.0,1.0,When was 'The War of the Worlds' radio broadcast?
168,Menzies committed troops to the Korean War and attempted to ban the Communist Party of Australia in an unsuccessful referendum.,committed troops to the Korean War and attempted to ban the Communist Party of Australia in an unsuccessful referendum during the course of that war,0.0008485317230224,1.1602370738983154,0.8168158531188965,0.8444444444444444,0.8444444444444444,What actions showed Menzies' anti-Communist beliefs?
169,open source software model.,open source software model,0.0008604526519775,0.5310935974121094,0.9732801914215088,1.0,1.0,Netscape wanted to have a competitive browser using what?
170,Robert Menzies founded the Liberal Party of Australia in 1945.,Robert Menzies,0.0008425712585449,0.8954474925994873,0.6052122116088867,0.3333333333333333,0.3333333333333333,Who founded Australia's liberal party?
171,Hardware.,hardware,0.0008394718170166,0.3995301723480224,0.8900453448295593,1.0,1.0,Have reviews praised the PS3's hardware of software more frequently?
172,1945,1945,0.0008242130279541,0.4374549388885498,1.0000001192092896,1.0,1.0,In what year was the OSS dissolved?
173,There is no information in the given context about the first available computer for the public.,Ferranti Mark 1,0.0008163452148437,0.9681439399719238,0.0625408738851547,0.0,0.0,What was the first available computer for the public?
174,Sir William Thomson.,Sir William Thomson,0.0008635520935058,0.4793276786804199,0.9806662797927856,1.0,1.0,Who invented the first analog computer in the form of a tide-predicting machine?
175,1901.,1901,0.0008251667022705,0.4732036590576172,0.963381290435791,1.0,1.0,What year did they win the cup? 
