idx,generated_response,ground_truth,ir_time,generate_time,bert_score,rouge1_score,rougeL_score,question
12,Jeff Martin had a solo career.,Jeffrey Scott Martin,0.3979671001434326,0.7770514488220215,0.6466377377510071,0.2222222222222222,0.2222222222222222,"Which artist also had a solo career, Jeff Martin or Mark Rankin?"
13,1973,1973,0.8728735446929932,0.6360514163970947,1.0,1.0,1.0,What year was the incumbent Associate Attorney General born ?
14,New York City.,New York City,0.2527856826782226,0.7880039215087891,0.9656890034675598,1.0,1.0,Q: Staten Island and 125 Greenwich Street are both places in which City? A: New York City
15,1925.,1925,0.3201613426208496,0.5421667098999023,0.9716490507125854,1.0,1.0,The Harlem Globetrotters have a signature song of the whistled version of the tune composed in what year?
16,Barclays.,Barclays,0.2823498249053955,0.5935702323913574,0.980221688747406,1.0,1.0,The 2007–08 Premier League was sponsored by which British multinational bank?
17,"Santa Monica, California.","Santa Monica, California",0.5072283744812012,0.8257341384887695,0.9726114273071288,1.0,1.0,What was the western end of the road that the Aztec Motel in Albuquerque was located on?
18,"Children's National Medical Center has 303 beds, while George Washington University Hospital has 371 beds.",George Washington University Hospital,0.3783779144287109,1.3056237697601318,0.6931727528572083,0.4,0.4,"What hospital has the most beds, Psychiatric Institute of Washington or George Washington University Hospital?"
19,April 1939.,April 1939,0.3089258670806885,0.7263050079345703,0.9749776124954224,1.0,1.0,When did the project Operation Big was related to begin?
20,Janice Burgess.,Janice Burgess,0.3111646175384521,0.5247690677642822,0.9781800508499146,1.0,1.0,Sean Curley is a singing voice on the CGI-animated series created by whom?
21,Yook Sung-jae.,Yook Sung-jae,0.2793889045715332,0.6247239112854004,0.9837122559547424,1.0,1.0,"What is the name of the South Korean man who is in the television show The Village: Achiara's Secret, and is a member of the group BtoB?"
22,The Himalayas and the Hindu Kush mountain ranges.,mountain,0.3139233589172363,0.9268288612365724,0.4302071034908294,0.2222222222222222,0.2222222222222222,Baintha Brakk and K2 are both names of what?
23,2020.,2020,0.2957720756530761,0.7708175182342529,0.9457833766937256,1.0,1.0,When does the Representative of Maryland's 6th congressional district plan to run for presidency?
24,Themistocles.,Themistocles,0.3133096694946289,0.7248082160949707,0.9820263385772704,1.0,1.0,Who was a populist politician and the effective ruler of Athens when Admetus was King of the Molossians?
25,Australia.,Australia,0.3423690795898437,0.6661741733551025,0.9376925826072692,1.0,1.0,"Queen Victoria Village, generally known as QV Melbourne or just QV, is a precinct in the central business district of Melbourne, Victoria, located directly opposite the State Library of Victoria is Melbourne Central, a large shopping centre, office, and public transport hub in the city of Melbourne, in which country?"
26,2011.,2011,0.3915293216705322,0.6923189163208008,0.9571799039840698,1.0,1.0,"Ikemen desu ne, released in which year, is a Japanese television series, it is the Japanese remake of the Korean musical romantic comedy television drama ""You're Beautiful""?"
27,1925.,"June 23, 1925",0.3371758460998535,0.5999765396118164,0.8518980145454407,0.5,0.5,When was the award for scientific acomplishments won by Soviet scientist Mikhail Borisovich Golant and named after an infamous Soviet ruler created?
28,14 screens.,14-screen,0.4861383438110351,0.6929850578308105,0.8872067928314209,1.0,1.0,The Mall in Columbia on Route 150 has an AMC Theatres with how many screens?
29,Gunnar Olsson and Stuart Baird are both film professionals.,director,0.3444256782531738,1.0886764526367188,0.3418159484863281,0.0,0.0,What role did both Gene Nelson and Sebastian Gutierrez play in the film industry?
30,Leander Paes.,Leander Adrian Paes,0.4418096542358398,0.8236145973205566,0.8101909160614014,0.8,0.8,"The 2012 Aircel Chennai Open was a 2012 ATP World Tour tennis tournament, played on outdoor hard courts, doubles title went to the Indo-Serb pair of Janko Tipsarević, and which Indian professional tennis player, born on 17 June 1973?"
31,Van Dyke Parks.,Brian Wilson,0.3548731803894043,0.5916907787322998,0.1735301166772842,0.0,0.0,"Japanese artist Cornelius has been described as the modern-day equivalent of which legendary American singer, songwriter and producer?"
