idx,generated_response,ground_truth,load_knowledge_time,generate_time,bert_score,rouge1_score,rougeL_score,question
21, The Throne Room.,the throne room,0.0496587753295898,6.660659790039063,0.9784623384475708,1.0,1.0,The Ballroom replaced which other room in terms of importance and use?
22, Glass.,glass,0.0476381778717041,6.437870502471924,0.951978325843811,1.0,1.0,"When resin stays below Tg, its thermal expansion is similar to that of copper and what other material?"
23," The Queen's Gallery, near the Royal Mews.",at the Queen's Gallery,0.0916697978973388,7.421176195144653,0.829236626625061,0.6153846153846154,0.6153846153846154,Where can the public view the Royal Collection?
24, Queen Victoria,Queen Victoria,0.0503778457641601,6.447158575057983,1.0,1.0,1.0,Who did Martha Ann Ricks present the famed Liberian coffee tree to?
25, The Making of Americans,The Making of Americans,0.0563857555389404,6.628799200057983,1.0,1.0,1.0,What was the title of Gertrude Stein's 1906-1908 book?
26, Paul Gauguin and Paul Cézanne.,Paul Gauguin and Paul Cézanne,0.0603275299072265,7.4162757396698,0.9873037338256836,1.0,1.0,Which two artists did Douglass Cooper say were very important to the forming of Cubism?
27, Silk.,silk.,0.0783643722534179,6.416234731674194,1.0,1.0,1.0,What did the mulberry garden produce?
28, The freehold of the palace.,the freehold,0.0471072196960449,6.99844217300415,0.7025303840637207,0.5714285714285715,0.5714285714285715,What about the palace was subject to speculation in the 17th century?
29, 52,52,0.0503013134002685,6.436919450759888,1.0,1.0,1.0,How many Puerto Ricans have died in the Iraq War and War in Afghanistan?
30, hardship,their subjects' hardship,0.0608658790588378,6.330192804336548,0.6945285797119141,0.5,0.5,The royal family was seen as sharing what with their subjects after the bombings?
31, King George V.,George V,0.0465919971466064,6.670706033706665,0.8678106069564819,0.8,0.8,Which king placed more emphasis on official entertaining and royal duties instead of lavish parties?
32, The style of the saucer domes in the Belgian Suite is in the style of Soane.,the style of Soane,0.0572378635406494,8.424216032028198,0.6796320080757141,0.4,0.4,The saucer domes are in whose style?
33, Internal party disunity and the absence of formal party leadership.,Internal party disunity,0.0534358024597168,7.523794651031494,0.8807050585746765,0.4615384615384615,0.4615384615384615,What made identifying House leadership difficult?
34," The palace's chimneys smoked excessively, causing fires to be allowed to die down, and the court to shiver in icy magnificence.",the chimneys smoked,0.0491795539855957,9.39009714126587,0.6822365522384644,0.24,0.24,What was the problem with the palace's chimneys?
35, Gertrude Stein,Gertrude Stein,0.0465271472930908,6.6522910594940186,0.9999999403953552,1.0,1.0,Who's written works used repitition that was similar to Cubist art?
36, A great deal.,hardly any major aspect of campaigning that does not engage their attention,0.0464611053466796,6.633764982223511,-0.0245045945048332,0.0,0.0,How much concern do minority leaders have for campaigning?
37, 18th century.,18th-century design,0.0474998950958251,6.76300573348999,0.7354475259780884,0.8,0.8,From what century were men's knee breeches worn at Buckingham designed in?
38, Dynamism and expressive plasticity.,dynamism and expressive plasticity,0.0483009815216064,6.968017578125,0.9869978427886964,1.0,1.0,What feelings should Cubist architecture evoke in viewer?
39," 476,000 people visited the palace in the 2014-15 financial year.","476,000 people",0.047497272491455,8.19478726387024,0.527786374092102,0.4,0.4,How many people visited the palace in the 2014.2015 fiscal year?
40, Josef Gočár,Vlastislav Hofman,0.0522153377532959,6.651010036468506,0.3729598522186279,0.0,0.0,Who built the House of the Black Madonna?
41, Hale Boggs,Hale Boggs,0.0490858554840087,6.522927045822144,1.0,1.0,1.0,What republican majority leader died in a plane crash?
42, World War I.,World War I,0.0471477508544921,6.651176929473877,0.9355374574661256,1.0,1.0,What instigated conflict between the Ottoman and Russian Empire?
43, State banquets are held on the first evening of a state visit by a foreign head of state.,the first evening of a state visit by a foreign head of state,0.0464611053466796,8.406639337539673,0.7704440355300903,0.8387096774193548,0.8387096774193548,When are state banquets held?
44, 1909 to 1914.,1909 to 1914,0.0567901134490966,7.096745252609253,0.9799554347991944,1.0,1.0,From what years did High Cubism take place? 
45, To provide a unified opposition to the majority party's policies and to offer alternative solutions.,to represent a party comprising a distinct minority,0.0472142696380615,8.07411813735962,0.5544767379760742,0.25,0.25,What would be the purpose of organizing non majority members of  the house?
46, Queen Mary.,Queen Mary,0.0483224391937255,6.519892930984497,0.9791020154953004,1.0,1.0,Who attended the coronation that was a break from tradition?
47, 9 times,nine times,0.0466804504394531,6.531250953674316,0.9426241517066956,0.5,0.5,How many times was the palace bombed in WWII?
48," Johann Strauss II and his orchestra performed ""Alice Polka"" in honor of Princess Alice.",Johann Strauss II,0.0554709434509277,8.195388555526733,0.6089534163475037,0.3529411764705882,0.3529411764705882,Who performed Alice Polka in honor of Princess Alice?
49, King William IV,William IV,0.098923921585083,6.550211191177368,0.8848811388015747,0.8,0.8,Who died before seeing Buckingham Palace's completion?
50, The minority leader holds joint news conferences with their counterparts in the Senate and with the President if their party controls the White House.,counterparts in the Senate—and with the president if their party controls the White House,0.0494220256805419,8.959306716918945,0.5985161662101746,0.7692307692307693,0.7692307692307693,With whom does minority leader consult and participate in news conference?
51, A large oriental chimney piece sculpted by Richard Westmacott.,large oriental chimney piece,0.0467240810394287,7.762968301773071,0.7376225590705872,0.6153846153846153,0.6153846153846153,The red and blue Chinese Luncheon Room has what as a main feature?
52, Montparnasse.,Montparnasse,0.0542793273925781,6.766140460968018,0.9808236956596376,1.0,1.0,"Until 1973, what was Paris; tallest building?"
53," Windsor Castle, Balmoral Castle, and Osborne House.",Osborne House,0.0476083755493164,7.52827000617981,0.674654483795166,0.4444444444444445,0.4444444444444445,Which house did Queen Victoria stay at after she left Buckingham?
54, 1762,1762,0.1033828258514404,6.5333006381988525,1.0000001192092896,1.0,1.0,In what year was the Gold State Coach first used?
55, Robert Jones.,Robert Jones,0.0602707862854003,6.5338404178619385,0.9779086709022522,1.0,1.0,Who designed the chimney piece in The Yellow Drawing Room?
56, Dennis Hastert,Dennis Hastert,0.0471827983856201,6.542900323867798,1.0000001192092896,1.0,1.0,Who succeeded Newt Gingrich as Speaker?
57, 1861,1861,0.0628628730773925,6.553183317184448,1.0,1.0,1.0,What year did Tongzhi take power?
58," The minority leader is able to accomplish additional demands and tasks through the use of parliamentary tactics, such as dilatory motions, appeals of the presiding officer's ruling, and numerous requests for roll call votes, as well as through the appointment of task forces and the creation of new leadership positions to reach out and involve a greater diversity of partisans in the leadership structure.",minority leader is provided with extra staff resources—beyond those accorded him or her as a Representative,0.0469100475311279,14.24933385848999,0.6608791351318359,0.1219512195121951,0.1219512195121951,How is the minority leader able to accomplish addition demands and tasks?
59, The Duke of Buckingham.,Duke of Buckingham,0.0577895641326904,6.759404897689819,0.9702171087265016,0.8571428571428571,0.8571428571428571,For whom was Buckingham house originally built?
60, 36.,at least twenty different candidates,0.0535964965820312,6.544652938842773,0.3520040214061737,0.0,0.0,How many candidates was typical in early fields for speaker?
61, 19,19 state rooms,0.0556983947753906,6.440987348556519,0.3582768440246582,0.5,0.5,How many staterooms does the palace have?
62, 1914.,1914,0.0466158390045166,6.63945460319519,0.9601083993911744,1.0,1.0,One of Jehovah Witnesses' central teachings is that the world entered into its last days at what year?
63, 1703,1703,0.0464484691619873,6.534687757492065,1.0,1.0,1.0,When did Presbyterianism arrive in America?
64, Tom DeLay.,Majority Leader Tom DeLay,0.0554263591766357,6.775982856750488,0.7744901776313782,0.6666666666666666,0.6666666666666666,Who overshadowed House Speaker Dennis Hastert?
65, Eye Cross,Eye Cross,0.0509223937988281,6.444298267364502,1.0,1.0,1.0,Which village had fallen into decay but the 17th century?
66, Emperor Napoleon III of France.,Emperor Napoleon III of France,0.0671694278717041,6.876995086669922,0.9632226228713988,1.0,1.0,Who is the 1855 Room named after?
67, Ostrich feathers.,ostrich feathers,0.047044038772583,6.768934726715088,0.9883267283439636,1.0,1.0,What types of feathers did debutantes wear in their hair?
68," The Grand Service was originally made for the Prince of Wales, later King George IV.",Prince of Wales,0.0547595024108886,8.073427677154541,0.4371964931488037,0.3333333333333333,0.3333333333333333,Who was the Grand Service originally made for?
69, The party's floor leader plays an influential role in the formation of party policy.,A party's floor leader,0.0473115444183349,7.958999395370483,0.8079625964164734,0.4,0.4,Who plays an influential role in the formation of party policy?
70, The Houses of Parliament.,new Houses of Parliament,0.0548241138458251,6.7685546875,0.8716641664505005,0.75,0.75,King William thought about converting the palace into what after a fire destroyed the Palace of Westminster in 1834?
71, Christopher Green.,"Picasso, Braque, Gris and Léger",0.0464334487915039,6.540392637252808,0.1690563112497329,0.0,0.0,Who's work undermined Douglass  Coopers terms describing Cubism?
72, Portland stone.,Portland stone,0.0619933605194091,6.538090944290161,0.9827080368995668,1.0,1.0,Of what material is London's National Gallery made?
73, The current Minority Leader of the United States House of Representatives is Hakeem Jeffries.,Nancy Pelosi,0.0499868392944335,8.190500259399414,0.3040801286697387,0.0,0.0,Who is he current Minority leader?
74, King George V,George V,0.1066036224365234,6.5362279415130615,0.8945454359054565,0.8,0.8,Which king placed more emphasis on official entertaining and royal duties instead of lavish parties?
75, Léger,Léger,0.0756747722625732,6.550588846206665,1.0,1.0,1.0,"Who painted the Wedding, show at Salon des Independants in 1912?"
76, Rondo-Cubism,Rondo-Cubism,0.0482749938964843,6.774542808532715,1.0,1.0,1.0,What was for the form of architectural Cubism in Prague called?
77, Musical entertainments.,musical entertainments,0.0477983951568603,6.672255277633667,0.9702510237693788,1.0,1.0,Before Prince Albert died what sort of entertainment was held at Buckingham?
78," Yes, the dissension and cohesion of the majority party can significantly impact the minority leader's strategy.",may provide the minority leader with greater opportunities to achieve his or her priorities than if the majority party exhibited high degrees of party cohesion,0.0466895103454589,8.42300009727478,0.8148529529571533,0.380952380952381,0.1904761904761905,Does dissension and cohesion of majority party factor into minority strategy?
79," No, the minority leader has various roles and responsibilities, including conferring with the White House, devising minority party strategies, and promoting and publicizing the party's agenda.",in consultation with other party colleagues,0.0468766689300537,10.029688835144045,0.1506544947624206,0.1212121212121212,0.1212121212121212,Does minority leader act solely to advance party objectives?
80, 78,78 bathrooms,0.046534776687622,6.433317184448242,0.43885338306427,0.6666666666666666,0.6666666666666666,How many bathrooms does the palace have?
81, Inspecting their bombed home.,inspecting their bombed home,0.0465433597564697,6.879041194915772,0.9782441854476928,1.0,1.0,The King and Queen were filmed doing what after a bombing?
82," Nude Descending a Staircase, No. 2","Nude Descending a Staircase, No. 2",0.0467269420623779,7.534764528274536,1.0000001192092896,1.0,1.0,Which Duchamp presentation was displayed in the 1912 Salon des Independants?
83, Issues and the party's public image.,"issues and assess the party's public image; they create ""theme teams"" to craft party messages",0.0481643676757812,7.097932577133179,0.6366236805915833,0.6086956521739131,0.6086956521739131,What items are discussed at party retreats?
84," African, Polynesian, Micronesian, and Native American art.",stark power and simplicity,0.0467865467071533,7.87504768371582,0.0138624887913465,0.1818181818181818,0.1818181818181818,"What about the Native cultures art inspired Matisse, Picasso, and Gauguin?"
85," The Speaker, after consultation with the minority leader, may place legislation on the Corrections Calendar.",minority leader,0.0509881973266601,8.198025226593018,0.2735800147056579,0.2352941176470588,0.2352941176470588,Who may place legislation on a corrections calendar?
86, 1911,1911,0.047267198562622,6.553062438964844,1.0,1.0,1.0,In what year did Eisenhower matriculate to West Point?
87," The Grand Service was made for the Prince of Wales, later King George IV.",the Prince of Wales,0.0467994213104248,7.9771599769592285,0.5037425756454468,0.4444444444444445,0.4444444444444445,For whom was the Grand Service made?
88, Simultaneous Windows and Formes Circulaires.,"Simultaneous Windows,",0.0605208873748779,7.445015907287598,0.6577671766281128,0.5714285714285715,0.5714285714285715,What were the titles of Delaunay's paintings in 1912? 
89, The 1844 Room.,1844 Room,0.0470049381256103,6.86912727355957,0.9478841423988342,0.8,0.8,Which room is named for visit of Tsar Nicolas I of Russia?
90, The House of Representatives is generally considered more partisan than the Senate.,more partisan nature of the House,0.0540041923522949,7.63746190071106,0.7077988386154175,0.5555555555555556,0.3333333333333333,Is the Senate or the House more partisan?
91, David Lloyd George.,David Lloyd George,0.0565898418426513,6.652876853942871,0.9815050959587096,1.0,1.0,Which British Prime Minister recognized the Dominions' contributions in 1917?
92, William the Conqueror.,Geoffrey de Mandeville,0.0464804172515869,6.849776268005371,0.4124114513397217,0.0,0.0,Who gave the site to the monks of Westminster?
93, 1913–14,1913–14,0.0465450286865234,6.762535572052002,1.0,1.0,1.0,During what years did  Leger produce Contrasts of Forms? 
94," Guillaume Apollinaire, Blaise Cendrars, Jean Cocteau, Max Jacob, André Salmon, and Pierre Reverdy.","Guillaume Apollinaire, Blaise Cendrars, Jean Cocteau, Max Jacob, André Salmon and Pierre Reverdy",0.0516185760498046,9.512221574783323,0.9850574731826782,1.0,1.0,Which poets are closely alligned with Cubism?
95, Eye Cross,Eye Cross,0.0478389263153076,6.436582565307617,1.0,1.0,1.0,Which village had fallen into decay but the 17th century?
96, 2005,2005,0.046619176864624,6.557270050048828,1.0,1.0,1.0,When was this type of hunting introduced?
97," Christopher Green said that it is not clear to what extent Salon Cubists depended on Picasso and Braque for their development of techniques such as faceting, 'passage' and multiple perspective.","It is by no means clear, in any case",0.0467052459716796,10.378382205963137,0.0427948497235775,0.1538461538461538,0.1538461538461538,What did Christopher Green say of the difference between traditional cubist and Salon Cubists?
98, The Manor of Ebury.,Manor of Ebury,0.0496165752410888,6.872151374816895,0.9660735726356506,0.8571428571428571,0.8571428571428571,What was the name of the manor that previously existed on the site?
99, 1914 to 1921.,1914 to 1921,0.0464296340942382,7.09513521194458,0.9794986844062804,1.0,1.0,From what years did Late Cubism take place? 
100," No, employing a negative strategy can be risky and may not be effective in achieving the desired outcome.","""going negative"" carries risks",0.0465540885925293,8.417075157165527,0.6509851813316345,0.0909090909090909,0.0909090909090909,Is it safe to employ negative strategy?
101, A sword.,a sword,0.0466101169586181,6.558433294296265,0.9663410186767578,1.0,1.0,Knighthood is given by being dubbed with what object?
102," No, the Speaker of the House typically does not participate in debate.","Typically, the Speaker does not participate in debate",0.0660328865051269,7.744907855987549,0.798137366771698,0.8,0.7000000000000001,Does speaker of the House participate in dbate?
103, David Lloyd George,David Lloyd George,0.0474100112915039,6.549867868423462,1.0000001192092896,1.0,1.0,Which British Prime Minister recognized the Dominions' contributions in 1917?
104, Synthetic Cubism.,between 1917 and 1920,0.0586912631988525,6.658131122589111,0.0722418427467346,0.0,0.0,What was the second time period that a significant change began to happen in Cubism?
105, The German bomber.,the Palace,0.0465288162231445,6.650633096694946,0.270193874835968,0.4,0.4,What did Ray Holmes believe the German pilot was targeting?
106, Semi-state apartments.,semi-state apartments,0.05275559425354,6.671262741088867,0.9775774478912354,1.0,1.0,What is the name of the slightly less luxurious staterooms located underneath the State Apartments?
107, Federalists and Democratic-Republicans.,(Federalists and Democratic-Republicans),0.0916099548339843,7.013706922531128,0.964836359024048,1.0,1.0,"In early 19th century, what were 2 common parties?"
108," No, the Speaker of the House is typically considered the leader of the majority party in the House, with the Majority Leader serving as second-in-command.",Majority Leaders have been more influential than the Speaker,0.0469591617584228,9.505962133407593,0.5449806451797485,0.2222222222222222,0.1111111111111111,Are snate majority leaders more influential than Speaker of the house??
109, Goring Great Garden.,Goring Great Garden,0.0465199947357177,6.755085229873657,0.9819589257240297,1.0,1.0,What was the name of Lord Goring Garden?
110, Coach horses.,horses,0.0464584827423095,6.538108825683594,0.8238334655761719,0.6666666666666666,0.6666666666666666,"What enabled some tribes to expand territory, increase trade and capture more game?"
111, King Charles I,King Charles I,0.0469746589660644,6.575340747833252,1.0,1.0,1.0,Which king fled to London leaving allowing the Royal family to keep it's freehold on the property?
112, Sir Charles Allom,Sir Charles Allom,0.0483350753784179,6.667247772216797,1.0,1.0,1.0,Which designer did Queen Mary work with to enhance the Centre Room?
113, 1973,1973,0.0529913902282714,6.552380084991455,1.0,1.0,1.0,John Rhodes served as minority leader beginning in what year?
114, Futurism.,Futurist,0.0595719814300537,6.658527374267578,0.8343220949172974,0.0,0.0,Which offshoot had little in common with Cubism?
115, The Marlborough House Set.,"""the Marlborough House Set""",0.0466549396514892,6.873944282531738,0.938494086265564,1.0,1.0,Kind Edward VII and Queen Alexandra's friends were know as what?
116, 1861,1861,0.0465271472930908,6.54305911064148,1.0,1.0,1.0,What year did Tongzhi take power?
117," Henri le Fauconnier, Jean Metzinger, Albert Gleizes, and Guillaume Apollinaire.","Metzinger, Gleizes, Delaunay and Léger",0.0629205703735351,8.752879619598389,0.512246310710907,0.3749999999999999,0.3749999999999999,Which four people usually met at Fauconnier's studio in 1910?
118, John Boehner,John Boehner,0.0464859008789062,6.428659677505493,1.0,1.0,1.0,Since 1995 who is the only majority leader to become speaker?
119, Tsar Nicholas I of Russia,Tsar Nicholas I of Russia,0.046680212020874,6.859532356262207,1.0000001192092896,1.0,1.0,Who is the 1844 Room named after?
120," The floor leader is instrumental in guiding legislation favored by their party through the House, or in resisting those programs of the other party that are considered undesirable.","guiding legislation favored by his party through the House, or in resisting those programs of the other party that are considered undesirable by his own party",0.0592870712280273,9.50326919555664,0.5840297937393188,0.7777777777777779,0.7777777777777779,In what role are the floor leader's instrumental for legislation?
121, The minority leader has informal ties with majority party leaders to learn about the schedule and other House matters.,majority party leaders,0.0479729175567626,8.422462940216064,0.582000732421875,0.2727272727272727,0.2727272727272727,Who does minority leader have informal ties with for scheduling house matters?
122, Les Demoiselles d'Avignon,Les Arbres,0.0469844341278076,7.108748435974121,0.5132922530174255,0.3333333333333333,0.3333333333333333,Which 1907 piece did Picasso present in the show that introduced Cubism to the USA? 
123, Two times.,two of these seven Congresses,0.0464365482330322,6.554152488708496,0.0859258472919464,0.2857142857142857,0.2857142857142857,From 1861 to 1875 how many times was Dmocratic minority speaker not nominated?
124, The Centre Room.,Centre Room,0.0469007492065429,6.663418769836426,0.9501157999038696,0.8,0.8,Which room feature the famous balcony?
125," The overall party strategy for a minority leader is to develop an electorally attractive agenda of ideas and proposals, devise minority party strategies, promote and publicize the party's agenda, confer with the White House, and provide campaign assistance.","develop a coordinated communications strategy, to share ideas and information, and to present a united front on issues",0.046647310256958,11.339339017868042,0.3538835644721985,0.2456140350877192,0.175438596491228,What is the overall party strategy for minority leader?
126, Picabia and the Duchamp brothers.,Picabia and the Duchamp brothers,0.0492811203002929,7.187954664230347,0.9894362092018129,1.0,1.0,The artists of Passy included which two people?
127, Queen Mary,Queen Mary,0.0467710494995117,6.416389226913452,1.0,1.0,1.0,Who attended the coronation that was a break from tradition?
128, The minority leader is a member of the United States Capitol Preservation Commission and the House Office Building Commission.,House Office Building Commission; he or she is a member of the United States Capitol Preservation Commission,0.0467147827148437,8.413888931274414,0.7216606140136719,0.7777777777777778,0.5555555555555555,What 2 commissions is the minority leader a member of?
129, Robert Michel was the Republican minority leader from 1981 to 1995.,"point man"" for Republican presidents",0.0466663837432861,7.98116135597229,0.2788541913032532,0.125,0.125,What was Robert Michel's role as minority leader?
130, Queen Mary,Queen Mary,0.0463485717773437,6.437546253204346,1.0,1.0,1.0,Who attended the coronation that was a break from tradition?
131, The minority leader may call meetings of the Democratic Caucus.,Democratic Leadership Council,0.0505623817443847,7.437298774719238,0.4019275605678558,0.1538461538461538,0.1538461538461538,According to democratic rules of the 106th congress what leadership members do they appoint?
132, Guillaume Apollinaire,Guillaume Apollinaire,0.0517520904541015,6.776102542877197,1.0,1.0,1.0,Which poet critic in 1911 with a group of poets accepted the term Cubism? 
133," A large part of the minority leader's role is to devise and implement their party's strategy on the floor, promote and publicize the party's agenda, and confer with the White House.",tradition and custom,0.0531396865844726,10.355425119400024,0.1558967977762222,0.054054054054054,0.054054054054054,What defines a large part of minority leader role?
134, Lavish costume balls.,lavish costume balls,0.0464229583740234,6.764539003372192,0.9854355454444884,1.0,1.0,What type of balls did Queen Victoria hold?
135," Jean Metzinger, Albert Gleizes, Robert Delaunay, and Henri Le Fauconnier.","Jean Metzinger, Albert Gleizes, Robert Delaunay and Henri Le Fauconnier",0.0465855598449707,8.735507249832153,0.9825546741485596,1.0,1.0,What other painters were not thought of as being as Cubist as Braque and Picasso?
136, The palace chapel.,the palace chapel,0.0463538169860839,6.647767543792725,0.9842407703399658,1.0,1.0,What was destroyed in 1940?
137," Cézanne's later work, particularly his breaking of the painted surface into small multifaceted areas of paint and his interest in simplifying natural forms into cylinders, spheres, and cones.",in the two distinct tendencies of Cézanne's later work,0.0524795055389404,10.486685037612917,0.6369079947471619,0.3902439024390244,0.2439024390243902,Besides Seurat where else are the beginnigs of Cubism found?
138, The Ballroom.,Ballroom,0.0511219501495361,6.658294916152954,0.903744101524353,0.6666666666666666,0.6666666666666666,What is the largest room in the palace?
139," No, it is not considered the first Cubist picture.",although it was a major first step towards Cubism it is not yet Cubist.,0.0465250015258789,7.552065372467041,0.7679731845855713,0.4347826086956521,0.3478260869565217,Is it true that the first Cubist picture is The Demoiselles? 
140, Sir William Chambers,Sir William Chambers,0.0465390682220459,6.552263021469116,1.000000238418579,1.0,1.0,Somerset House was designed by whom?
141, 218,218,0.0470268726348876,6.447895526885986,1.0,1.0,1.0,How many signatures are required on a discharge pertition?
142, The minority leader may call meetings of the Democratic Caucus.,Democratic Congressional Campaign Committee,0.0464107990264892,7.419646501541138,0.4662738442420959,0.1428571428571428,0.1428571428571428,According to democratic rules of the 106th congress what campaign membership do they have?
143, 775 rooms.,775 rooms,0.0464956760406494,6.659368276596069,0.986620545387268,1.0,1.0,How many rooms does the palace have?
144, Strong party organization and professional politicians.,strong party organization and professional politicians,0.0490295886993408,6.971954107284546,0.9704119563102722,1.0,1.0,What party characteristics emerged in the house in late 19th century?
145," The minority leader has several speaking obligations, including making floor speeches, closing debate on major issues, delivering addresses in diverse forums, and writing books or articles to highlight minority party goals and achievements.",floor speeches and close debate on major issues before the House; they deliver addresses in diverse forums across the country,0.0499906539916992,10.381800889968872,0.5824351906776428,0.5283018867924527,0.4528301886792453,What speaking obligations does minority leader have?
146, Almost 20 years.,20 years,0.0524842739105224,6.737406492233276,0.8364406228065491,0.8,0.8,How long had Richard Gephart served in house prior to being elected to minority leader?
147," He was discredited for arbitrarily handing out ""choice jobs to close relatives"" and was deserted by his party associates.","arbitrarily handed out ""choice jobs to close relatives ... all at handsome salaries.",0.0471546649932861,8.736876487731934,0.5626475811004639,0.5161290322580646,0.5161290322580646,Why was Keifer discredited/empty leader?
148," Fauvism, Futurism, Suprematism, Dada, Constructivism, and De Stijl.",Les Nabis and the Symbolists,0.0469911098480224,8.981173753738403,0.3078451454639435,0.1538461538461538,0.1538461538461538,Which impressionist movements were also influenced by Cubism?
149, The Battle of Britain Day.,the Battle of Britain Day,0.0493083000183105,6.870198488235474,0.984315037727356,1.0,1.0,"What is September 15, 1940 known as?"
150, Thomas Reed,"Thomas Reed,",0.0464248657226562,6.430574893951416,0.980527400970459,1.0,1.0,"Although Keifer held minority leader role, who was actual gloof leader?"
151, Westminster Abbey,Westminster Abbey,0.046818733215332,6.438128471374512,1.0000001192092896,1.0,1.0,What is one of London's World Heritage Sites?
152," The 1912 exhibition of Cubism, known as the Salon de la Section d'Or, showed over 200 works, including paintings and sculptures, that demonstrated the successive stages of Cubism's development from 1909 to 1912.",indicates the artists' intention of making their work comprehensible to a wide audience,0.0489916801452636,11.692757368087769,0.2896668910980224,0.1666666666666666,0.1666666666666666,What did the 1912 exhiibtion of Cubism show?
153, Gertrude Stein.,Gertrude Stein,0.0527727603912353,6.757593631744385,0.9821693897247314,1.0,1.0,Who's written works used repitition that was similar to Cubist art?
154, 1873,1873,0.0464808940887451,6.56414008140564,0.9999999403953552,1.0,1.0,When were the first Mounties created?
155, Two smaller flanking service wings.,two,0.0510458946228027,6.994848012924194,0.1859608143568039,0.3333333333333333,0.3333333333333333,How many types are Nepali works of art typically divided into?
156, Hexagonal windows.,hexagonal,0.0475664138793945,6.665605068206787,0.7848818898200989,0.6666666666666666,0.6666666666666666,What is the crystalline structure of sync?
157, 1762,1762,0.0519711971282959,6.547955989837647,1.0000001192092896,1.0,1.0,In what year was the Gold State Coach first used?
158, Dennis Hastert,Dennis Hastert,0.0487613677978515,6.541445016860962,1.0000001192092896,1.0,1.0,Who succeeded Newt Gingrich as Speaker?
