idx,generated_response,ground_truth,ir_time,generate_time,bert_score,rouge1_score,rougeL_score,question
19,1764.,1738,0.0006051063537597,0.2842769622802734,0.6181498169898987,0.0,0.0,When was a new spinning machine patented that boosted cotton production?
20,"The Image versions of Marvel characters were set in a universe separate from the official Marvel Universe, as part of the ""Heroes Reborn"" crossover event in 1996.",a parallel universe with a history distinct from the mainstream,0.0006287097930908,1.3859264850616455,0.2199817448854446,0.2162162162162162,0.2162162162162162,How was the setting for the Image versions of Marvel characters different from the official comics?
21,3300 to 1300 BCE.,3300 and 1300 BCE,0.0007550716400146,0.4687528610229492,0.9688085317611694,0.75,0.75,When did the Indus Valley Civilization cover parts of India and Pakistan?
22,1466,1466,0.0007119178771972,0.2488386631011963,1.0,1.0,1.0,What year was the Second Treaty of Thorn enacted?
23,Windy conditions.,windy,0.0006880760192871,0.285618782043457,0.8928344249725342,0.6666666666666666,0.6666666666666666,What weather conditions mandate the planting of stripper types of cotton?
24,An assistant director heads an office or division.,an assistant director,0.0006024837493896,0.4665122032165527,0.8165291547775269,0.5454545454545454,0.5454545454545454,Who heads an office or division?
25,Cotton can be blended with other fibers such as rayon and synthetic fibers like polyester.,knitted or woven,0.0005884170532226,0.7616620063781738,0.4717890620231628,0.0,0.0,What kinds of fabrics can be made from blended fibers?
26,The FBI Laboratory was located in the J. Edgar Hoover Building until its completion in 1974.,J. Edgar Hoover Building,0.0006017684936523,0.8715481758117676,0.685023307800293,0.4,0.4,Where was the FBI lab?
27,10.6 million hectares.,10.6 million hectares,0.0006468296051025,0.3958063125610351,0.9912165403366088,1.0,1.0,How much area was planted in India in GM cotton in 2011?
28,"The FBI Academy in Quantico, Virginia.",The FBI Academy,0.0005710124969482,0.4682762622833252,0.837432324886322,0.6666666666666666,0.6666666666666666,Where are agents sent to become FBI Special Agents?
29,"800,000.","800,000",0.0006561279296875,0.3204414844512939,0.974596917629242,1.0,1.0,how many members did the America First Committee have?
30,The Red Army.,Russian troops,0.000643253326416,0.2845089435577392,0.5823642611503601,0.0,0.0,What military overran much of East Prussia?
31,Heroes World Distribution.,Heroes World Distribution,0.0006575584411621,0.2877106666564941,0.9721295833587646,1.0,1.0,What channel did Marvel buy to self-distribute its own comics in the 1990s?
32,The United States Senate.,United States Senate,0.0007376670837402,0.3207523822784424,0.9147611260414124,0.8571428571428571,0.8571428571428571,What legislative body confirms FBI directors?
33,The X-Files.,X-Files,0.0006101131439208,0.3202159404754638,0.8907632827758789,0.8,0.8,What notable TV show was concerned with FBI investigations of the paranormal?
34,The Treaty of Versailles.,Versailles,0.0005733966827392,0.3578453063964844,0.6756105422973633,0.4,0.4,What well known treaty would eventually would grant West Prussia to Poland?
35,The text does not mention the founding date of Marvel.,1939,0.0005955696105957,0.5416538715362549,0.1864885091781616,0.0,0.0,When did World War II start?
36,West Germany.,West Germany,0.0006051063537597,0.2486650943756103,0.9686709642410278,1.0,1.0,What country was made a full partner in NATO as the result of the failure of EDC?
37,Frank Miller.,Frank Miller,0.0005748271942138,0.2338881492614746,0.9760807156562804,1.0,1.0,What noted artist and writer made brought Daredevil to the forefront during the 1980s?
38,The formation of the Marvel Press imprint in 2003 allowed Marvel to expand into more adult-themed genre stories.,the updating of the Comics Code,0.0005393028259277,0.9083092212677002,0.3994768261909485,0.2399999999999999,0.2399999999999999,What situation allowed Marvel to expand into more adult-themed genre stories?
39,Lisle.,Cotton lisle,0.0006415843963623,0.2486464977264404,0.6205583810806274,0.6666666666666666,0.6666666666666666,"What is a fine, tightly twisted type of cotton fabric?"
40,Joe Simon.,Joe Simon,0.000608205795288,0.2468709945678711,0.9723016023635864,1.0,1.0,Who was Marvel/Timely's first true full-time editor?
41,"Yes, the RICO Act is still used today for organized crime and individuals who fall under the Act.",The RICO Act is still used,0.0005247592926025,0.909386396408081,0.8699494004249573,0.5,0.5,Is the RICO Act still used today?
42,Publisher.,publisher,0.0007331371307373,0.2103035449981689,0.9370466470718384,1.0,1.0,What was Abraham Goodman's official title when Marvel was founded?
43,"The two comic book titles that were the precursors to the widening of the Marvel Universe setting were the ""Contest of Champions"" and ""Secret Wars"".",Spider-Man and the Fantastic Four,0.0005915164947509,1.2748146057128906,0.353331595659256,0.1290322580645161,0.064516129032258,Which two comic book titles were the precursors to the widening of this overall setting?
44,Preference-eligible veterans.,preference-eligible veterans,0.0007309913635253,0.32265305519104,0.9801581501960754,1.0,1.0,What group of people may apply to join the FBI after age 37?
45,Children.,children,0.0006062984466552,0.2123947143554687,0.9571406245231628,1.0,1.0,What do Jehovah's Witnesses maintain they want to protect?
46,Egypt.,Caribbean,0.0005648136138916,0.2127323150634765,0.3518877625465393,0.0,0.0,"Besides buying from the American plantations, where else in the western hemisphere did Britain buy cotton?"
47,Germany and Poland.,Poland and the Soviet Union,0.000577688217163,0.2868056297302246,0.7313194274902344,0.5,0.25,What two countries were East Prussia partitioned into after World Was II?
48,The South Tower.,South Tower,0.0005354881286621,0.2841317653656006,0.9349942207336426,0.8,0.8,What tower was Leonard W. Hatton Jr attempting to evacuate?
49,Marvel ReEvolution.,Marvel ReEvolution,0.0005631446838378,0.3234941959381103,0.9867786169052124,1.0,1.0,"Marvel NOW!, Infinite Comics, and Marvel AR are under the umbrella of what in house business endeavor?"
50,1773,31 January 1773,0.000584602355957,0.2467200756072998,0.7992103099822998,0.5,0.5,In what year was the territory of Warmia incorporated? 
51,"The September 11, 2001 attacks.",World Trade Center bombing,0.0005555152893066,0.5033104419708252,0.6286363005638123,0.0,0.0,What prompted the FBI increase in counter-terrorism?
52,"The files revealed the FBI's investigations into ordinary citizens, including assassinations of political activists.",investigations into lives of ordinary citizens,0.0005824565887451,0.797821044921875,0.5251405239105225,0.4761904761904761,0.3809523809523809,What did the files about COINTELPRO reveal?
53,The Central Intelligence Agency (CIA).,CIA,0.0006177425384521,0.4326071739196777,0.8004663586616516,0.3333333333333333,0.3333333333333333,What is the only agency that is authorized to carry out action on behalf of the president?
54,COINTELPRO.,COINTELPRO,0.0006818771362304,0.321908950805664,0.9868662357330322,1.0,1.0,What was the controversial domestic surveillance operation in this era?
55,Yes.,Numerous files were taken,0.0006260871887207,0.2141151428222656,0.0523260384798049,0.0,0.0,Did the Citizens' Commission to Investigate the FBI take files?
56,18 months.,18-month,0.0006539821624755,0.285377025604248,0.9061068892478944,1.0,1.0,How long was the National Academy of Sciences independent review?
57,Spying for the Soviet Union and Russia.,spying for the Soviet Union,0.0005533695220947,0.4711058139801025,0.925546169281006,0.8333333333333333,0.8333333333333333,What was Hanssen arrested for?
58,Split vacations.,split vacations,0.0006866455078125,0.2504959106445312,0.9789732694625854,1.0,1.0,What function of southern schools was created for children to pick cotton?
59,Cotton picker.,cotton picker,0.0006370544433593,0.2506768703460693,0.9832028150558472,1.0,1.0,What is the cotton harvesting machine that removes the boll with damaging the plant?
60,John Chardin.,John Chardin,0.0005841255187988,0.2867066860198974,0.9731547236442566,1.0,1.0,What Frenchman in the 17th century noted cotton farming in Persia?
61,Detecting conflict of interest edits on Wikipedia.,computation and neural-systems,0.0005431175231933,0.4707319736480713,0.0670945644378662,0.0,0.0,What was Virgil Griffith focused on?
62,The cotton gin.,cotton gin,0.0005693435668945,0.2865560054779053,0.9431724548339844,0.8,0.8,What invention improved the cotton industry in both America and Britain?
63,The Teutonic Knights.,Teutonic Knights,0.0005490779876708,0.3602344989776611,0.9648184776306152,0.8,0.8,What group was attacking the the Baltic Region in 1204?
64,"The Uniform Crime Reports (UCR) compiles data from around 17,000 law enforcement agencies.",The Uniform Crime Reports,0.000650405883789,0.9088010787963868,0.5675069689750671,0.4444444444444445,0.4444444444444445,"What compiles data from around 17,000 law enforcement agencies?"
65,Diploid genomes of G. raimondii and G. arboreum.,diploid counterparts,0.0007495880126953,0.7652394771575928,0.5292710065841675,0.2,0.2,"In order to understand the tetraploid forms, what must be used as a comparison in cotton gene sequencing?"
66,"600 to 1,200 mm (24 to 47 in).","600 to 1,200 mm",0.0007352828979492,0.6912136077880859,0.899238646030426,0.7142857142857143,0.7142857142857143,What is the optimum amount of rainfall for cotton growth?
67,Yes.,must also hold American citizenship,0.0006690025329589,0.2124717235565185,0.1069267466664314,0.0,0.0,Is American citizenship required to be an FBI agent?
68,Captain Britain.,Captain Britain,0.0006189346313476,0.2496559619903564,0.970586895942688,1.0,1.0,What Marvel character was specifically created to appeal to the UK market?
69,The FBI believed they could match bullets to a single box of ammunition.,single box of bullets,0.0005731582641601,0.6564397811889648,0.7008599638938904,0.4705882352941176,0.3529411764705882,What precision did the FBI believe they could reach with chemical signatures?
70,Superheroes.,Atlas Comics,0.0007603168487548,0.2496609687805175,0.3731720447540283,0.0,0.0,What former Marvel title imprint did Goodman attempt to revive?
71,The text does not provide information on public opinion about the FBI's performance.,not been well served,0.0006008148193359,0.6916794776916504,0.152316078543663,0.1111111111111111,0.1111111111111111,Did the people believe they were served well by the FBI?
72,The overall continuity of the fictional Marvel Universe.,overall continuity of the fictional Marvel Universe,0.0007236003875732,0.4694235324859619,0.9480900764465332,0.9333333333333332,0.9333333333333332,What was affected by the increasing use at Marvel of crossover stories between comic characters?
73,"265,517 bales.","265,517 bales",0.0007276535034179,0.3967111110687256,0.9830222129821776,1.0,1.0,How much organic cotton was produced worldwide in 2007?
74,"Agency cultures resistant to change, inadequate incentives, and lack of cooperation between the FBI and other US Intelligence Community agencies.",FBI's decentralized structure,0.0006544589996337,0.9822773933410645,0.5553730726242065,0.0833333333333333,0.0833333333333333,What was to blame for the FBI's failure?
75,After the American Civil War ended in 1865.,"1820's,",0.0007190704345703,0.5451571941375732,0.3844997882843017,0.0,0.0,When did cotton begin to be commercially grown in Egypt?
76,The text does not mention the minimum age to join the FBI.,23,0.0007262229919433,0.6016542911529541,0.2270190119743347,0.0,0.0,What percent own 2 or more cars?
77,Erich Koch.,Erich Koch,0.000701904296875,0.2865772247314453,0.981653094291687,1.0,1.0,Who was the leader of the East Prussian Nazi Party?
78,Provinzialverband.,Provinzialverband,0.00063157081604,0.3588533401489258,0.9764822125434875,1.0,1.0,What was the name of the corporation that looked over common task?
79,Germans.,eliminating all remnants of German history,0.0005602836608886,0.2120962142944336,0.4648612737655639,0.2857142857142857,0.2857142857142857,"In the Soviet section to the north, what did they want to expel from their land?"
80,Pat Boone.,Pat Boone,0.0005378723144531,0.2353653907775879,0.9750808477401732,1.0,1.0,Writer Geoff Boucher compared DC to what dull 1960s crooner?
81,Bt cotton.,Bt cotton,0.0006375312805175,0.2867674827575683,0.985712707042694,1.0,1.0,What form of cotton contains a genetically modified gene?
82,Life in prison.,life in prison,0.000586986541748,0.2869763374328613,0.9426422119140624,1.0,1.0,What was the death sentence reduced to?
83,There is no information about the number of camps set up by the Germans during the way in the given context.,45 camps,0.0006031990051269,0.9479475021362304,0.5276454091072083,0.0869565217391304,0.0869565217391304,Around how many camps were set up by the Germans during the way?
84,"1,500.","1,500",0.000608205795288,0.3240923881530761,0.971074879169464,1.0,1.0,Around how many places were renamed when the Nazis entered Prussia?
85,"The National Academy of Sciences review found the FBI's analytical model for interpreting bullet-lead analysis results was ""deeply flawed"".",deeply flawed,0.0005824565887451,1.057560682296753,0.3340235352516174,0.1739130434782608,0.1739130434782608,What did the National Academy of Sciences independent review discover about the FBIs analytical model?
86,"Memphis, Tennessee.","Memphis, Tennessee",0.0006632804870605,0.2863798141479492,0.9782525300979614,1.0,1.0,Where is Dunavant Enterprises based?
87,Marvel NOW!,Image Comics,0.0006258487701416,0.2498888969421386,0.4925404787063598,0.0,0.0,What studio helped to relaunch and revamp classic marvel teams The Fantastic Four and the Avengers?
88,India.,India,0.0005679130554199,0.2148523330688476,0.9400805234909058,1.0,1.0,Where are the Deccan Traps?
89,"Altpreußen (""Old Prussia""), the province of Prussia, or ""East Prussia"".","Altpreußen (""Old Prussia"")",0.0005354881286621,0.9114797115325928,0.8831177949905396,0.5333333333333333,0.5333333333333333,What did the former Duchy of Prussia become known as?
90,Leonard W. Hatton Jr.,Leonard W. Hatton Jr,0.0006647109985351,0.3970701694488525,0.9942891597747804,1.0,1.0,What FBI agent was killed during attacks on the World Trade Center?
91,Filiberto Ojeda Ríos.,Pedro Albizu Campos,0.0005819797515869,0.496086835861206,0.5416116714477539,0.0,0.0,What Puerto Rican leader did the FBI spy on?
92,There is no information in the given context about who took over as head of Marvel in 1978.,Jim Shooter,0.0007059574127197,0.9095618724822998,0.0642192065715789,0.0,0.0,Who took over as head of Marvel in 1978?
93,An executive assistant director manages each branch.,An executive assistant director,0.0006854534149169,0.4326040744781494,0.7791949510574341,0.7272727272727273,0.7272727272727273,Who manages each FBI branch?
94,There is no mention of a British-themed superhero in the provided context.,October 1976,0.0006148815155029,0.6549463272094727,0.057042583823204,0.0,0.0,When did Marvel's British-themed superhero first appear?
95,Between 2000 and 1000 BC.,2000 and 1000 BC,0.0007040500640869,0.5069167613983154,0.913970947265625,0.888888888888889,0.888888888888889,During what time did cotton become widely used in India?
96,State and local law enforcement agencies.,state and local law enforcement agencies,0.0007059574127197,0.3951702117919922,0.9295051097869872,1.0,1.0,What other groups does the FBI Academy train?
97,"The ""superheroes in the real world"" approach.",crossover story arcs,0.0006980895996093,0.5285770893096924,0.2935523390769958,0.0,0.0,Secret Wars was an early example of what Marvel comics story trope?
98,There is no mention of India being forced to purchase cotton products.,Britain,0.0006313323974609,0.6169958114624023,0.0337775014340877,0.0,0.0,Burma was formerly annexed by what country?
99,Reduce or eliminate subsidies to cotton growers.,reduction,0.0006771087646484,0.433953046798706,0.2910566926002502,0.0,0.0,What could the US do that would please the foreign cotton industry concerning cotton subsidies?
100,"The British East India Company's aggressive mercantile policies made Indian cotton processing and manufacturing uncompetitive, making American cotton preferred due to its lower production costs.","longer, stronger fibers",0.0006232261657714,1.2780821323394775,0.1920380145311355,0.0,0.0,What was the difference that made American cotton preferred over Indian cotton?
101,M. Jumel.,M. Jumel,0.000716209411621,0.3607466220855713,0.9886516332626344,1.0,1.0,What French businessman convinced the ruler of Egypt to grow cotton for the French market?
102,Bill Everett was the writer and artist behind the Sub-Mariner.,Bill Everett,0.0006241798400878,0.6153349876403809,0.6272954940795898,0.3076923076923077,0.3076923076923077,Which writer and artist was behind the Sub-Mariner?
103,"Violent crimes, hate crimes, and property crimes.","violent crimes, hate crimes, and property crimes",0.0005886554718017,0.5449085235595703,0.9545746445655824,1.0,1.0,What does UCR focus on?
104,The Duchy of Prussia passed to the Electors of Brandenburg.,Albert's line died out,0.0006699562072753,0.6743037700653076,0.124499037861824,0.0,0.0,What happened as a result of Maximilian's death?
105,Star Wars.,Star Wars,0.0006389617919921,0.249150276184082,0.9273545145988464,1.0,1.0,What movie sci-fi franchise returned to Marvel in 2015?
106,1772.,1772,0.0005633831024169,0.2864151000976562,0.9640076160430908,1.0,1.0,In what year was Royal Prussia annexed?
107,"The ""White Slave Traffic Act"", or Mann Act, passed on June 25, 1910.",White Slave Traffic Act,0.0005972385406494,0.9093003273010254,0.7607665061950684,0.4705882352941176,0.4705882352941176,What was the other formal name of the Mann Act?
108,"Most of the German population of East Prussia, including Kaliningrad, died during the war or were expelled after it.",evacuated during the war,0.00059175491333,1.0606215000152588,0.2386331558227539,0.2608695652173913,0.2608695652173913,What happened to most of the German population during the war in what is current day Kaliningrad?
109,Deputy assistant directors lead the sub-branches.,deputy assistant directors,0.0007040500640869,0.4701912403106689,0.7982219457626343,0.6,0.6,Who leaders the sub-divisions of offices or divisions?
110,The rapid uptake of polyester garments in the 1960s.,decline in market share,0.0006799697875976,0.6185107231140137,0.1420043408870697,0.1538461538461538,0.1538461538461538,What prompted a help program produced by cotton producers in the 1960s?
111,"December 7, 1941.","December 7, 1941",0.0007257461547851,0.434751033782959,0.9869564175605774,1.0,1.0,When did the attack on Pearl Harbor occur?
112,The Communications Act of 1934.,Communications Act of 1934,0.00065279006958,0.4333300590515136,0.9853013753890992,0.888888888888889,0.888888888888889,What did Congress pass to outlaw phone tapping?
113,The Treaty of Versailles.,Treaty of Versailles,0.000551700592041,0.3610665798187256,0.93744957447052,0.8571428571428571,0.8571428571428571,What was implemented that separated East Prussia from Germany?
114,1829.,1824,0.0005342960357666,0.2867705821990967,0.4893935918807983,0.0,0.0,In what year was East and West Prussia first united?
115,Diamond Comic Distributors Inc.,Diamond Comic Distributors Inc,0.0005905628204345,0.362480878829956,0.9929938912391664,1.0,1.0,Exclusive deals for distributing comics during the 1990s left this company as the only unaffiliated one.
116,There is no information about Nazis being arrested in the given context.,Eight,0.0006542205810546,0.6161642074584961,0.0487209521234035,0.0,0.0,On how many of Tuvalu's islands did people live?
117,Because the duchy was outside of the core Holy Roman Empire.,Because the duchy was outside of the core Holy Roman Empire,0.0005819797515869,0.6535847187042236,0.989496111869812,1.0,1.0,Why were the prince electors able to proclaim themselves King of Prussia?
118,The team of writer Chris Claremont and artist John Byrne helped popularize the Uncanny X-Men line of comics in the 1980s.,Chris Claremont and John Byrne,0.0005760192871093,1.2026405334472656,0.6332694888114929,0.3703703703703703,0.3703703703703703,What team of artist and writer helped popularize the Uncanny X-Men line of comics in the 1980s?
119,The Federal Bureau of Investigation (FBI) is the domestic intelligence and security service for the US.,FBI,0.0006990432739257,0.8713335990905762,0.7114499807357788,0.1176470588235294,0.1176470588235294,What organization did General Ashcroft assign to lead organization in terrorism investigations?
120,"Computer viruses, worms, and other malicious programs that threatened US operations.",Internet-related problems,0.0006394386291503,0.653933048248291,0.3272313475608825,0.0,0.0,What were CITAC and NIPC created to deal with?
121,"The United States Department of Health, Education, and Welfare.","United States Department of Health, Education, and Welfare",0.0006814002990722,0.5802364349365234,0.9612436890602112,0.9411764705882352,0.9411764705882352,What government agency asked Marvel to do a series of stories to publicize an issue?
122,Secret identities.,costumes,0.0006599426269531,0.2344851493835449,0.3650548458099365,0.0,0.0,What traditional superhero element did the Fantastic Four initially do without?
123,There is no mention of the American cotton industry failing in the given context.,American Civil War,0.0005791187286376,0.6907656192779541,0.2128224223852157,0.1176470588235294,0.1176470588235294,When did the American cotton industry fail?
124,Some people described Filiberto Ojeda Ríos's death as an assassination.,assassination,0.0007133483886718,0.7869703769683838,0.4824897348880768,0.1538461538461538,0.1538461538461538,"How did Prince Philip's uncle, Lord Mounbatten, die?"
125,The Hulk's stories are often set in the American Southwest.,Hulk,0.0007660388946533,0.579395055770874,0.5750644207000732,0.1666666666666666,0.1666666666666666,What Marvel character's stories are set in an area resembling the American Southwest?
126,1939.,1939,0.0006909370422363,0.2876396179199219,0.9678189158439636,1.0,1.0,When did World War II start?
127,289 times.,289,0.0005922317504882,0.2858822345733642,0.5000767707824707,0.6666666666666666,0.6666666666666666,How many feet above sea level is Oklahoma's lowest point?
128,The cotton plant.,perennial,0.0005934238433837,0.2879230976104736,0.3936362564563751,0.0,0.0,What type of plant is cotton?
129,Antiwar activities.,antiwar activities,0.0006945133209228,0.2901241779327392,0.97160667181015,1.0,1.0,What activities was the FBI concerned with during the Vietnam war?
130,Fair trade system.,fair trade,0.0007712841033935,0.2879481315612793,0.5940890908241272,0.8,0.8,What system was started in 2005 to deal with organic and ethically produced products?
131,The U.S. Intelligence Community.,DEA,0.0006706714630126,0.3960094451904297,0.2316474765539169,0.0,0.0,What organization does the FBI share jurisdiction with?
132,There is no mention of the early 1700's in the text. The text mentions that hundreds of thousands of Germans died during the years 1944-46.,the plague and famine,0.000601053237915,1.385127305984497,0.2778663039207458,0.064516129032258,0.064516129032258,What wiped out one third of East Prussia's population during the early 1700's?
133,The 1930s.,1930s,0.0007450580596923,0.3584363460540771,0.9388071894645692,0.6666666666666666,0.6666666666666666,When did approach lighting come into use?
134,A warrant.,a warrant,0.0006284713745117,0.2505996227264404,0.9716577529907228,1.0,1.0,What is now required to wire tap a citizen?
135,DC Comics.,DC Comics,0.0006351470947265,0.2503743171691894,0.9635162353515624,1.0,1.0,Which publisher is Marvel's biggest rival?
136,"There is no information in the given context about Marvel's comic heroes in fantasy, swords, and magic settings.","Conan the Barbarian, Red Sonja",0.000645637512207,0.9301984310150146,0.1545749902725219,0.0833333333333333,0.0833333333333333,"What were two of Marvel's comic heroes in fantasy, swords and magic settings?"
137,Jack Kirby.,Jack Kirby,0.0006392002105712,0.2495441436767578,0.9732265472412108,1.0,1.0,What artist's return to Marvel was announced at this event?
138,1945.,1945,0.0006048679351806,0.2854704856872558,0.967690885066986,1.0,1.0,In what year was the OSS dissolved?
139,May-July 1971.,May–July 1971,0.000605821609497,0.3982489109039306,0.96604323387146,1.0,1.0,What were the issue dates of the three-episode series on this public health issue?
140,The Indus Valley Civilization in Ancient India (modern-day Pakistan and some parts of India).,"Mehrgarh, Pakistan",0.0006818771362304,0.8018314838409424,0.4277530312538147,0.1176470588235294,0.1176470588235294,Where in Southeast Asia has early use of cotton been discovered?
141,Fed to ruminant livestock.,ruminant livestock,0.0007143020629882,0.3970935344696045,0.9187090992927552,0.6666666666666666,0.6666666666666666,What is cottonseed meal used for feed?
142,16 years.,16,0.0006909370422363,0.2863428592681885,0.6754528284072876,0.6666666666666666,0.6666666666666666,How many policing districts was Paris divided into?
143,New York City.,"New York City, New York",0.0005762577056884,0.2866880893707275,0.9153382778167723,0.7499999999999999,0.7499999999999999,Where was the World Trade Center?
144,The Cold War era.,Cold War,0.0005605220794677,0.3079378604888916,0.7719757556915283,0.6666666666666666,0.6666666666666666,What global conflict was the NAM made to counter?
145,British rule made Indian cotton processing uncompetitive and forced India to supply only raw cotton to Britain.,declined,0.0005450248718261,0.8374371528625488,0.071335881948471,0.0,0.0,How did Eisenhower respond to the offer to become a Philippine police chief?
146,The Marvel Universe.,Marvel Universe,0.0007128715515136,0.2874932289123535,0.9448559880256652,0.8,0.8,"Captain America, Thor and Ultron all inhabit what fictional milieu?"
147,$12 billion.,$12 billion,0.0006773471832275,0.2875945568084717,0.9797762632369996,1.0,1.0,What is the combined international trade in cotton?
148,48 years.,48,0.0006062984466552,0.28621506690979,0.5394613742828369,0.6666666666666666,0.6666666666666666,How many departments does the Punjab administration have?
149,"Clarksburg, West Virginia.","Clarksburg, West Virginia",0.0005605220794677,0.3957395553588867,0.9783117771148682,1.0,1.0,Where is the FBI's data campus?
150,Sampson Gamgee.,Sampson Gamgee,0.0005578994750976,0.3240010738372803,0.9882314801216124,1.0,1.0,What individual first used cotton wool medically?
151,Christianity.,Christianity,0.0006048679351806,0.2133147716522216,0.912482976913452,1.0,1.0,In contrast to what religion was Judaism acceptable in Rome?
152,The industrialization of India.,industrialization,0.0006604194641113,0.3632762432098388,0.7597377300262451,0.4,0.4,Until what event did the ancient methods of spinning and fabrication of cotton last?
153,The Fantastic Four.,The Fantastic Four,0.0007557868957519,0.2873969078063965,0.9850859642028807,1.0,1.0,Marvel's first team of superheroes was known by what alliterative name?
154,October 1939.,Oct. 1939,0.0007245540618896,0.3227081298828125,0.9362398982048036,0.5,0.5,What was the cover date on Marvel Comics #1?
155,Cheapness.,cheap,0.0006320476531982,0.2508721351623535,0.7345207333564758,1.0,1.0,What characteristic of American cotton attracted buyers after the end of the Civil war?
156,The FBI reports to both the Attorney General and the Director of National Intelligence.,Director of National Intelligence,0.000575304031372,0.6895925998687744,0.6637214422225952,0.4444444444444445,0.4444444444444445,What Director does the FBI report to?
157,Frederick I of Prussia.,Frederick III,0.0005552768707275,0.3601298332214355,0.7430694699287415,0.3333333333333333,0.3333333333333333,Who elected there self as King of Prussia in 1701?
158,The text does not mention the original name of Marvel Comics.,Timely Publications,0.0006005764007568,0.5648317337036133,-0.005107432603836,0.0,0.0,What was the original name of Marvel Comics?
159,The Avengers Battle the Earth Wrecker by Otto Binder (1967),The Avengers Battle the Earth Wrecker by Otto Binder,0.0005700588226318,0.6902980804443359,0.8982429504394531,0.9473684210526316,0.9473684210526316,What was the first novel published under this deal?
160,New York City.,New York,0.0006244182586669,0.2857546806335449,0.9219122529029846,0.8,0.8,Where was the band Talking Heads based out of?
161,"Yes, the FBI reassigned agents from foreign counter-intelligence duties to violent crime, and reduced cuts to other well-established departments.",With reduced cuts to other well-established departments,0.0005676746368408,1.0934011936187744,0.4910958409309387,0.4827586206896551,0.4827586206896551,Did the new priorities of the FBI mean cutting other departments?
162,The President of the United States appoints FBI directors.,President of the United States,0.0006933212280273,0.5422358512878418,0.4588282108306885,0.7142857142857143,0.7142857142857143,What job did Eisenhower hold after his second tenure as president of Columbia?
