idx,generated_response,ground_truth,load_knowledge_time,generate_time,bert_score,rouge1_score,rougeL_score,question
38, Alternative rock,alternative rock,88.82234811782837,93.22510099411012,1.0,1.0,1.0,What genre are both Splendora and Vertical Horizon?
39, Penn State,Penn State University,88.97891616821289,93.38086223602296,0.9286697506904602,0.8,0.8,Where did Tony Johnson's older brother play college football?
40, Pavlos,"Pavlos, Crown Prince of Greece",88.97720146179199,93.16740250587463,0.5683686137199402,0.3333333333333333,0.3333333333333333,Which son of Constantine II was crowned Prince AFTER the Greek monarchy was abolished in 1973?
41, Frances McDormand,Fargo,89.01533126831055,94.29757928848268,0.2292756885290146,0.0,0.0,"Which TV adaptation of a film did Craig Wroblewski work on, besides the Marvel Comics based Legion?"
42, flowering plants,plants,88.78244829177856,93.17630887031557,0.7332168817520142,0.6666666666666666,0.6666666666666666,What type of vegetation does Ceratostigma and Crocosmia have in common?
43, The Miami River is approximately 5.5 miles long.,5.5 mi long,89.41410994529724,97.88130712509157,0.4305196106433868,0.4615384615384615,0.4615384615384615,How long is the river that divides the neighborhood of Downtown Miami?
44, professional season,professional season,88.73771381378174,93.1465229988098,1.0,1.0,1.0,David Benjamin He most recently served as the player–manager at a club that was established on 24 May 2014 and began in October 2014 their first what?
45, Operation Undertone,Battle of Leyte,89.10265231132507,93.7568793296814,0.0505600869655609,0.0,0.0,"Which event took place first, Operation Undertone or the Battle of Leyte?"
46, Nobuo Uematsu,Nobuo Uematsu,89.03356003761292,94.49938654899596,1.0,1.0,1.0,"The music of the video game ""Final Fantasy VI"" was composed by which Japanese composer?"
47, The Golden State Warriors.,Golden State Warriors,88.76769876480103,94.48461890220642,0.95117849111557,0.8571428571428571,0.8571428571428571,"The 1992–93 NBA season was the Magic's fourth season in the National Basketball Association, in December, the team acquired Steve Kerr, an American former professional basketball player and the current head coach, of the which organization?"
48, 2003,1974,89.24290990829468,94.06735968589784,0.5303869247436523,0.0,0.0,Melatonin MAgik is an album by an artist born in what year?
49, Hollywood Undead has more members.,Hollywood Undead,88.6464569568634,94.99254751205444,0.8363860845565796,0.5714285714285715,0.5714285714285715,"Which band has more members, Wax on Radio, or Hollywood Undead?"
50, Elektra,Megaforce Records,88.61401534080505,93.22362875938416,0.0719866082072258,0.0,0.0,"Which company released this album by the American heavy metal band Metallica that included the single accompanied by  ""Phantom Lord"" and ""Seek & Destroy?"""
51, San Francisco,"870,887",89.29844212532043,93.68665289878844,0.076579675078392,0.0,0.0,James F. Bowman served on a newpaper in a city with a census estimated population of what in 2016?
52, To fund Mars One.,land the first humans on Mars,89.40436172485352,94.88111591339111,0.4888229072093963,0.2,0.2,What is the objective of Ampyx Power's project begun in 2011? 
53, Kerelaw Castle,Kerelaw Castle,88.9883885383606,94.24468064308168,1.0,1.0,1.0,What castle ruin in Scotland featured the ancestors of Alexander Hamilton?
54, 26372 feet,26372 ft,88.87765216827393,94.14745044708252,0.8902823328971863,0.5,0.5,The Straits of Mackinac Shipwreck Preserve are divided in two by a bridge spanning how long?
55, M107,Light Fifty,89.43816375732422,93.83662819862366,0.2949726581573486,0.0,0.0,What is another name for the Barrett M82 based on it use of a cartridge that is the standard cartridge for NATO forces as well as many non-NATO countries?
56," ""Vera""",The Borgias,89.02735996246338,94.2542326450348,0.3130378723144531,0.0,0.0,What historical fiction drama was did Steven Hartley perform in in 2013?
57, Vancouver.,Vancouver,88.48963451385498,92.90020942687988,0.9678490161895752,1.0,1.0,Patrick Levis played Jack Phillips on a tv series shot in what city?
58, 9×19mm Parabellum,9×19mm Parabellum,89.49257016181946,96.90233135223389,1.0,1.0,1.0,What was designed by Georg Luger and manufactured by Colt? 
59," Albany, New York.","Albany, New York",89.01570463180542,94.722678899765,0.9812104105949402,1.0,1.0,where is the Dunn memorial bridge located
60, Phillip Noyce,Phillip Noyce,88.88802981376648,94.15273880958556,1.0,1.0,1.0,Who was the director of the 2014 US social science fiction film in which Cameron Monaghan played the role of Asher?
61, The Tasman Sea.,Tasman Sea,89.45577144622803,95.15053915977478,0.965936541557312,0.8,0.8,"Fernhill is a suburb west of Towradgi, in a local government area in the lllawarra region of New South Wales, Australia, that is adjacent to what sea?"
62, Frank De Winne,"Frank, Viscount De Winne",88.75946378707886,94.04021549224854,0.738588809967041,0.8571428571428571,0.8571428571428571,"Who was the first European Space Agency astronaut to command a space mission, Patrick Baudry or Frank De Winne?"
63, Campeche,Carmen Island,88.94787406921387,93.78600549697876,0.3725887835025787,0.0,0.0,The Zacatal Bridge is in a city that is located on the southwest of what island?
