idx,generated_response,ground_truth,reset_cache_time,generate_time,bert_score,rouge1_score,rougeL_score,question
35, Ethyl alcohol.,ethyl alcohol,0.0008332729339599,1.3374264240264893,0.9688552618026732,1.0,1.0,What type of alcohol is found in wine and distilled spirits?
36, Elijah,Elijah,0.0008409023284912,0.5628516674041748,1.0,1.0,1.0,Who do the mosaics at the the basilica of San Lorenzo depict as being abducted?
37, 1920,early as 1920,0.000842809677124,1.0810246467590332,0.843306839466095,0.5,0.5,In what year was the assertion made that the flat canvas supported Cubism?
38, CAD (Computer Aided Design) software.,CAD,0.0008399486541748,2.649088144302368,0.8085414171218872,0.3333333333333333,0.3333333333333333,Which software can aid in the design of robotically created mosaics?
39, 1953,1953,0.0008492469787597,1.0804321765899658,1.0000001192092896,1.0,1.0,In what year did Joseph McCarthy declare that the federal government was employing communists?
40, Nearly 60% of Pakistan's population lives in the Punjab.,Nearly 60%,0.00083589553833,3.681395053863525,0.4388070404529571,0.3333333333333333,0.3333333333333333,How much of Pakistan's population lives in Punjab?
41," The inert gas in a light bulb prevents the evaporation of the filament, allowing it to be operated at a higher temperature without reducing its life.",reduces filament evaporation,0.0008416175842285,7.84369969367981,0.5761067271232605,0.2068965517241379,0.0689655172413793,What is the advantage of using inert gas in a light bulb?
42, Taunton and Wincanton.,Horse racing courses are at Taunton and Wincanton,0.0008440017700195,2.379846334457397,0.8132237195968628,0.5454545454545454,0.5454545454545454,Where are the horse races held 
43," Potassium, silicon, and aluminium oxides.","potassium, silicon, and aluminium oxides",0.0008409023284912,2.900720596313477,0.9670339226722716,1.0,1.0,What other materials were combined with tungsten?
44, Italy,Rome,0.000840425491333,0.5599789619445801,0.6318598985671997,0.0,0.0,Of what were Roman camps diminutive versions?
45, The Architects Registration Act 1997.,"the Housing Grants, Construction and Regeneration Act",0.0008406639099121,2.3831915855407715,0.3617463707923889,0.3333333333333333,0.3333333333333333,What was the name of the legistlation leading to the change in ARCUK's name?
46," Prophets, saints, and patriarchs.","prophets, saints and patriarchs",0.0008375644683837,2.9013876914978027,0.966949701309204,1.0,1.0,The tympana under the dome had images of whom displayed?
47, The national horse and cattle show at Lahore is the biggest festival in Punjab.,The national horse and cattle show,0.0008416175842285,4.199924468994141,0.5640925168991089,0.6,0.6,What is Punjab's biggest festival?
48, 1971,1971,0.0008494853973388,1.0792641639709473,1.0,1.0,1.0,In what year was the Taragaon Museum built?
49, The East of England.,the East of England,0.0008425712585449,1.6001417636871338,0.978477954864502,1.0,1.0,What territory did RIBA's Cambridge branch office cover?
50, Guru Nanak,Guru Nanak,0.0008409023284912,1.078413486480713,1.0,1.0,1.0,Who was the first Sikh Guru?
51, Filippo Tommaso Marinetti.,Filippo Tommaso Marinetti,0.0008378028869628,2.383662462234497,0.989513635635376,1.0,1.0,The ideas of which Cubo Futurist influenced the avant-garde in architecture?
52, Heat from a building's heating system is more cost-effective.,heat from the heating system,0.0008466243743896,3.423219680786133,0.6309818625450134,0.5000000000000001,0.5000000000000001,"What is more cost-effective, heat from incandescent bulbs or heat from a building's heating system?"
53, Moses,Moses,0.000842809677124,0.5619325637817383,0.9999999403953552,1.0,1.0,Who is depicted in Saint Catherine's Monastery on a mosaic landscape background? 
54, Somerset Coalfield,The Somerset Coalfield is part of a larger coalfield which stretches into Gloucestershire,0.0008385181427001,1.0792014598846436,0.7975793480873108,0.2666666666666667,0.2666666666666667,What is the name of the coal field 
55," The French Invader creates ""Rubikcubism"" styled mosaics by using a style he refers to as ""Rubikcubism"", which involves using a kind of dual layer mosaic via grids of scrambled Rubik's Cubes.",grids of scrambled Rubik's Cubes,0.0008764266967773,13.34311294555664,0.5085574984550476,0.3157894736842105,0.3157894736842105,"How does the French Invader create ""Rubikcubism"" styled mosaics?"
56," C&J Clark's shoes left the area due to the transfer of work to lower-wage areas, such as China and Asia.","the work was transferred to lower-wage areas, such as China and Asia",0.0008563995361328,7.075162172317505,0.5547130107879639,0.6666666666666667,0.6111111111111112,Why did Cj clark shoes leave the area 
57, 5,five,0.000840425491333,0.8208713531494141,0.9229784607887268,0.0,0.0,How many sectors make up the Kathmandu metropolitan area?
58, Somerset,"on the clay substrate, are broad valleys which support dairy farming and drain into the Somerset Levels.",0.0008423328399658,0.5588011741638184,0.4415092170238495,0.1111111111111111,0.1111111111111111,What area support dairy farming 
59, Fermentation.,fermentation,0.0008356571197509,1.0814218521118164,0.9433563947677612,1.0,1.0,What brewing process naturally carbonates beer?
60, 10 °C (50 °F),below 15.5 °C,0.0008337497711181,2.6465272903442383,0.7437220811843872,0.25,0.25,At what cool temperature is a beers flavor reduced?
61, Gareth Hoskins Architects,Gareth Hoskins Architects,0.0008435249328613,1.3452575206756592,1.0000001192092896,1.0,1.0,Who designed rooms 128 and 128a at the V&A Museum?
62," Laws are written by governments to ban incandescent light bulbs by setting minimum efficacy standards that cannot be met by incandescent lamps, making them obsolete.",by setting minimum efficacy standards higher than can be achieved by incandescent lamps,0.0008435249328613,8.383395433425903,0.7179071307182312,0.4736842105263157,0.4736842105263157,How are laws written that bring about a ban of incandescent light bulbs?
63, 91.379.615,91.379.615,0.0008418560028076,1.8585729598999023,1.0,1.0,1.0,What is Punjab's population?
64, Roger II of Sicily,Georgios of Antiochia,0.0008380413055419,1.60044527053833,0.3743383288383484,0.2857142857142857,0.2857142857142857,Who was the founder of the Martorana church?
65," The three tiers of school in Somerset are: 
1. First schools (ages 4-7)
2. Middle schools (ages 8-11)
3. Upper schools (ages 11-16)","a three-tier system of first, middle and upper schools in the Cheddar Valley, and in West Somerset",0.0008516311645507,11.495287656784058,0.7306231260299683,0.4545454545454546,0.3181818181818182,What are the 3 tiers of school 
66, 110,110,0.0008544921875,0.820288896560669,1.0,1.0,1.0,How many catholic schools are in Paris?
67, Punjab provides the largest pool of professionals and highly skilled (technically trained) manpower in Pakistan.,largest pool of professionals and highly skilled (technically trained) manpower in Pakistan,0.000831127166748,5.238077163696289,0.9185349941253662,0.888888888888889,0.888888888888889,What manpower does Punjab provide?
68, 1040,1040,0.0008418560028076,1.084127426147461,1.0,1.0,1.0,What year was The Benedictine Weihenstephan Brewery first licensed as a brewery?
69," Lisbon, Portugal, and other cities in the Lusosphere.",streets,0.0008449554443359,3.6797475814819336,0.2884201109409332,0.0,0.0,What other cityscape is done with Portuguese pavement?
70," The kantharos vase and vine refer to the eucharist, the symbol of the sacrifice of Christ leading to salvation.",the eucharist,0.0008466243743896,7.062737226486206,0.59312903881073,0.1904761904761905,0.1904761904761905,What do the katharos vase and vine refer to?
71, Architects.,Architects,0.0008444786071777,0.8249545097351074,0.9691050052642822,1.0,1.0,"In terms of profession, what were people like Philip Hardwick, William Adams Nicholson and Thomas de Grey?"
72, Bridgwater Bay,"Bridgwater Bay, and is a National Nature Reserve",0.0008447170257568,1.3397657871246338,0.7814265489578247,0.4,0.4,what is the name of the natural reserve area 
73, The Somerset Rural Life Museum in Glastonbury.,the Somerset Rural Life Museum in Glastonbury,0.0008485317230224,3.1609416007995605,0.9919539093971252,1.0,1.0,What is the name of the museum in Glastonbury 
74, 130,130,0.0008668899536132,0.819342851638794,1.0000001192092896,1.0,1.0,How many seats does the Pregones' new theater have?
75, 1904,1904,0.0008420944213867,1.083573341369629,1.0000001192092896,1.0,1.0,When did a British expedition to Tibet invade the country?
76," They had a negative temperature coefficient of resistance, making them sensitive to fluctuations in the power supply.","as they got hotter, their electrical resistance decreased",0.0008418560028076,5.239892721176148,0.6350312232971191,0.1599999999999999,0.1599999999999999,What was the primary problem with early carbon filaments?
77, Hard water.,hard water,0.0008406639099121,1.081284761428833,0.9611092805862428,1.0,1.0,"What type of water is good for making stout beer, like Guinness?"
78, Alvismál,Alvíssmál,0.000833511352539,1.3511216640472412,0.8605251312255859,0.4,0.4,"What 12th century poet once wrote ""Ale it is called among men, but among the gods, beer.""?"
79, 144 ohms,144 ohms,0.0008406639099121,1.3434677124023438,1.0,1.0,1.0,What is the resistance of a typical lit 100-watt incandescent bulb?
80, 89%,89%,0.0008406639099121,1.080681085586548,1.0000001192092896,1.0,1.0,What minimum percent of each Punjab district speaks Punjabi natively?
81, Yeast.,yeast,0.0008497238159179,1.0794799327850342,0.9573681354522704,1.0,1.0,What ingredient is filtered out of most beers when it is packaged in bottles and cans?
82, The 12th century.,in the 12th century,0.0008354187011718,1.8595123291015625,0.9585852026939392,0.8571428571428571,0.8571428571428571,The more humanistic conception of Christ appeared when?
83, Soft water.,soft water,0.0008423328399658,1.079082489013672,0.957123875617981,1.0,1.0,What type of water is best for making pale lager?
84, The Jewish people got influenced by the Byzantine Empire.,Byzantine,0.0008432865142822,3.160040140151977,0.595800518989563,0.1999999999999999,0.1999999999999999,The mosaics in the Great Mosque in Corduba have what kind of style?
85," Gujranwala, Toba Tek Singh, Faisalabad, Sialkot, Bahawalnagar and communities across Khanewal District.","Fesco, Gepco and Mepco",0.0008399486541748,8.638463735580444,0.1110148280858993,0.125,0.125,Which energy companies' offices were attacked by rioters?
86, Constantine Monomachos,Constantine Monomachos,0.0008621215820312,1.8642492294311523,0.9999998807907104,1.0,1.0,Who sent the Byzantine craftsmen that built Yaroslav's cathedral?
87, 787–797,787–797,0.0008714199066162,1.345423936843872,1.0,1.0,1.0,When did the Iconodules  change the cross in the Hagia Sophia?
88, 2013,11 May 2013,0.0008547306060791,1.0774483680725098,0.6563265919685364,0.5,0.5,When was Sharif re-elected CM?
89," Some other attractions in Somerset include the Glastonbury Festival, the West Somerset Railway, the Fleet Air Arm Museum, and the Cheddar Gorge.","Claverton Pumping Station, Dunster Working Watermill, the Fleet Air Arm Museum at Yeovilton, Nunney Castle, The Helicopter Museum in Weston-super-Mare",0.0008385181427001,8.355661869049072,0.5016632080078125,0.3181818181818182,0.2727272727272727,What are some other attractions 
90," The flaw in the color of light produced by an incandescent bulb is that it does not match the sensitivity characteristics of the human eye, resulting in a non-white light.","the light emitted does not appear white,",0.0008411407470703,9.410316705703735,0.591738224029541,0.2631578947368421,0.2631578947368421,What is the flaw in the color of light produced by an incandescent bulb?
91, 22.8 inches (580 mm),22.8 inches,0.0008468627929687,2.643681287765503,0.8265101909637451,0.7499999999999999,0.7499999999999999,How long is a typical uncoiled tungsten filament for a 60-watt bulb?
92, The legitimate interests of the profession were best served by the architectural associations in which some 80% of those practising architecture were to be found.,architectural associations,0.0008442401885986,7.843804836273193,0.6681607961654663,0.1481481481481481,0.1481481481481481,Who did Barnes believe was best able to advance the interests of architects?
93, Barley malt.,barley malt,0.0008447170257568,1.3402576446533203,0.9777106046676636,1.0,1.0,What is the main source of starch and most beer?
94, Santa Pudenziana,Santa Pudenziana,0.0008423328399658,1.6033782958984375,1.0,1.0,1.0,What Christian church besides the Santa Costanza was built in the 4th century?
95, The letters represent the shape of the bulb.,the shape of the bulb,0.0008547306060791,2.6404945850372314,0.8186033368110657,0.7692307692307693,0.7692307692307693,What do the letters identify in a bulb shape designation?
96, The original Charter of 1837.,The original Charter of 1837,0.000845193862915,2.384896278381348,0.9882237315177916,1.0,1.0,What document set forth the goals of the Royal Institute?
97, 1743,1743,0.0008454322814941,1.081632375717163,0.9999999403953552,1.0,1.0,What year did Pietro Paolo Cristofari die?
98, Architectural design.,public realm artworks,0.0008730888366699,1.3421599864959717,0.2922877669334411,0.0,0.0,What kind of artistic production can be supported by design competitions?
99, Woman Walking,Woman Walking,0.0008473396301269,0.8263199329376221,1.0000001192092896,1.0,1.0,Which  Alexander Archipenko piece was similar to other Cubist scupltures of that time?
100, 20-22 hours,20–22 hours a day,0.0008494853973388,1.6031806468963623,0.7728087902069092,0.7499999999999999,0.7499999999999999,How long were cities without electricity in June 2012?
101, 2.5 square meters (26 square feet),2.5 square meters,0.0008442401885986,3.167294979095459,0.8354793787002563,0.7272727272727273,0.7272727272727273,How much habitat is damaged from just one sixpack of microbrew?
102, The oldest scenes in St. Mark's mosaics were executed by Greek masters in the late 11th century.,the late 11th century,0.0008401870727539,6.548755407333374,0.4857939779758453,0.3636363636363636,0.3636363636363636,When were the oldest scenes in St. Mark's mosaics completed?
103, 1892,1892,0.0008430480957031,1.079326629638672,1.0000001192092896,1.0,1.0,In what year was the Great Fire?
104, Yeast.,yeast,0.0008375644683837,1.0764448642730713,0.9573681354522704,1.0,1.0,What ingredient is filtered out of most beers when it is packaged in bottles and cans?
105, Yeast,yeast,0.0008399486541748,0.819281816482544,1.0000001192092896,1.0,1.0,What ingredient is filtered out of most beers when it is packaged in bottles and cans?
106, 1 in × 1 in (25 mm × 25 mm),1 in × 1 in,0.0008440017700195,4.190553665161133,0.6374673247337341,0.6666666666666666,0.6666666666666666,What is the typical size of a ceramic mosaic tile?
107, To protect Bristol and other towns from bombers by mimicking their geometry and simulating activities to distract bombers.,"decoy towns were constructed in Somerset in World War II to protect Bristol and other towns, at night",0.0008409023284912,5.745866060256958,0.4199618697166443,0.3333333333333333,0.3333333333333333,Why were decoy towns used in WW2
108, 9 Conduit Street.,9 Conduit Street,0.0008585453033447,1.8558452129364011,0.9856371283531188,1.0,1.0,What was the RIBA Library's first address?
109, North Somerset and Bath & North East Somerset.,"North Somerset, and Bath & North East Somerset",0.0008449554443359,2.636913061141968,0.9763851165771484,1.0,1.0,What 2 Unitary authorities were established in april 1996 
110," Pierre Reverdy, Maurice Raynal, and Daniel-Henry Kahnweiler.","Gris, Léger and Gleizes",0.0008478164672851,4.729936838150024,0.3528358936309814,0.1538461538461538,0.1538461538461538,Name the three artists who were in part resonsible for the reemergence of Cubism between 1917 and 1924.
111, Head of a Woman (Fernande),Head of a Woman,0.0008411407470703,2.6362829208374023,0.752649188041687,0.888888888888889,0.888888888888889,What was the name of the 1909 Cubist sculpture Picassos created?
112, The wattage of an incandescent bulb is determined by the resistance of the filament.,the resistance of the filament,0.0008420944213867,4.97152590751648,0.5772020816802979,0.5263157894736842,0.5263157894736842,What principally determines the wattage of an incandescent bulb?
113, designs or canvases from famous artists.,designs or canvases,0.0008435249328613,2.3811733722686768,0.761960506439209,0.6666666666666666,0.6666666666666666,The mosaics of St.Peter's are often based on what?
114, 2007,2007,0.0008416175842285,1.0836999416351318,1.0000001192092896,1.0,1.0,When was 'The Grand Concourse' published?
115, An opera house.,an opera house,0.0008413791656494,1.338477373123169,0.9819216728210448,1.0,1.0,Where did the Texas bulb begin its life?
116, Woman's Head,The first true Cubist sculpture,0.0008502006530761,1.0801796913146973,0.1202264353632927,0.0,0.0,What Douglas Cooper call Picasso's 1909 Cubist sculpture?
117, The largest mosaic in Italy is the Monreale mosaics in the Cathedral of Monreale in Sicily.,The Monreale mosaics,0.0008389949798583,6.542590379714966,0.6330481171607971,0.3157894736842105,0.3157894736842105,What is the name of the largest mosaics in Italy?
118, A landslide that occurred in the 12th century.,a landslide,0.0008432865142822,3.168468475341797,0.6304372549057007,0.4,0.4,What caused the mosaics at the villa rustica to be protected for centuries? 
119, Deer or stags symbolized the faithful aspiring to Christ.,the faithful aspiring to Christ,0.0008418560028076,3.427314758300781,0.4995492398738861,0.7142857142857143,0.7142857142857143,What did deers or stags represent in Christian Symbolism?
120, Alcohol.,alcohol,0.0008423328399658,0.8197715282440186,0.9097024202346802,1.0,1.0,What beverage did the Libyan government ban?
121, 133 billion,More than 133 billion,0.0008575916290283,1.0817952156066897,0.9279364347457886,0.6666666666666666,0.6666666666666666,How many liters of beer are bought and sold every year?
122, A stem or glass mount anchored to the bulb's base allows the electrical contacts to run through the envelope without air or gas leaks.,a stem or glass mount anchored to the bulb's base,0.0008401870727539,7.074158430099487,0.8500444889068604,0.6111111111111112,0.6111111111111112,What prevents air or gas leaks from a light bulb?
123, Romania,Hungary,0.0008478164672851,0.5609645843505859,0.6836843490600586,0.0,0.0,In what kingdom was the Bizere Monastery located?
124, Classical tradition,Classical,0.0008420944213867,0.821483850479126,0.7088228464126587,0.6666666666666666,0.6666666666666666,Vine Scroll motifs are classified under what kind of tradition?
125, Siemens,Siemens,0.0008330345153808,0.5596282482147217,1.0000001192092896,1.0,1.0,What company invented the tantalum light filament?
126," The House of the Black Madonna in Prague, built in 1912 by Josef Gočár, is considered one of the best-known Cubist architecture buildings.",House of the Black Madonna,0.0008494853973388,8.638984680175781,0.5157281160354614,0.3333333333333333,0.3333333333333333,What is the best known Cubist architecture building? 
127, The Byzantine Emperor sent a master mosaicist to Spain to supervise the decoration of the Great Mosque in Corduba.,the Byzantine Emperor,0.0008473396301269,6.291074275970459,0.5095493793487549,0.2727272727272727,0.2727272727272727,Who sent the master mosaicist to Spain?
128, Nankana Sahib,Nankana Sahib,0.0008430480957031,1.6009726524353027,1.0,1.0,1.0,Where was Nanak born?
129, Devon and Somerset Fire and Rescue Service,The Devon and Somerset Fire and Rescue Service was formed in 2007 upon the merger of the Somerset Fire and Rescue Service with its neighbouring Devon service,0.000840425491333,2.123787403106689,0.8099128007888794,0.4117647058823529,0.4117647058823529,What fire / rescue squad was formed in 2007 
130, Defence equipment and technology.,defence equipment and technology.,0.0008435249328613,1.6017258167266846,1.000000238418579,1.0,1.0,What is Somerset an important supplier of 
131, 371,371,0.000842809677124,0.8201966285705566,1.0,1.0,1.0,How many seats are in the Provincial Assembly?
132, Cambridge,Cambridge,0.0008332729339599,0.5612213611602783,1.0000001192092896,1.0,1.0,With what university is J.M.E. McTaggart affiliated?
133," Pilton, near Shepton Mallet.","takes place most years in Pilton, near Shepton Mallet",0.0008418560028076,2.6442315578460693,0.8079827427864075,0.6153846153846153,0.6153846153846153,Where does the Glastonbury Music festival take place 
134, Quality.,quality,0.0008406639099121,0.8206155300140381,0.9166614413261414,1.0,1.0,What were cans originally believed to maintain in beer?
135, Folk music,folk,0.0008521080017089,0.820514440536499,0.7846746444702148,0.6666666666666666,0.6666666666666666,What genre of music is played at urs?
136, Alba Regia,Alba Regia,0.0008435249328613,1.3433892726898191,1.0000001192092896,1.0,1.0,What is the Royal Basilica of the Hungarian kings also known as?
137, 1966,"The University of Bath gained its Royal Charter in 1966, although its origins go back to the Bristol Trade School",0.0008389949798583,1.0813586711883545,0.1457286775112152,0.0952380952380952,0.0952380952380952,When did the university of Bath gain royal charter 
138, The Encyclopædia Britannica.,Encyclopædia Britannica,0.0008559226989746,2.64596962928772,0.9651424884796144,0.8571428571428571,0.8571428571428571,What major compendium did Budden help write an article for?
139, Bethany,Bethany,0.0008459091186523,0.822230339050293,1.0,1.0,1.0,Where would the Byzantine church of the Lazarium be located today?
140, The Mendip Hills,the Mendip Hills are moderately high limestone hills,0.0008347034454345,1.342216968536377,0.7705255150794983,0.5454545454545454,0.5454545454545454,What area lies in the northeastern part of Somerset levels 
141, Geometric patterns.,geometric,0.0008385181427001,1.3413634300231934,0.6646536588668823,0.6666666666666666,0.6666666666666666,What is the most common pattern for Portuguese pavement?
142, Calligraphic inscriptions from the Quran.,Calligraphic inscriptions from the Quran,0.0008313655853271,2.644970417022705,0.991122543811798,1.0,1.0,What kind of inscriptions decorate Punjab's burial places?
143, The Architecture Exhibition Space.,Architecture Exhibition Space,0.0008323192596435,1.6056528091430664,0.9743694067001344,0.8571428571428571,0.8571428571428571,What is found at Room 128a of the Victoria & Albert Museum?
144, Sicily,Sicily,0.0008363723754882,0.826956033706665,1.0,1.0,1.0,What did the Allies invade after they conquered North Africa?
145, Architects Registration Board,Architects Registration Board,0.0008938312530517,1.0845613479614258,1.0,1.0,1.0,What does ARB stand for?
146, 1872,1872,0.0008440017700195,1.081333875656128,1.0000001192092896,1.0,1.0,How long has the FA Cup been contested?
147, 1834,1837,0.0008487701416015,1.0799860954284668,0.6991536021232605,0.0,0.0,When did the University of Michigan leave Detroit?
148, 5%,a 5% reduction in operating voltage,0.0008516311645507,1.0859928131103516,0.4209872186183929,0.2857142857142857,0.2857142857142857,What level of voltage reduction is required to double the life of an incandescent bulb?
149, Bayonet base,Bayonet base lamps,0.0008482933044433,1.0811402797698977,0.6858136653900146,0.8,0.8,What is the typical base type for automotive lamps?
150, Minimum space standards in newly built British houses.,minimum space standards,0.0008380413055419,2.6462323665618896,0.699317455291748,0.5454545454545454,0.5454545454545454,What did the Royal Institute support in order to keep up with housing in mainland Europe?
151, A high resistance that made power distribution from a centralized source economically viable.,high resistance,0.0008506774902343,3.946369647979736,0.532156229019165,0.2666666666666667,0.2666666666666667,What made power distribution economically viable in Edison's lamp?
152, It indicates that the contact is designed to control circuits with high inrush current characteristic of tungsten lamps.,they are designed to control circuits with the high inrush current characteristic of tungsten lamps,0.0008401870727539,5.7707109451293945,0.7689751982688904,0.7878787878787877,0.7272727272727272,"What does a ""T"" rating symbol on an electrical contact mean?"
153, The Bath Literature Festival.,The annual Bath Literature Festival is one of several local festivals in the county,0.0008509159088134,1.6016266345977783,0.7901597619056702,0.4444444444444445,0.4444444444444445,who holds a literature festival each summer 
154," The whole interior of St Mark's Basilica in Venice is clad with elaborate, golden mosaics.",façades were also decorated,0.0008463859558105,5.768402099609375,0.2873154580593109,0.0,0.0,What was special about St Mark's Basilica in Venice?
155, Calçada Portuguesa,Calçada Portuguesa,0.0008349418640136,1.8626739978790283,1.0000001192092896,1.0,1.0,Portuguese pavement is known by what other name?
156," The paucity of surviving mosaics from the Komnenian period is due to accidents of survival, giving a misleading impression.",accidents of survival,0.0008399486541748,7.337611436843872,0.3073024153709411,0.2727272727272727,0.2727272727272727,Why are there so few surviving mosaics from the Komnenian period?
157," The Abbot of Monte Cassino, Desiderius.",The Abbot of Monte Cassino,0.0008440017700195,3.426732063293457,0.893121063709259,0.9090909090909092,0.9090909090909092,Who hired Byzantine experts to decorate a rebuilt abbey church?
158, La Femme au Cheval (Woman with a horse),La Femme au Cheval (Woman with a horse) 1911-1912,0.0008418560028076,3.17620062828064,0.8422080278396606,0.888888888888889,0.888888888888889,What were one of  Metzingers two showings in 1912's Salon des Independants? 
159, King David IV,king David IV,0.0008416175842285,1.0811767578125,1.0,1.0,1.0,Who started construction on the Gelati Monastery?
