idx,generated_response,ground_truth,reset_cache_time,generate_time,bert_score,rouge1_score,rougeL_score,question
97, Inflating prices.,secured the best shelters via underhanded methods,0.000500202178955,1.2346982955932615,0.1189447343349456,0.0,0.0,What was one the rumors that Jews were doing in regard to shelters?
98, 1939,1939,0.0004963874816894,0.8328611850738525,1.0,1.0,1.0,When did World War II start?
99, Kesselring,Kesselring,0.0005033016204833,0.8323962688446045,1.0000001192092896,1.0,1.0,Who was in command of the Luftflotte 2?
100, Canteen trains.,canteen,0.0004947185516357,1.2333216667175293,0.7803215980529785,0.6666666666666666,0.6666666666666666,What kind of trains provided food in the shelters?
101," Tulsa, Oklahoma.",Tulsa,0.0005042552947998,1.032325029373169,0.8989272117614746,0.6666666666666666,0.6666666666666666,Where is the furthest-inland oceangoing port in the US?
102, Ridge Bond,Ridge Bond,0.0004956722259521,0.6321468353271484,1.0,1.0,1.0,Who starred in the Broadway production of 'Oklahoma!'?
103," 18,291 short tons (16,593 t)","9,000",0.0004894733428955,2.637714385986328,0.1994383186101913,0.0,0.0,How many bombs had been dropped?
104, The Knickebein aid.,Knickebein,0.0005087852478027,1.8373866081237795,0.7766302227973938,0.5,0.5,In 1940 a German prisoner overheard boasting that the British would never find what system?
105, a major headache to the development community.,a major headache,0.0005049705505371,1.837785482406616,0.5247141718864441,0.6,0.6,"What did Thornton compare the scientific and legal advances to, from the viewpoint of the development community?"
106, Four,Four,0.0005042552947998,0.4305682182312011,1.0,1.0,1.0,How many days after the attack on Pearl Harbor did Germany wait to declare war on the United States?
107, The Ozark Plateau.,Ozark Plateau,0.0004942417144775,1.4325311183929443,0.9601967334747314,0.8,0.8,What plateau is Oklahoma near?
108, Inside homes.,inside homes,0.0005033016204833,0.8314356803894043,0.9716264009475708,1.0,1.0,Where could the Morrison shelters be used?
109, 28,twenty-eight,0.0005009174346923,0.6335372924804688,0.5580374002456665,0.0,0.0,"As of September 2012, how many species had been delisted due to recovery?"
110, 2015,2015,0.0005006790161132,0.831812858581543,1.0,1.0,1.0,What year did Greece fall back into recession?
111, The falling shell fragments.,falling shell fragments,0.0005102157592773,1.235107421875,0.8896375298500061,0.8571428571428571,0.8571428571428571,What is believed to have caused many civilian casualties from anti-aircraft guns?
112, Emotion,gender,0.0005021095275878,0.6342222690582275,0.3674278557300567,0.0,0.0,What do polytheistic religions assign to their gods?
113, Liverpool.,Liverpool,0.0004940032958984,0.6322996616363525,0.959426999092102,1.0,1.0,Which team received special dispensation from the UEFA in 2005 so they could enter the Champions League?
114, 6.9%,6.9 percent,0.000511884689331,1.2360336780548096,0.969868779182434,0.8,0.8,How much did Oklahoma's population decline from 1930 to 1950?
115," The primary goal of Bomber Command's offensives was to destroy the German industrial base (economic warfare), and in doing so reduce morale.","to destroy the German industrial base (economic warfare), and in doing so reduce morale",0.0004937648773193,6.050793886184692,0.7628580927848816,0.7567567567567568,0.7567567567567568,What was the primary strategy for Bomber Command offensives?
116, 80%,80% or more,0.0004985332489013,0.8171615600585938,0.858085036277771,0.5,0.5,What percent of Cherokee people are desired to be fluent in Cherokee?
117, President Richard Nixon.,the 93rd United States Congress,0.0005075931549072,1.0149903297424316,0.3463101685047149,0.0,0.0,What Congress called for the drafting of the Endangered Species Act of 1973?
118, The Kriegsmarine.,the Kriegsmarine,0.0005040168762207,1.407930612564087,0.98616224527359,1.0,1.0,Who did Goring refuse to work with in 1940 and 1941?
119, About one tornado per hour.,one tornado per hour,0.0004982948303222,1.406486988067627,0.9259800910949708,0.888888888888889,0.888888888888889,How fast did the 1912 tornado outbreak make tornadoes?
120, The James–Lange theory.,the James–Lange theory,0.0004997253417968,1.602741003036499,0.9895882606506348,1.0,1.0,What was the name of the theory that Lange and James developed independently?
121, Increased heart rate.,changes in pulse rate,0.0004956722259521,1.0138089656829834,0.5341029167175293,0.2857142857142857,0.2857142857142857,"Aside from increased perspiration, what is a physiological change related to emotions?"
122, Oklahoma City,Oklahoma City,0.0004873275756835,0.6176300048828125,0.9999999403953552,1.0,1.0,What is Oklahoma's largest city?
123, independent strategic air offensives.,independent strategic air offensives,0.0004947185516357,1.601978778839111,0.9907374382019044,1.0,1.0,What did the Air Academies not focus on?
124, English Channel,English,0.000504732131958,0.6224203109741211,0.5856323838233948,0.6666666666666666,0.6666666666666666,What secondary language do educated people in Kathmandu speak?
125, Passive sensors.,passive sensors,0.0004897117614746,0.817927360534668,0.9502034783363342,1.0,1.0,"In affective computing, what devices are used to collect data about the physical state of a user?"
126, Appraisal processes,appraisal,0.0005013942718505,0.8153696060180664,0.8535367250442505,0.6666666666666666,0.6666666666666666,What processes drive the other components processing model processes?
127, British morale did not break.,"Targeting German morale, as Bomber Command would do, was no more successful.",0.0004968643188476,1.4054076671600342,0.5442825555801392,0.1176470588235294,0.1176470588235294,What was the critical lesson Air Staff ignored?
128, Gahnawiyoˀgeh,Gahnawiyoˀgeh,0.0005028247833251,1.601589918136597,1.0000001192092896,1.0,1.0,What is the Cayuga name for Oklahoma?
129, Daniel J.,Howard M. Weiss,0.0005004405975341,0.8174521923065186,0.3770871758460998,0.0,0.0,"Who did Beal write ""Reflections on Affective Events Theory"" with?"
130, Wales,Wales,0.0005106925964355,0.4217143058776855,1.0,1.0,1.0,"Where did 150,000 migrate during the Munich crisis?"
131, Affective states,affective states,0.0005018711090087,0.8178904056549072,1.0,1.0,1.0,"What category is defined to contain pleasure, pain, motivation, moods and dispositions?"
132, 300,300,0.000500202178955,0.6181895732879639,1.0,1.0,1.0,Kathmandu valley is home to about how many Baha'i?
133, 50 million,50 million,0.0004935264587402,0.8151412010192871,1.0,1.0,1.0,How many gas mask were issued before the war?
134, Scheff,Scheff,0.0004949569702148,0.6174752712249756,1.0,1.0,1.0,Who developed the social bond theory?
135, Fear,fear,0.0005035400390625,0.4243624210357666,1.0,1.0,1.0,What emotion do political campaigns appeal to in regard to terrorism?
136, Dr. Russell E. Train.,Dr. Russell E. Train,0.0004878044128417,1.6038827896118164,0.9881362318992616,1.0,1.0,Who led the team of lawyers and scientists who crafted the Endangered Species Act of 1973?
137," Blanchard, Elgin, Jenks, Piedmont, Bixby, and Owasso.",south Wales and Gloucester,0.0004925727844238,4.18669581413269,0.3125766217708587,0.1818181818181818,0.1818181818181818,What locations saw an increase in populations?
138, An Arctic cold front.,an Arctic cold front,0.0004992485046386,1.236527442932129,0.9875001311302184,1.0,1.0,"What caused Oklahoma's temperature to plummet 66 degrees on Nov 11, 1911?"
139, Passions.,passions,0.0005023479461669,0.8314511775970459,0.9689327478408812,1.0,1.0,What did the Aristotelians call emotions?
140, Waning.,waning,0.0004973411560058,0.8326961994171143,0.9353664517402648,1.0,1.0,Lord Beaverbrook and Churchill's support of Dowding was what?
141, The Ozark and Ouachita Mountains.,the Ozark and Ouachita Mountains,0.0005054473876953,2.03739070892334,0.9806225299835204,1.0,1.0,Which of Oklahoma's mountain ranges are in the US Interior Highlands?
142, dropping their bombs,dropping their bombs,0.0004971027374267,0.8397171497344971,0.9999999403953552,1.0,1.0,The Germans flew along one beam until they picked up the second beam the sound telling them when to start doing what?
143, Will Rogers World Airport in Oklahoma City.,Will Rogers World Airport,0.0004918575286865,1.835440158843994,0.8624793887138367,0.7272727272727273,0.7272727272727273,What is the largest commercial airport in Oklahoma?
144, The Luftwaffe did not believe that air power alone could be decisive.,Luftwaffe,0.0004966259002685,3.239300012588501,0.5270751714706421,0.1538461538461538,0.1538461538461538,Who believe air power alone would not be decisive?
145," $500,000","$500,000",0.0004982948303222,1.0398008823394775,1.0000001192092896,1.0,1.0,Costs over what balance lead to the Secretary of the Treasury depositing money into the cooperative endangered species conservation fund?
146, 2,Oklahoma,0.0004980564117431,0.632042407989502,0.1877294778823852,0.0,0.0,Where do the Lenape reside today?
147, 2.1 to 2.2 miles,2.1 to 2.2 miles,0.0004918575286865,2.238208293914795,1.0,1.0,1.0,How far out of alignment is Oklahoma's western edge from Texas's border?
148, The semi-arid zone in Oklahoma begins in the high plains of the Panhandle and other western areas from about Lawton westward.,Lawton,0.0005257129669189,5.6489903926849365,0.1436101198196411,0.0869565217391304,0.0869565217391304,Where in Oklahoma does the semi-arid zone begin?
149, 267 days,267 days,0.0005049705505371,0.8167991638183594,1.0,1.0,1.0,How many days did the aerial raids on Great Britain last?
150, Oklahoma ranks fifth in crude oil reserves.,fifth,0.000502586364746,1.7988300323486328,0.3075014352798462,0.25,0.25,Where is Paris ranked in the EU by largest municipality?
151, Joseph Stalin,Joseph Stalin,0.0005199909210205,0.6220426559448242,1.0000001192092896,1.0,1.0,What world leader died in March of 1953?
152, 50,50,0.0005009174346923,0.6208736896514893,1.0,1.0,1.0,How many temples are present in Kathmandu's Durbar Square?
153," November 16, 2007","November 16, 2007",0.000500202178955,1.6025886535644531,1.0000001192092896,1.0,1.0,When was the exact hundredth anniversary of Oklahoma's statehood?
154, Instrumental behavior.,instrumental behavior,0.0005052089691162,1.0174281597137451,0.9579885005950928,1.0,1.0,What emotional component did behaviorists identify emotion with?
155, Pride and shame.,pride and shame,0.0005030632019042,1.0111703872680664,0.9641338586807252,1.0,1.0,What emotions did Cooley regard as of paramount social importance?
156, Robert D. Thornton,Robert D.Thornton,0.0005016326904296,1.0199625492095947,1.0000001192092896,1.0,1.0,"Who wrote the article ""Searching for Consensus and Predictability: Habitat Conservation Planning under the Endangered Species Act of 1973."""
157, Fear,depression,0.0005021095275878,0.423206090927124,0.437563806772232,0.0,0.0,"After feeling guilty for helping make an atomic bomb, Feynman went through what mental disorder?"
158, Valence.,valence,0.0004901885986328,0.8176205158233643,0.9706794023513794,1.0,1.0,What is the term for the degree to which an emotional experience feels positive or negative?
159, The second consideration was the conclusion that British morale was unlikely to break.,the conclusion British morale was unlikely to break,0.000497817993164,2.9772393703460693,0.8651539087295532,0.761904761904762,0.761904761904762,What was the second consideration?
160, Oklahoma City,Oklahoma City,0.0004963874816894,0.6178083419799805,0.9999999403953552,1.0,1.0,What is Oklahoma's largest city?
161, 289 feet,289,0.0005056858062744,0.8157248497009277,0.6466929316520691,0.6666666666666666,0.6666666666666666,How many feet above sea level is Oklahoma's lowest point?
162, Kansas,Kansas,0.0005204677581787,0.420811653137207,1.0,1.0,1.0,Which state is north of Oklahoma?
163, Over 700 members.,700,0.0004940032958984,1.2080395221710205,0.5288986563682556,0.5,0.5,How many languages is the Watch Tower Society literature published in?
164, Phobias.,phobias,0.000497817993164,1.018625259399414,0.9447013139724731,1.0,1.0,"Along with infant and animal emotion, what did Scarantino and Griffiths believe the situated perspective could help to explain?"
