idx,generated_response,ground_truth,load_knowledge_time,generate_time,bert_score,rouge1_score,rougeL_score
28," System R worked on a prototype system loosely based on Codd's concepts, which led to the development of a multi-table system that allowed data to be split, reducing the need for large ""chunks"" of data to be stored together.",multi-table systems,0.04668879508972168,6.332085609436035,0.5236466526985168,0.13636363636363635,0.13636363636363635
29, Unaspirated consonants are left unmarked.,left unmarked,0.05099606513977051,3.7284162044525146,0.551619291305542,0.5714285714285715,0.5714285714285715
30, The other process used in pulping is the groundwood process.,groundwood pulp,0.05228233337402344,3.8914008140563965,0.748361349105835,0.33333333333333337,0.16666666666666669
31, Sound approximation techniques.,sound approximation techniques,0.1522665023803711,3.24782395362854,0.9900144338607788,1.0,1.0
32, 5%,5%,0.051033735275268555,3.1565191745758057,1.0,1.0,1.0
33, The conceptual view abstracts away details of how the data are stored or managed (internal level).,abstracts away details,0.053011178970336914,4.321143865585327,0.39643460512161255,0.3157894736842105,0.3157894736842105
34," Sonorants, such as vowels and nasals.",vowels and nasals,0.11378884315490723,3.7245867252349854,0.7708959579467773,0.6666666666666666,0.6666666666666666
35, System R,Information Management System (IMS),0.05854392051696777,3.0890700817108154,0.21137195825576782,0.3333333333333333,0.3333333333333333
36, Chainlines.,chainlines,0.08778905868530273,3.1677401065826416,0.9355942010879517,1.0,1.0
37, A database.,DBMSs,0.05565285682678223,3.1651718616485596,0.6073667407035828,0.0,0.0
38, unaspirated,unaspirated,0.049347877502441406,3.1639811992645264,1.0,1.0,1.0
39, The weight of a ream.,a ream,0.05325818061828613,3.463029384613037,0.7466499209403992,0.5714285714285715,0.5714285714285715
40, 16 billion.,16 billion,0.05462503433227539,3.2372097969055176,0.9836615324020386,1.0,1.0
41, Mycenaean Greek.,Mycenaean Greek,0.10917830467224121,3.379633665084839,0.9821157455444336,1.0,1.0
42, Cai Lun.,Cai Lun,0.06344032287597656,3.2342681884765625,0.986076295375824,1.0,1.0
43, Lignin.,lignin,0.12471342086791992,3.2382895946502686,0.9718020558357239,1.0,1.0
44," ""The Programmer as Navigator""",The Programmer as Navigator,0.05329704284667969,3.3775274753570557,0.9462195634841919,1.0,1.0
45, Weight.,length and width,0.058205604553222656,3.0854222774505615,0.23985601961612701,0.0,0.0
46, Data.,bits,0.05648398399353027,3.0939712524414062,0.3617554306983948,0.0,0.0
47, Logs.,debarked logs,0.05596566200256348,3.093761444091797,0.6489847898483276,0.6666666666666666,0.6666666666666666
48," In some languages, such as Eastern Armenian, aspiration is contrastive even in word-final position, and aspirated consonants occur in consonant clusters. In Wahgi, consonants are aspirated only in final position.",Wahgi,0.08710145950317383,6.138581037521362,0.3220345973968506,0.0625,0.0625
49, ⟨p t k⟩,⟨p t k⟩,0.047753334045410156,3.2984049320220947,1.0,1.0,1.0
50, MySQL,an email system,0.1154489517211914,3.012075424194336,0.3412229120731354,0.0,0.0
51, A good understanding of the application domain and the ability to ask deep questions about the things of interest to an organization.,the application domain,0.1167757511138916,4.650216817855835,0.5948949456214905,0.24000000000000002,0.24000000000000002
52, Air and/or heat.,air,0.05784893035888672,3.3063669204711914,0.6531648635864258,0.4,0.4
53, The density.,density,0.06135296821594238,3.1756515502929688,0.915972113609314,0.6666666666666666,0.6666666666666666
54, The Library of Congress sponsored the tests.,Library of Congress,0.050775766372680664,3.5347471237182617,0.5648707747459412,0.6,0.6
55," No, it was unsuccessful.",efforts were generally unsuccessful,0.04513072967529297,3.380249261856079,0.552744448184967,0.25,0.25
56, by placing the aspiration modifier letter before the consonant symbol: ⟨ʰp⟩ represents the preaspirated bilabial stop.,placing the aspiration modifier letter before the consonant symbol,0.06789422035217285,4.977027177810669,0.6279667615890503,0.72,0.72
57, Place of articulation.,place of articulation,0.13980555534362793,3.3033854961395264,0.9734596610069275,1.0,1.0
58, CAP theorem.,the CAP theorem,0.10843324661254883,3.2032527923583984,0.9810227155685425,0.8,0.8
59, By pressing the sheet.,Pressing,0.11735129356384277,3.3067214488983154,0.40947073698043823,0.4,0.4
60, 1979,1973,0.07930397987365723,3.166032552719116,0.6958361268043518,0.0,0.0
61, Navajo.,Navajo,0.11988377571105957,3.163712501525879,0.9691097736358643,1.0,1.0
62, compound words.,compound words,0.10294270515441895,3.160520553588867,0.9434330463409424,1.0,1.0
63, Pinyin.,pinyin,0.07754850387573242,3.1863744258880615,0.9336914420127869,1.0,1.0
64, Physical database design.,"performance, scalability, recovery, security",0.11688470840454102,3.24438214302063,0.4890671968460083,0.0,0.0
65," Yes, database transactions have well-defined boundaries.",Each transaction has well defined boundaries,0.05695033073425293,3.590888023376465,0.7382296919822693,0.6153846153846153,0.6153846153846153
66, Calendering.,calendering,0.0562129020690918,3.242121458053589,0.9591610431671143,1.0,1.0
67," Static analysis can be useful with query languages through the abstract interpretation framework, allowing for sound approximation techniques and tuning of query language semantics according to suitable abstractions of the concrete domain of data.",software verification,0.057676076889038086,5.590258836746216,0.2125035524368286,0.0,0.0
68, Consonant clusters.,consonant clusters,0.05802130699157715,3.309340000152588,0.9807688593864441,1.0,1.0
69," The pulp papermaking process was developed in China during the early 2nd century AD, possibly as early as 105 AD.",2nd century AD,0.06690216064453125,4.8120927810668945,0.4066624939441681,0.2608695652173913,0.2608695652173913
70, Object-relational mappings (ORMs),object-relational mappings (ORMs),0.06232452392578125,3.514979362487793,1.000000238418579,1.0,1.0
71, The conceptual and external architectural levels of the database.,conceptual and external architectural levels,0.06321001052856445,3.661796808242798,0.7386027574539185,0.7142857142857143,0.7142857142857143
72, Medieval and Modern Greek.,Medieval and Modern Greek,0.13953375816345215,3.3021726608276367,0.9714529514312744,1.0,1.0
73, System R,System R,0.08969402313232422,3.0919644832611084,1.0,1.0,1.0
74, aspiration.,aspiration,0.08033394813537598,3.0998518466949463,0.9633735418319702,1.0,1.0
75," In a relational system, information is stored in tables, with each table representing a different type of entity, and data is linked between tables using keys.",normalized into a user table,0.05062580108642578,5.101720809936523,0.27106255292892456,0.12903225806451613,0.12903225806451613
76, INGRES,INGRES,0.04931187629699707,3.084172248840332,1.0000001192092896,1.0,1.0
77, Eugene Wong and Michael Stonebraker.,Eugene Wong and Michael Stonebraker,0.0540471076965332,3.53480863571167,0.9850866794586182,1.0,1.0
78, The 13th century.,13th,0.0485074520111084,3.3791394233703613,0.568101704120636,0.5,0.5
79, Paperfoam.,paperfoam,0.06422090530395508,3.23435378074646,0.9803333282470703,1.0,1.0
80," Adabas, Oracle, and DB2.","Adabas, Oracle and DB2",0.11042118072509766,3.683504343032837,0.8736719489097595,1.0,1.0
81, The aspiration modifier letter.,aspiration modifier,0.06285405158996582,3.3092007637023926,0.8226926922798157,0.6666666666666666,0.6666666666666666
82," Breathy voice is a type of phonation or vibration of the vocal folds, often associated with voiced consonants, characterized by a weak or slack vibration.",a type of phonation or vibration of the vocal folds,0.06844115257263184,5.174765586853027,0.7132089138031006,0.5714285714285715,0.5714285714285715
83, Thousands of human years.,thousands of human years,0.04662775993347168,3.2922797203063965,0.9780198335647583,1.0,1.0
84, They are simply not placed in the database.,not be placed in the database,0.0468137264251709,3.597609281539917,0.6217296719551086,0.7142857142857143,0.7142857142857143
85," A subset of a database that can be accessed by using a password is called a ""subschema"".",subschemas,0.04795241355895996,4.380480766296387,0.4450606107711792,0.1111111111111111,0.1111111111111111
86, Light and oxygen.,light and oxygen,0.12371134757995605,3.304198980331421,0.9246759414672852,1.0,1.0
87, Chainlines are commonly higher in density.,Laidlines,0.05289292335510254,3.5219802856445312,0.3648841381072998,0.0,0.0
88, Database Management System (DBMS),relational systems,0.055536508560180664,3.4551608562469482,0.42403358221054077,0.3333333333333333,0.3333333333333333
89, bagdatikos,bagdatikos,0.10390400886535645,3.2307236194610596,1.0000001192092896,1.0,1.0
90," No, each database backup is typically kept in a separate file.",dedicated backup files,0.07835936546325684,3.9046895503997803,0.5985393524169922,0.28571428571428575,0.28571428571428575
91, Relational model.,re-linking,0.11842823028564453,3.222181797027588,0.1612265557050705,0.0,0.0
92, Breath-voiced release.,breathy,0.04913687705993652,3.378554105758667,0.5295602679252625,0.0,0.0
93," By searching for a ""key"", a unique identifier that defines a particular record.",by content,0.04849529266357422,4.111119985580444,0.12426238507032394,0.13333333333333336,0.13333333333333336
94, One-to-many relationship.,one-to-many,0.07027721405029297,3.3181848526000977,0.817967414855957,0.8571428571428571,0.8571428571428571
95," Rag paper was superior to early paper made with alum because it was more stable and less prone to degradation due to the presence of acidic alum, which broke down the cellulose fibers over time.",more stable,0.10365056991577148,5.678013563156128,0.13163459300994873,0.1081081081081081,0.1081081081081081
96," Through a database management system (DBMS) that interacts with the user, other applications, and the database itself to capture and analyze data.","by a ""database management system"" (DBMS)",0.055583953857421875,4.9557976722717285,0.8473576307296753,0.35714285714285715,0.35714285714285715
97, Papyrus.,silk,0.11133646965026855,3.15010142326355,0.3904642164707184,0.0,0.0
98, Object-oriented programming.,object-oriented,0.10539960861206055,3.2380361557006836,0.9017022252082825,0.8,0.8
99," Wood, rags, or grasses.",wood,0.0577394962310791,3.587972640991211,0.5458260774612427,0.4,0.4
100, IMS is classified as a hierarchical database.,hierarchical database,0.05034804344177246,3.520336389541626,0.5973079204559326,0.4444444444444445,0.4444444444444445
101, Reels,reels,0.04506683349609375,3.091813564300537,1.0000001192092896,1.0,1.0
102, A level of indirection between internal and external views of the database.,a level of indirection between internal and external,0.0545659065246582,3.963869094848633,0.6514987945556641,0.8,0.8
103, The pith of the Cyperus papyrus plant.,the pith,0.1162712574005127,3.858732223510742,0.39792928099632263,0.4444444444444445,0.4444444444444445
104, rollers,rollers,0.04505801200866699,3.0145769119262695,1.0000001192092896,1.0,1.0
105, Storage properties and configuration settings.,storage properties and configuration setting,0.09078526496887207,3.3903558254241943,0.9120930433273315,1.0,1.0
106, Classical Attic.,Classical Attic,0.1079256534576416,3.238912582397461,0.9651171565055847,1.0,1.0
107, Slack or breathy voice.,slack or breathy,0.05314970016479492,3.39009428024292,0.8413609266281128,0.8571428571428571,0.8571428571428571
108, Database administrators interact with the DBMS through dedicated interfaces to build and maintain the applications' databases.,through dedicated interfaces,0.06911611557006836,4.3156983852386475,0.4592510163784027,0.3157894736842105,0.3157894736842105
109," The database engine, also known as the ""storage engine"".",database engine,0.056058645248413086,3.807795524597168,0.7215256690979004,0.3636363636363636,0.3636363636363636
110," By searching for data by content, rather than following links.","a ""key""",0.05022001266479492,3.8034236431121826,0.03848922997713089,0.0,0.0
111, Through a database management system (DBMS) using a standard interface such as SQL.,application software,0.07966089248657227,4.170539379119873,0.3232678174972534,0.0,0.0
112, Four,four,0.04835629463195801,3.0180344581604004,1.0,1.0,1.0
113," Most Indian and East Asian languages, and some Indo-Aryan languages.",Indian and East Asian,0.09838318824768066,3.957751989364624,0.5632916688919067,0.5333333333333333,0.5333333333333333
114," The cost to create a DBMS is distributed among a large number of users, making it a cost-effective approach.",spread over a large number of users,0.08515095710754395,4.6288604736328125,0.5025708079338074,0.37037037037037035,0.37037037037037035
115, Database access control limits who can access what information in the database.,who (a person or a certain computer program) is allowed to access what information,0.0910947322845459,3.87165904045105,0.608680248260498,0.30769230769230765,0.30769230769230765
116," The IBM DBMS was a database management system developed by IBM to interact with the user, other applications, and the database itself to capture and analyze data.",the Apollo program,0.09664630889892578,5.179158449172974,0.1578214168548584,0.06666666666666667,0.06666666666666667
117, The stop is held longer and then has an aspirated release.,the stop is held longer and then has an aspirated release.,0.05191922187805176,3.8907783031463623,1.0,1.0,1.0
118, Wove paper.,wove paper,0.09209227561950684,3.236309051513672,0.9636610150337219,1.0,1.0
119, Chalk.,chalk,0.06946563720703125,3.1853525638580322,0.9662595987319946,1.0,1.0
120, Edgar F. Codd,Edgar F. Codd,0.0753629207611084,3.3179824352264404,1.0,1.0,1.0
121, Card.,card,0.10837817192077637,3.085212230682373,0.9117406606674194,1.0,1.0
122, Through a database management system (DBMS).,Hardware database accelerators,0.0519251823425293,3.589365243911743,0.3358921706676483,0.2222222222222222,0.2222222222222222
123, Two.,two,0.11104345321655273,3.0873489379882812,0.8910362720489502,1.0,1.0
124," Eastern Armenian, Standard Chinese (Mandarin), and Korean.",Wu Chinese,0.0678548812866211,3.898130178451538,0.4895241856575012,0.22222222222222224,0.22222222222222224
125, thousandths of a mm,mm,0.05884718894958496,3.3177056312561035,0.4453495740890503,0.4,0.4
126, Zein (corn protein),corn protein,0.05777478218078613,3.381659984588623,0.7784023284912109,0.8,0.8
127, Card stock.,card,0.1068568229675293,3.1645302772521973,0.6373181939125061,0.6666666666666666,0.6666666666666666
128, To correct erroneous data.,database is found corrupted,0.11740875244140625,3.30696177482605,0.2758059501647949,0.0,0.0
129, Kx'a languages.,Kx'a languages,0.09090542793273926,3.346325635910034,0.9661960601806641,1.0,1.0
130, papyrus,Papyrus,0.04915332794189453,3.0909368991851807,1.0,1.0,1.0
131," External views of data allow users to see database information in a more business-related way, rather than from a technical, processing viewpoint.",see database information in a more business-related way,0.094818115234375,4.863139867782593,0.6308552622795105,0.5625,0.5625
132, phonemes,phonemes,0.1323080062866211,3.0913383960723877,1.0,1.0,1.0
133," A computer system, specifically a database management system (DBMS), assists a user in seeing a table.",DBMS,0.045662879943847656,4.4660325050354,0.6495489478111267,0.11764705882352941,0.11764705882352941
134, Tabular model.,tabular,0.08062362670898438,3.264801502227783,0.8150460720062256,0.6666666666666666,0.6666666666666666
135, 4,up to four,0.07872986793518066,3.1115527153015137,0.6909276843070984,0.0,0.0
136, Lignin.,lignin,0.12143182754516602,3.3076069355010986,0.9718020558357239,1.0,1.0
137, Paper.,paper,0.17705821990966797,3.201756715774536,0.9334355592727661,1.0,1.0
138, Dravidian languages.,native Dravidian words,0.08083677291870117,3.3076560497283936,0.8140440583229065,0.4,0.4
139, aspirated consonants,True aspirated voiced consonants,0.05643606185913086,3.2299816608428955,0.8610005378723145,0.6666666666666666,0.6666666666666666
140, Voiceless consonants.,voiceless consonants,0.04404783248901367,3.3039581775665283,0.9598091244697571,1.0,1.0
141, The 1980s.,1980s,0.05196237564086914,3.378309488296509,0.9273015856742859,0.6666666666666666,0.6666666666666666
142, 250 kg/m3,tissue paper,0.04447317123413086,3.304610252380371,0.11402340233325958,0.0,0.0
143, A conceptual data model.,definitions of the terminology used for entities,0.07347774505615234,3.3194191455841064,0.4041052460670471,0.0,0.0
144, An extended length of the frication.,an extended length of the frication,0.09240460395812988,3.5596299171447754,0.9692779779434204,1.0,1.0
145, Writing.,writing,0.04860544204711914,3.0775153636932373,0.8566521406173706,1.0,1.0
146, /tʰ/,/t/,0.06337928771972656,3.3199679851531982,0.5590336918830872,1.0,1.0
147, Extremely rare.,rare,0.04935622215270996,3.164442777633667,0.8916378021240234,0.6666666666666666,0.6666666666666666
148," A database system is frequently used to track and manage large amounts of data, such as customer information, financial transactions, and inventory.",to track information about users,0.10053133964538574,4.817238092422485,0.49384769797325134,0.22222222222222218,0.22222222222222218
149, Today's database systems are typically run on general-purpose hardware using general-purpose computer data storage.,general-purpose hardware,0.049599647521972656,4.233750581741333,0.6286160349845886,0.3,0.3
150, China clay.,china clay,0.09888982772827148,3.1992971897125244,0.9766733050346375,1.0,1.0
151, Phonetics and phonology.,phonetics,0.1311495304107666,3.3868582248687744,0.8921338319778442,0.5,0.5
152, Debuccalization.,lenited,0.04627108573913574,3.319410800933838,0.11951089650392532,0.0,0.0
153, ⟨ʰp⟩,⟨ʰp⟩,0.05184459686279297,3.3270211219787598,1.0,1.0,1.0
154," To combine data from multiple sources, improve data consistency, or enhance data analysis capabilities.",primarily economical,0.052530527114868164,4.189772129058838,0.16294866800308228,0.0,0.0
155, Netezza,Netezza and Oracle (Exadata),0.055010080337524414,3.168372631072998,0.5777757167816162,0.4,0.4
156, Transaction processing.,ACID-compliant transaction processing,0.12152504920959473,3.2294487953186035,0.7004315853118896,0.6666666666666666,0.6666666666666666
157, Reflect the structure of the information to be held in the database.,reflects the structure of the information to be held,0.08784699440002441,3.913118839263916,0.7170695066452026,0.8571428571428571,0.8571428571428571
158, Usually presented numerically.,numerically,0.11806821823120117,3.295032262802124,0.6905344724655151,0.5,0.5
159, Mechanical pulping.,Mechanical,0.06661295890808105,3.2511966228485107,0.5364034175872803,0.6666666666666666,0.6666666666666666
160, 40%,40%,0.07865452766418457,3.1913816928863525,0.9999999403953552,1.0,1.0
161, Aspirated.,aspirated,0.04928135871887207,3.238210678100586,0.9514827728271484,1.0,1.0
162, Aspirated stops.,aspirated stops,0.05298137664794922,3.3100430965423584,0.9754641652107239,1.0,1.0
163, Charles Fenerty,Charles Fenerty,0.04829597473144531,3.1742568016052246,1.0,1.0,1.0
164, Gloss paper.,Gloss,0.0567624568939209,3.169127941131592,0.7979799509048462,0.6666666666666666,0.6666666666666666
165, The superscript hook-aitch ⟨◌ʱ⟩ is used to represent the breathy-voiced release of obstruents.,breathy-voiced release of obstruents.,0.13019704818725586,5.054762363433838,0.6920794248580933,0.5263157894736842,0.5263157894736842
166, SQL,SQL,0.048338890075683594,3.013718366622925,1.0,1.0,1.0
167, The Stockholm Convention on Persistent Organic Pollutants.,the Stockholm Convention on Persistent Organic Pollutants,0.13195586204528809,3.6646628379821777,0.9960965514183044,1.0,1.0
168, XML is a type of structured document-oriented database.,structured document-oriented database,0.050492048263549805,3.6632494926452637,0.6749279499053955,0.6153846153846153,0.6153846153846153
169, Managing personal databases.,managing personal databases,0.062256813049316406,3.22525691986084,0.956125795841217,1.0,1.0
170," There are three main chemical pulping processes: the sulfite process, the kraft process, and the soda pulping process.",three,0.04675936698913574,4.820216655731201,0.11874531209468842,0.10526315789473684,0.10526315789473684
171, 100% recycled materials.,virgin,0.06380605697631836,3.407031536102295,0.04744073748588562,0.0,0.0
172, Unauthorized users viewing or updating the database.,unauthorized users from viewing or updating the database,0.04878973960876465,3.5240492820739746,0.9622322916984558,0.9333333333333333,0.9333333333333333
173, unaspirated,unaspirated,0.04718637466430664,3.165463447570801,1.0,1.0,1.0
174, Zein (corn protein),corn protein,0.13623857498168945,3.374279737472534,0.7784023284912109,0.8,0.8
175, pronounced with breathy voice.,unaspirated,0.04524540901184082,3.372178316116333,0.24410344660282135,0.0,0.0
176," dBASE was easy for users to understand and use, allowing them to concentrate on their tasks rather than dealing with low-level details.",managing space allocation,0.06366205215454102,4.812455415725708,0.11237223446369171,0.0,0.0
177, Western Armenian /tʰ/ corresponds to Eastern Armenian /t/ and voiced /d/.,/d/,0.07972311973571777,4.315246820449829,0.2168899029493332,0.16666666666666669,0.16666666666666669
178," XML is used in enterprise database management as a machine-to-machine data interoperability standard, allowing querying based on XML document attributes.",machine-to-machine data,0.09125995635986328,4.737907648086548,0.3563781976699829,0.3076923076923077,0.3076923076923077
179, CAP theorem.,eventual consistency,0.12613224983215332,3.152033567428589,0.2342701256275177,0.0,0.0
180, Icelandic and Faroese.,Icelandic and Faroese,0.05353212356567383,3.38771915435791,0.9737474322319031,1.0,1.0
181," Sheets are usually cut ""long-grain"", with the grain parallel to the longer dimension of the sheet.",long-grain,0.045664310455322266,4.44693398475647,0.37136223912239075,0.21052631578947367,0.21052631578947367
182," They are marked with the modifier letter for unaspiration ⟨◌˭⟩, a superscript equal sign.",with the modifier letter,0.11812996864318848,4.593970775604248,0.4495541751384735,0.47058823529411764,0.47058823529411764
183, ISO 216,ISO 216,0.04624295234680176,3.1587634086608887,1.0,1.0,1.0
184, Wood-free papers.,wood-free,0.05644822120666504,3.234147071838379,0.6489263772964478,0.8,0.8
185, The modifier ⟨pʰ⟩ indicates a voiceless bilabial stop.,p,0.05008649826049805,4.110353708267212,0.15859022736549377,0.2222222222222222,0.2222222222222222
186, Cyperus papyrus,Cyperus,0.057131052017211914,3.3058152198791504,0.631327748298645,0.6666666666666666,0.6666666666666666
187, C. Wayne Ratliff,C. Wayne Ratliff,0.05011725425720215,3.376974105834961,1.0,1.0,1.0
188, Wu Chinese has a three-way distinction in stops and affricates: /p pʰ b/.,/p pʰ b/,0.14114046096801758,4.458205223083496,0.5258790254592896,0.35294117647058826,0.35294117647058826
189, Double stops and single stops.,double stops and single stops,0.044799089431762695,3.392996311187744,0.9410091638565063,1.0,1.0
190, A DBMS consists of an integrated set of computer software that allows users to interact with one or more databases and provides access to all of the data contained in the database.,an integrated set of computer software,0.08623766899108887,5.411541223526001,0.46549105644226074,0.3157894736842105,0.3157894736842105
191, 1974/5,1974/5,0.0786125659942627,3.314138174057007,1.0,1.0,1.0
192, DBMSs are classified according to the database model they support.,according to the database model that they support,0.04875493049621582,3.9001259803771973,0.6634154319763184,0.7777777777777777,0.7777777777777777
193, The kraft process is the most commonly practiced strategy for chemical pulping.,The kraft process,0.0782783031463623,4.052904844284058,0.6637902855873108,0.4,0.4
194," Database objects include record types, specific records, data structures, query types, and specific queries.","record types, specific records, data structures",0.05431652069091797,4.299325942993164,0.6656094193458557,0.6,0.6
195, A DBMS can store a virtually unlimited amount of data.,large quantities,0.1008305549621582,3.8432908058166504,0.2934156656265259,0.0,0.0
196," dBASE was successful because it was lightweight, easy to use, and did a lot of the ""dirty work"" for the user, allowing them to focus on their tasks rather than managing data.",lightweight and easy for any computer user to understand out of the box,0.04415273666381836,5.724280118942261,0.27830058336257935,0.35555555555555557,0.22222222222222224
197, three,three,0.04835987091064453,3.01947021484375,1.0,1.0,1.0
198, Alum (aluminium sulfate salts),Alum,0.055719852447509766,3.530427932739258,0.6819756627082825,0.4,0.4
199, One-to-many relationship.,many-to-many,0.047760725021362305,3.3085432052612305,0.7500970363616943,0.5714285714285715,0.5714285714285715
200, Chemical pulping process.,bleaching,0.04551410675048828,3.3043553829193115,0.25211599469184875,0.0,0.0
201, Mechanical pulps produce paper that is weak and turns yellow and becomes brittle over time.,weak,0.04884982109069824,4.165491104125977,0.1785007119178772,0.125,0.125
202, Greek,Greek,0.07053422927856445,3.00925874710083,1.0,1.0,1.0
203, Database administrators set database access.,special authorized (by the database owner) personnel,0.04977893829345703,3.373136043548584,0.5446723103523254,0.16666666666666666,0.16666666666666666
204, MySQL,SQL language,0.051041364669799805,3.0104260444641113,0.5018748641014099,0.0,0.0
205, Weight.,weight,0.04647660255432129,3.0940158367156982,0.8433958292007446,1.0,1.0
206," voiceless and voiced fricatives, yielding /θ ð/.",voiceless and voiced fricatives,0.049352407455444336,3.9529030323028564,0.6782495379447937,0.888888888888889,0.888888888888889
207, Data independence.,data independence,0.04485940933227539,3.164931058883667,0.9482364654541016,1.0,1.0
208, RAID (Redundant Array of Independent Disks) is used to recover data if disks suffer a failure.,RAID,0.047580718994140625,4.533672332763672,0.5874332189559937,0.11764705882352941,0.11764705882352941
209, Allophones in complementary distribution with their unaspirated counterparts.,allophones,0.08961200714111328,3.8823184967041016,0.6953966021537781,0.2222222222222222,0.2222222222222222
210, 800 kg/m3 (50 lb/cu ft),800 kg/m3,0.08501863479614258,3.806060791015625,0.8385277390480042,0.6,0.6
211, A database administrator.,database administrator,0.04639625549316406,3.239341974258423,0.8402537107467651,0.8,0.8
212, Voiced consonants.,Voiced consonants,0.04565548896789551,3.316114664077759,0.9454615116119385,1.0,1.0
213, Backup files.,desired point in time,0.050745487213134766,3.1630170345306396,0.10189960896968842,0.0,0.0
214, The 1960s.,mid-1960s,0.12690091133117676,3.395949125289917,0.9328703284263611,0.5,0.5
215, Phonemic.,phonemic,0.04640364646911621,3.1575124263763428,0.9631879329681396,1.0,1.0
216, Caliper,caliper,0.04726123809814453,3.085773229598999,1.0,1.0,1.0
217, Grammes per square metre (g/m2),dimensions,0.05498623847961426,3.669600248336792,0.22177498042583466,0.0,0.0
218, Edgar F. Codd,Codd,0.11389970779418945,3.300234079360962,0.6127148866653442,0.5,0.5
219, Almost twice as much.,twice,0.04893755912780762,3.3014533519744873,0.6014431715011597,0.4,0.4
220, Dravidian languages.,Dravidian,0.12210631370544434,3.319866895675659,0.6922258734703064,0.6666666666666666,0.6666666666666666
221, A fricative.,fricative,0.04871010780334473,3.3160510063171387,0.9126765727996826,0.6666666666666666,0.6666666666666666
222, A logical data model expressed in the form of a schema.,schema,0.07864093780517578,3.80938458442688,0.7204691767692566,0.16666666666666669,0.16666666666666669
223," There is typically only one conceptual (or logical) and physical (or internal) view of the data, but there can be any number of different external views.",one,0.05677437782287598,5.231186628341675,0.024500612169504166,0.07407407407407407,0.07407407407407407
224, International Phonetic Alphabet,International Phonetic Alphabet,0.045461416244506836,3.1656038761138916,1.0000001192092896,1.0,1.0
