idx,generated_response,ground_truth,ir_time,generate_time,bert_score,rouge1_score,rougeL_score,question,gptscore
12,The former main lines of the Great Western Railway (GWR) are still in use today.,"The former main lines of the GWR are still in use today, although many of its branch lines were scrapped under the notorious Beeching Axe",0.3125131130218506,2.1660006046295166,0.6443676352500916,0.6,0.6,What railways lines are still in use today ,1
13,Emblemata.,emblemata,0.4647929668426513,0.940026044845581,0.9690627455711364,1.0,1.0,What were small panel mosaics known as?,1
14,Holland.,Holland,0.4860649108886719,0.8384180068969727,0.9607134461402892,1.0,1.0,Where were the vast majority of French language periodicals produced?,1
15,"Yes, Duchamp's work ""Nude Descending a Staircase, No. 2"" was rejected by the hanging committee at the 1912 Salon des Indépendants and caused a scandal.",caused a scandal,0.3289015293121338,3.4392662048339844,0.2587479650974273,0.1999999999999999,0.1999999999999999, Was Duchamp's work considered controversial when displayed in 1912?,1
16,A fire damaged the mosque extensively in 1893.,a fire,0.5318994522094727,1.7466158866882324,0.3342266678810119,0.4,0.4,What happened in 1893 that destroyed most of the mosaics in the mosque?,1
17,Newcastle upon Tyne.,15 Bonhill Street in London,0.2862186431884765,0.9870431423187256,0.3332533836364746,0.0,0.0,Where does RIBA's business group have its headquarters office?,0
18,17.1 lumens per watt.,17.1 lumens per watt,0.4198055267333984,1.4736311435699463,0.9851430058479308,1.0,1.0,"How many lumens per watt does a typical 100-watt, 120-volt lamp produce?",1
19,Mesopotamia (modern-day Iraq),Iran,0.3403527736663818,1.647540807723999,0.4262149035930633,0.0,0.0,"Along with Guatemala, what country's government did Eisenhower order overthrown?",0
20,London.,London,0.2721025943756103,0.8460180759429932,0.9624133110046388,1.0,1.0,In what city did the US and Russia conduct nuclear talks in 1955?,1
21,98.8% of the population in Somerset is economically active.,is higher than the regional and national average,0.6229948997497559,1.8956632614135744,0.2880157828330993,0.2222222222222222,0.1111111111111111,What percentage of the population is economically active ,0
22,"Hisham's Palace, Palestine.",the bath house of Hisham's Palace,0.3992369174957275,1.5895626544952393,0.6965058445930481,0.5454545454545454,0.5454545454545454,Where can the most superb example of Umayyad mosaic floor paneling?,1
23,1000 hours.,1000 hours,0.2624542713165283,1.276322841644287,0.9439005255699158,1.0,1.0,What was the artificially low limit on bulb life placed by the cartel?,1
24,"""The Hymn to Ninkasi""",The Hymn to Ninkasi,0.3952898979187011,1.4288039207458496,0.984799861907959,1.0,1.0,What prayer did people use in Mesopotamia to remember a beer recipe?,1
25,Less.,much less,0.3132076263427734,1.0199956893920898,0.8138306736946106,0.6666666666666666,0.6666666666666666,Are tidewater glaciers more or less affected by climate change than other glaciers?,0
26,Ghazals.,Ghazals and folk songs,0.3105742931365967,0.977647304534912,0.7068787217140198,0.4,0.4,What kind of music does Roshen Ara Begum perform?,0
27,The Ascension of Christ with the apostles below.,Christ,0.3096599578857422,1.7384419441223145,0.2845130562782287,0.2222222222222222,0.2222222222222222,Who is king of God's kingdom in heaven?,0
28,"Inert gas conducts heat from the filament, cooling it and reducing efficiency.","conducts heat from the filament, thereby cooling the filament",0.233971357345581,1.937380075454712,0.7463840842247009,0.5714285714285715,0.5714285714285715,Why does inert gas reduce efficiency?,1
29,Ravenna.,Ravenna,0.4403808116912842,1.3124091625213623,0.9746361374855042,1.0,1.0,In the 5th century what was the capital of the Western Roman Empire?,1
30,1909 to 1914.,1909 to 1914,0.2884554862976074,1.2435686588287354,0.9799554347991944,1.0,1.0,From what years did High Cubism take place? ,1
31,200-2000 hours.,"1,000 hours",0.2972981929779053,1.2680699825286863,0.7860934138298035,0.3333333333333333,0.3333333333333333,How long does a typical incandescent light bulb last?,0
32,"Urs are fairs held at the shrines of Sufi saints in Punjab, marking the death anniversary of the saint.",fairs held at the shrines of Sufi saints,0.255610704421997,2.105246067047119,0.8072115182876587,0.5925925925925926,0.5925925925925926,What are urs?,1
33,Demetrius I of Georgia.,Demetrius I of Georgia,0.3205690383911133,1.5188148021697998,0.9888476729393004,1.0,1.0,Who eventually oversaw completion of the Gelati Monastery?,1
34,"Cézanne's later work, particularly his breaking of the painted surface into small multifaceted areas of paint and his simplification of natural forms into cylinders, spheres, and cones.",in the two distinct tendencies of Cézanne's later work,0.3725438117980957,3.170193672180176,0.6232085227966309,0.35,0.25,Besides Seurat where else are the beginnigs of Cubism found?,1
35,Ethyl alcohol.,ethyl alcohol,0.2429776191711425,1.387343168258667,0.9688552618026732,1.0,1.0,What type of alcohol is found in wine and distilled spirits?,1
36,Elijah.,Elijah,0.3463635444641113,1.2694058418273926,0.9682337045669556,1.0,1.0,Who do the mosaics at the the basilica of San Lorenzo depict as being abducted?,1
37,1920,early as 1920,0.3570814132690429,1.0305359363555908,0.843306839466095,0.5,0.5,In what year was the assertion made that the flat canvas supported Cubism?,1
38,CAD (Computer Aided Design) software.,CAD,0.3161721229553222,1.2091310024261477,0.8085414171218872,0.3333333333333333,0.3333333333333333,Which software can aid in the design of robotically created mosaics?,1
39,1953.,1953,0.5108828544616699,1.1180899143218994,0.9732455015182496,1.0,1.0,In what year did Joseph McCarthy declare that the federal government was employing communists?,1
40,Approximately 56% of Pakistan's total population lives in Punjab.,Nearly 60%,0.2840697765350342,1.56244158744812,0.4035323858261108,0.0,0.0,How much of Pakistan's population lives in Punjab?,0
41,The inert gas reduces filament evaporation and allows the filament to be operated at a higher temperature without reducing its life.,reduces filament evaporation,0.4478354454040527,2.367358684539795,0.5945465564727783,0.25,0.25,What is the advantage of using inert gas in a light bulb?,1
42,Taunton and Wincanton.,Horse racing courses are at Taunton and Wincanton,0.3840954303741455,1.2886648178100586,0.8132237195968628,0.5454545454545454,0.5454545454545454,Where are the horse races held ,1
43,"Potassium, silicon, and aluminium oxides.","potassium, silicon, and aluminium oxides",0.2621059417724609,1.5196905136108398,0.9670339226722716,1.0,1.0,What other materials were combined with tungsten?,1
44,Italy,Rome,0.2858185768127441,1.205718994140625,0.6318598985671997,0.0,0.0,Of what were Roman camps diminutive versions?,0
45,"The Housing Grants, Construction and Regeneration Act 1996 and reenacted as the Architects Act 1997.","the Housing Grants, Construction and Regeneration Act",0.4658503532409668,1.834629774093628,0.7572486400604248,0.6363636363636364,0.6363636363636364,What was the name of the legistlation leading to the change in ARCUK's name?,1
46,The Pantokrator supported by angels.,"prophets, saints and patriarchs",0.2391717433929443,1.6221284866333008,0.3543888330459595,0.0,0.0,The tympana under the dome had images of whom displayed?,0
47,The national horse and cattle show at Lahore is the biggest festival in Punjab.,The national horse and cattle show,0.2612805366516113,1.7818341255187988,0.5640925168991089,0.6,0.6,What is Punjab's biggest festival?,1
48,1971.,1971,0.6231005191802979,1.3645849227905271,0.9627463817596436,1.0,1.0,In what year was the Taragaon Museum built?,1
49,The East of England.,the East of England,0.3386709690093994,0.9754507541656494,0.978477954864502,1.0,1.0,What territory did RIBA's Cambridge branch office cover?,1
50,Guru Nanak.,Guru Nanak,0.425389289855957,1.2227015495300293,0.9880831241607666,1.0,1.0,Who was the first Sikh Guru?,1
51,Filippo Tommaso Marinetti.,Filippo Tommaso Marinetti,0.3760426044464111,1.1767206192016602,0.989513635635376,1.0,1.0,The ideas of which Cubo Futurist influenced the avant-garde in architecture?,1
52,Heat from a building's heating system is more cost-effective.,heat from the heating system,0.2680845260620117,1.6296827793121338,0.6309818625450134,0.5000000000000001,0.5000000000000001,"What is more cost-effective, heat from incandescent bulbs or heat from a building's heating system?",1
53,Moses.,Moses,0.3855049610137939,1.2639026641845703,0.9638767838478088,1.0,1.0,Who is depicted in Saint Catherine's Monastery on a mosaic landscape background? ,1
54,Somerset Coalfield,The Somerset Coalfield is part of a larger coalfield which stretches into Gloucestershire,0.4547584056854248,1.0731923580169678,0.7975793480873108,0.2666666666666667,0.2666666666666667,What is the name of the coal field ,1
55,"The French Invader creates ""Rubikcubism"" styled mosaics by using a dual layer mosaic via grids of scrambled Rubik's Cubes.",grids of scrambled Rubik's Cubes,0.2491693496704101,1.9089953899383545,0.5186155438423157,0.4615384615384615,0.4615384615384615,"How does the French Invader create ""Rubikcubism"" styled mosaics?",1
56,"C&J Clark transferred shoe manufacturing to lower-wage areas, such as China and Asia.","the work was transferred to lower-wage areas, such as China and Asia",0.4414503574371338,1.4631450176239014,0.6041786074638367,0.7142857142857142,0.7142857142857142,Why did Cj clark shoes leave the area ,1
57,6 rivers.,five,0.4082522392272949,1.095168113708496,0.4304214119911194,0.0,0.0,How many sectors make up the Kathmandu metropolitan area?,0
58,"The broad valleys on the clay substrate, which drain into the Somerset Levels.","on the clay substrate, are broad valleys which support dairy farming and drain into the Somerset Levels.",0.2942512035369873,1.6504507064819336,0.8591901659965515,0.8000000000000002,0.6666666666666667,What area support dairy farming ,0
59,Fermentation.,fermentation,0.3564901351928711,1.304711103439331,0.9433563947677612,1.0,1.0,What brewing process naturally carbonates beer?,1
60,Below 15.5 °C (59.9 °F).,below 15.5 °C,0.5164217948913574,1.9055979251861568,0.8951476812362671,0.7272727272727273,0.7272727272727273,At what cool temperature is a beers flavor reduced?,1
61,Gareth Hoskins Architects designed rooms 128 and 128a at the V&A Museum.,Gareth Hoskins Architects,0.3420133590698242,1.8133230209350584,0.6011288166046143,0.375,0.375,Who designed rooms 128 and 128a at the V&A Museum?,1
62,"Governments set minimum efficacy standards higher than incandescent lamps can achieve, effectively banning their use.",by setting minimum efficacy standards higher than can be achieved by incandescent lamps,1.268371343612671,1.886832475662232,0.8452880382537842,0.7142857142857142,0.5714285714285715,How are laws written that bring about a ban of incandescent light bulbs?,1
63,91.379.615,91.379.615,0.3614370822906494,1.212416410446167,1.0,1.0,1.0,What is Punjab's population?,1
64,Georgios of Antiochia.,Georgios of Antiochia,0.2893059253692627,1.5252304077148438,0.9875077605247498,1.0,1.0,Who was the founder of the Martorana church?,1
65,"First, middle, and upper schools.","a three-tier system of first, middle and upper schools in the Cheddar Valley, and in West Somerset",0.2871482372283935,1.0977602005004885,0.5461471676826477,0.4347826086956522,0.4347826086956522,What are the 3 tiers of school ,1
66,110,110,0.3837394714355469,0.9951226711273192,1.0,1.0,1.0,How many catholic schools are in Paris?,1
67,Punjab provides the largest pool of professionals and highly skilled (technically trained) manpower in Pakistan.,largest pool of professionals and highly skilled (technically trained) manpower in Pakistan,0.3008522987365722,1.8566880226135247,0.9185349941253662,0.888888888888889,0.888888888888889,What manpower does Punjab provide?,1
68,1040.,1040,0.3029806613922119,1.364490032196045,0.9759649634361268,1.0,1.0,What year was The Benedictine Weihenstephan Brewery first licensed as a brewery?,1
69,Lisbon.,streets,0.4187119007110595,1.0206120014190674,0.4027811288833618,0.0,0.0,What other cityscape is done with Portuguese pavement?,0
70,"The katharos vase and vine refer to a depiction in the ""Armenian Mosaic"" in Jerusalem.",the eucharist,0.2579514980316162,2.441549301147461,0.22430220246315,0.1176470588235294,0.1176470588235294,What do the katharos vase and vine refer to?,0
71,They were architects.,Architects,0.4932112693786621,1.1221961975097656,0.7780507802963257,0.5,0.5,"In terms of profession, what were people like Philip Hardwick, William Adams Nicholson and Thomas de Grey?",1
72,Bridgwater Bay,"Bridgwater Bay, and is a National Nature Reserve",0.2780768871307373,1.1215476989746094,0.7814265489578247,0.4,0.4,what is the name of the natural reserve area ,1
73,Somerset Rural Life Museum in Glastonbury.,the Somerset Rural Life Museum in Glastonbury,0.3008971214294433,1.6734907627105713,0.9828594923019408,0.923076923076923,0.923076923076923,What is the name of the museum in Glastonbury ,1
74,130,130,0.2512011528015136,1.2441022396087646,1.0000001192092896,1.0,1.0,How many seats does the Pregones' new theater have?,1
75,1904.,1904,0.4754464626312256,0.926433801651001,0.97119802236557,1.0,1.0,When did a British expedition to Tibet invade the country?,1
76,"Early carbon filaments had a negative temperature coefficient of resistance, making them sensitive to fluctuations in the power supply.","as they got hotter, their electrical resistance decreased",0.383958101272583,2.335435152053833,0.5209091305732727,0.074074074074074,0.074074074074074,What was the primary problem with early carbon filaments?,1
77,Hard water.,hard water,0.3165967464447021,1.3210809230804443,0.9611092805862428,1.0,1.0,"What type of water is good for making stout beer, like Guinness?",1
78,"The 12th-century Old Icelandic poet who wrote ""Ale it is called among men, but among the gods, beer"" is unknown.",Alvíssmál,0.2713987827301025,2.3007965087890625,0.1058049798011779,0.0,0.0,"What 12th century poet once wrote ""Ale it is called among men, but among the gods, beer.""?",0
79,144 ohms.,144 ohms,0.3383805751800537,1.159172296524048,0.9809834957122804,1.0,1.0,What is the resistance of a typical lit 100-watt incandescent bulb?,1
80,89%,89%,0.3097834587097168,0.9344053268432616,1.0000001192092896,1.0,1.0,What minimum percent of each Punjab district speaks Punjabi natively?,1
81,Yeast.,yeast,2.56203031539917,1.3055613040924072,0.9573681354522704,1.0,1.0,What ingredient is filtered out of most beers when it is packaged in bottles and cans?,1
82,The 12th century.,in the 12th century,0.3529155254364013,1.4720206260681152,0.9585852026939392,0.8571428571428571,0.8571428571428571,The more humanistic conception of Christ appeared when?,1
83,Soft water.,soft water,0.3152787685394287,1.3144128322601318,0.957123875617981,1.0,1.0,What type of water is best for making pale lager?,1
84,The Byzantine Empire.,Byzantine,0.3575236797332763,1.4250476360321045,0.8742735981941223,0.5,0.5,The mosaics in the Great Mosque in Corduba have what kind of style?,0
85,None mentioned in the text.,"Fesco, Gepco and Mepco",0.3083007335662842,1.472150802612305,0.1479972600936889,0.0,0.0,Which energy companies' offices were attacked by rioters?,0
86,Constantine Monomachos.,Constantine Monomachos,0.3106191158294678,1.522181272506714,0.9859490394592284,1.0,1.0,Who sent the Byzantine craftsmen that built Yaroslav's cathedral?,1
87,787-797.,787–797,0.3019907474517822,1.4201114177703855,0.9393500089645386,1.0,1.0,When did the Iconodules  change the cross in the Hagia Sophia?,1
88,11 May 2013.,11 May 2013,0.3424410820007324,1.1230745315551758,0.9531197547912598,1.0,1.0,When was Sharif re-elected CM?,1
89,"Some other attractions in Somerset include Claverton Pumping Station, Dunster Working Watermill, the Fleet Air Arm Museum, Nunney Castle, The Helicopter Museum, King John's Hunting Lodge, Blake Museum, Radstock Museum, Museum of Somerset, Somerset Rural Life Museum, and Westonzoyland Pumping Station Museum.","Claverton Pumping Station, Dunster Working Watermill, the Fleet Air Arm Museum at Yeovilton, Nunney Castle, The Helicopter Museum in Weston-super-Mare",0.4603748321533203,4.458117485046387,0.7517040371894836,0.523076923076923,0.4923076923076923,What are some other attractions ,0
90,"The spectrum emitted by an incandescent bulb does not match the sensitivity characteristics of the human eye, resulting in a non-white light.","the light emitted does not appear white,",0.5914163589477539,2.1076226234436035,0.6328791975975037,0.4,0.3333333333333333,What is the flaw in the color of light produced by an incandescent bulb?,1
91,22.8 inches (580 mm),22.8 inches,0.3624210357666015,1.4841172695159912,0.8265101909637451,0.7499999999999999,0.7499999999999999,How long is a typical uncoiled tungsten filament for a 60-watt bulb?,1
92,"Barnes believed that the architectural associations, in which 80% of practicing architects were members, were best able to advance the interests of architects.",architectural associations,0.297255277633667,2.0243120193481445,0.5833740830421448,0.16,0.16,Who did Barnes believe was best able to advance the interests of architects?,1
93,Barley malt.,barley malt,0.3744616508483886,1.3655695915222168,0.9777106046676636,1.0,1.0,What is the main source of starch and most beer?,1
94,Santa Pudenziana.,Santa Pudenziana,0.547680139541626,1.4782984256744385,0.9879501461982728,1.0,1.0,What Christian church besides the Santa Costanza was built in the 4th century?,1
95,The shape of the bulb.,the shape of the bulb,0.3456707000732422,1.212742805480957,0.9787663221359252,1.0,1.0,What do the letters identify in a bulb shape designation?,1
96,The original Charter of 1837.,The original Charter of 1837,0.3905713558197021,1.0998246669769287,0.9882237315177916,1.0,1.0,What document set forth the goals of the Royal Institute?,1
97,I couldn't find any information about Pietro Paolo Cristofari's death year in the provided context.,1743,0.4916768074035644,2.266476392745972,0.2013468146324157,0.0,0.0,What year did Pietro Paolo Cristofari die?,0
98,Architectural design.,public realm artworks,0.5057053565979004,1.219705581665039,0.2922877669334411,0.0,0.0,What kind of artistic production can be supported by design competitions?,0
99,Woman Walking.,Woman Walking,0.3081190586090088,1.2378637790679932,0.993730902671814,1.0,1.0,Which  Alexander Archipenko piece was similar to other Cubist scupltures of that time?,1
100,There is no information in the provided context about cities without electricity in June 2012.,20–22 hours a day,0.4630517959594726,1.9325315952301023,0.0969600453972816,0.0,0.0,How long were cities without electricity in June 2012?,0
101,2.5 square meters (26 square feet),2.5 square meters,0.3842549324035644,1.7245938777923584,0.8354793787002563,0.7272727272727273,0.7272727272727273,How much habitat is damaged from just one sixpack of microbrew?,1
102,The late 11th century.,the late 11th century,0.3170201778411865,1.5364689826965332,0.9875963926315308,1.0,1.0,When were the oldest scenes in St. Mark's mosaics completed?,1
103,1892.,1892,0.413248062133789,0.9302406311035156,0.9691181778907776,1.0,1.0,In what year was the Great Fire?,1
104,Yeast.,yeast,0.5996487140655518,1.3025922775268557,0.9573681354522704,1.0,1.0,What ingredient is filtered out of most beers when it is packaged in bottles and cans?,1
105,Yeast.,yeast,0.3522796630859375,1.320697546005249,0.9573681354522704,1.0,1.0,What ingredient is filtered out of most beers when it is packaged in bottles and cans?,1
106,1 in × 1 in (25 mm × 25 mm),1 in × 1 in,0.6113724708557129,1.502719163894653,0.6374673247337341,0.6666666666666666,0.6666666666666666,What is the typical size of a ceramic mosaic tile?,1
107,To protect Bristol and other towns from bombers by mimicking their geometry and simulating activities to encourage bombers to drop their bombs on the decoy towns instead.,"decoy towns were constructed in Somerset in World War II to protect Bristol and other towns, at night",0.3728837966918945,2.809113025665283,0.5028988122940063,0.3555555555555555,0.2666666666666666,Why were decoy towns used in WW2,1
108,9 Conduit Street.,9 Conduit Street,0.2809784412384033,1.0159533023834229,0.9856371283531188,1.0,1.0,What was the RIBA Library's first address?,1
109,North Somerset and Bath & North East Somerset.,"North Somerset, and Bath & North East Somerset",0.8388688564300537,1.6178078651428225,0.9763851165771484,1.0,1.0,What 2 Unitary authorities were established in april 1996 ,1
110,"Pierre Reverdy, Maurice Raynal, and Daniel-Henry Kahnweiler.","Gris, Léger and Gleizes",0.2340486049652099,2.01379656791687,0.3528358936309814,0.1538461538461538,0.1538461538461538,Name the three artists who were in part resonsible for the reemergence of Cubism between 1917 and 1924.,0
111,Head of a Woman (Fernande),Head of a Woman,0.2441766262054443,1.2877395153045654,0.752649188041687,0.888888888888889,0.888888888888889,What was the name of the 1909 Cubist sculpture Picassos created?,1
112,"The resistance of the filament, which depends on its length, thickness, and material.",the resistance of the filament,0.2723546028137207,1.883007764816284,0.9098409414291382,0.5555555555555556,0.5555555555555556,What principally determines the wattage of an incandescent bulb?,1
113,designs or canvases from other artists.,designs or canvases,0.29058837890625,1.5838689804077148,0.8200246095657349,0.6666666666666666,0.6666666666666666,The mosaics of St.Peter's are often based on what?,1
114,2007.,2007,0.3051323890686035,0.9195117950439452,0.9553945660591124,1.0,1.0,When was 'The Grand Concourse' published?,1
115,An opera house.,an opera house,0.2432990074157714,0.9627814292907716,0.9819216728210448,1.0,1.0,Where did the Texas bulb begin its life?,1
116,Woman's Head.,The first true Cubist sculpture,0.2660565376281738,1.0793707370758057,0.1068998351693153,0.0,0.0,What Douglas Cooper call Picasso's 1909 Cubist sculpture?,0
117,"The Monreale mosaics in Sicily, covering 0.75 hectares with at least 100 million glass and stone tesserae.",The Monreale mosaics,0.5844569206237793,2.7773666381835938,0.7050864696502686,0.2857142857142857,0.2857142857142857,What is the name of the largest mosaics in Italy?,1
118,A landslide that occurred in the 12th Century.,a landslide,0.2610552310943603,1.7857422828674316,0.6304372549057007,0.4,0.4,What caused the mosaics at the villa rustica to be protected for centuries? ,1
119,Deer or stags represented the faithful aspiring to Christ.,the faithful aspiring to Christ,0.7171754837036133,1.7343955039978027,0.5667518973350525,0.7142857142857143,0.7142857142857143,What did deers or stags represent in Christian Symbolism?,1
120,Water.,alcohol,0.2489917278289795,1.2556815147399902,0.5651689171791077,0.0,0.0,What beverage did the Libyan government ban?,0
121,133 billion liters.,More than 133 billion,0.2547574043273926,1.414795160293579,0.687056303024292,0.5714285714285715,0.5714285714285715,How many liters of beer are bought and sold every year?,0
122,The stem or glass mount anchored to the bulb's base prevents air or gas leaks.,a stem or glass mount anchored to the bulb's base,0.2685713768005371,2.0426218509674072,0.7630452513694763,0.7407407407407406,0.7407407407407406,What prevents air or gas leaks from a light bulb?,1
123,The Kingdom of Hungary.,Hungary,0.2751927375793457,1.4069814682006836,0.7877905368804932,0.4,0.4,In what kingdom was the Bizere Monastery located?,1
124,Geometric motifs.,Classical,0.2943367958068847,1.1152334213256836,0.2647090554237366,0.0,0.0,Vine Scroll motifs are classified under what kind of tradition?,0
125,Siemens.,Siemens,0.4067771434783935,1.1130683422088623,0.9714868664741516,1.0,1.0,What company invented the tantalum light filament?,1
126,"The best-known Cubist architecture building is the House of the Black Madonna in Prague, built in 1912 by Josef Gočár.",House of the Black Madonna,0.465632677078247,2.509174346923828,0.4389074742794037,0.3703703703703703,0.3703703703703703,What is the best known Cubist architecture building? ,1
127,The Byzantine Emperor sent the master mosaicist to Spain.,the Byzantine Emperor,0.2902350425720215,1.5255002975463867,0.617851972579956,0.5,0.5,Who sent the master mosaicist to Spain?,1
128,Nankana Sahib.,Nankana Sahib,0.4989025592803955,1.1948297023773191,0.9827262163162231,1.0,1.0,Where was Nanak born?,1
129,Devon and Somerset Fire and Rescue Service.,The Devon and Somerset Fire and Rescue Service was formed in 2007 upon the merger of the Somerset Fire and Rescue Service with its neighbouring Devon service,0.375075101852417,1.311861276626587,0.7671508193016052,0.4117647058823529,0.4117647058823529,What fire / rescue squad was formed in 2007 ,1
130,Defence equipment and technology.,defence equipment and technology.,0.3213200569152832,1.1549749374389648,1.000000238418579,1.0,1.0,What is Somerset an important supplier of ,1
131,371,371,0.2651448249816894,0.9906861782073976,1.0,1.0,1.0,How many seats are in the Provincial Assembly?,1
132,Cambridge.,Cambridge,0.706916093826294,0.8332817554473877,0.9781219363212584,1.0,1.0,With what university is J.M.E. McTaggart affiliated?,1
133,"Pilton, near Shepton Mallet.","takes place most years in Pilton, near Shepton Mallet",0.4249806404113769,1.6405556201934814,0.8079827427864075,0.6153846153846153,0.6153846153846153,Where does the Glastonbury Music festival take place ,1
134,Quality.,quality,0.6114010810852051,1.2665023803710938,0.9166614413261414,1.0,1.0,What were cans originally believed to maintain in beer?,1
135,Folk music.,folk,0.2828319072723388,0.9311983585357666,0.7429081797599792,0.6666666666666666,0.6666666666666666,What genre of music is played at urs?,1
136,Alba Regia.,Alba Regia,0.3346676826477051,1.1806466579437256,0.9857629537582396,1.0,1.0,What is the Royal Basilica of the Hungarian kings also known as?,1
137,1966,"The University of Bath gained its Royal Charter in 1966, although its origins go back to the Bristol Trade School",0.3803284168243408,1.0463886260986328,0.1457286775112152,0.0952380952380952,0.0952380952380952,When did the university of Bath gain royal charter ,1
138,The Encyclopædia Britannica.,Encyclopædia Britannica,2.515897750854492,1.5587830543518066,0.9651424884796144,0.8571428571428571,0.8571428571428571,What major compendium did Budden help write an article for?,1
139,Bethany.,Bethany,2.9290449619293213,1.3193094730377195,0.9703396558761596,1.0,1.0,Where would the Byzantine church of the Lazarium be located today?,1
140,The Chew Valley.,the Mendip Hills are moderately high limestone hills,0.365347146987915,1.1370158195495603,0.2850189805030823,0.1818181818181818,0.1818181818181818,What area lies in the northeastern part of Somerset levels ,0
141,Geometric patterns.,geometric,0.2985141277313232,0.99308180809021,0.6646536588668823,0.6666666666666666,0.6666666666666666,What is the most common pattern for Portuguese pavement?,1
142,Calligraphic inscriptions from the Quran.,Calligraphic inscriptions from the Quran,0.4459402561187744,1.478391170501709,0.991122543811798,1.0,1.0,What kind of inscriptions decorate Punjab's burial places?,1
143,The Architecture Exhibition Space.,Architecture Exhibition Space,0.2742416858673095,1.1501235961914062,0.9743694067001344,0.8571428571428571,0.8571428571428571,What is found at Room 128a of the Victoria & Albert Museum?,1
144,Sicily.,Sicily,0.5791325569152832,1.3283770084381104,0.9715990424156188,1.0,1.0,What did the Allies invade after they conquered North Africa?,1
145,Architects Registration Board (ARB),Architects Registration Board,0.3946876525878906,1.032776117324829,0.8617191314697266,0.8571428571428571,0.8571428571428571,What does ARB stand for?,1
146,1872.,1872,0.3043036460876465,1.2191524505615234,0.96599942445755,1.0,1.0,How long has the FA Cup been contested?,1
147,1834,1837,0.3399808406829834,0.8953738212585449,0.6991536021232605,0.0,0.0,When did the University of Michigan leave Detroit?,0
148,5%,a 5% reduction in operating voltage,0.3379428386688232,0.9276635646820068,0.4209872186183929,0.2857142857142857,0.2857142857142857,What level of voltage reduction is required to double the life of an incandescent bulb?,1
149,Bayonet base.,Bayonet base lamps,0.3428201675415039,1.1204237937927246,0.6643452048301697,0.8,0.8,What is the typical base type for automotive lamps?,1
150,Minimum space standards in newly built British houses.,minimum space standards,0.3488414287567138,1.1872482299804688,0.699317455291748,0.5454545454545454,0.5454545454545454,What did the Royal Institute support in order to keep up with housing in mainland Europe?,1
151,A high resistance in Edison's lamp made power distribution economically viable.,high resistance,0.2618768215179443,1.6780219078063965,0.4372822046279907,0.2857142857142857,0.2857142857142857,What made power distribution economically viable in Edison's lamp?,1
152,"The ""T"" rating symbol on an electrical contact indicates that it is designed to control circuits with the high inrush current characteristic of tungsten lamps.",they are designed to control circuits with the high inrush current characteristic of tungsten lamps,0.5471241474151611,2.4089674949646,0.6722128987312317,0.65,0.65,"What does a ""T"" rating symbol on an electrical contact mean?",1
153,The Big Green Gathering and the Bath Literature Festival.,The annual Bath Literature Festival is one of several local festivals in the county,0.4574654102325439,1.7111756801605225,0.6576620936393738,0.4347826086956521,0.3478260869565217,who holds a literature festival each summer ,1
