idx,generated_response,ground_truth,load_knowledge_time,generate_time,bert_score,rouge1_score,rougeL_score,question,gptscore
18, A. R. Rahman,A. R. Rahman,0.3672783374786377,30.24883985519409,1.0,1.0,1.0,"Who composed the album that was dedicated to the magazine that is published by Condé Nast India Pvt. Ltd., a 100% owned subsidiary of Condé Nast International?",1
19, Paul McCartney,Paul McCartney,0.3618166446685791,29.39247941970825,1.0000001192092896,1.0,1.0,"Who is the father of one of the top fashion designer's who, along with Karl Lagerfel and Miuccia Prada, highly favored model Angela Lindvall?",1
20, New York City,New York,0.3816311359405517,29.740900993347168,0.9480048418045044,0.8,0.8,"101 Park Avenue and 55 Water Street, are located in which state?",1
21, University of Iowa,University of Iowa,0.3915891647338867,29.50733518600464,1.0,1.0,1.0,"What University Andre Tippett played for before he was a linebacker in the National Football League for twelve seasons and enshrined in the Pro Football Hall of Fame which located in Canton, Ohio and has 310 members?",1
22, Hiroshi Mikitani,Hiroshi Mikitani,0.3927986621856689,30.1638867855072,1.0,1.0,1.0,Who is the founder of the company which  in a joint venture with Blackstorm Labs built the RGames HTML5 gaming platform?,1
23, Frank Borzage,Frank Borzage,0.3780832290649414,30.004117488861084,1.0000001192092896,1.0,1.0,"Whose birthday falls closer to the beginning of the calendar year, Frank Borzage or David Attwood?",1
24, David Walsh,David Walsh,0.3791863918304443,29.477946043014526,1.0,1.0,1.0,Who ghost-wrote the autobiography of the sacked English cricketer who was signed to the Rising Pune Supergiants for the 2016 season?,1
25, 1945,1945,0.3757269382476806,29.66771769523621,1.0000001192092896,1.0,1.0,"What year was the singer of ""wavelength"" born ?",1
26, The Cosmopolitan of Las Vegas.,Cosmopolitan of Las Vegas,0.3926653861999511,30.96020698547364,0.9510511159896852,0.888888888888889,0.888888888888889,"UFC Fight Night: Namajunas vs. VanZant was held at which luxury resort casino in Paradise, Nevada?",1
27, Cannes Film Festival,Cannes Film Festival,0.3681330680847168,29.637036561965942,1.0,1.0,1.0,Which 2005 film festival screened out of competition the film that depicted the unofficial ceasefires along the Western Front of World War I around Christmas 1914?,1
28, Michael Fassbender,Michael Fassbender,0.3943603038787842,30.175023078918457,1.0,1.0,1.0,"Frank is a 2014 comedy-drama film directed by Lenny Abrahamson, it stars which Irish actor, and his feature film debut was in the fantasy war epic ""300"" (2007) as a Spartan warrior?",1
29, Palm Beach International Airport is farther south.,Palm Beach International Airport,0.3807892799377441,30.76117300987244,0.8713400363922119,0.7272727272727273,0.7272727272727273,"Which is farther south, Palm Beach International Airport or Fairbanks International Airport?",1
30, A Rocket to the Moon was formed first in 2006.,A Rocket to the Moon,0.3676960468292236,32.052308797836304,0.7641698122024536,0.6666666666666666,0.6666666666666666,"Which rock band was formed first, A Rocket to the Moon or Superheaven?",1
31, Dick Dale,Dick Dale,0.3888585567474365,29.51153039932251,1.0,1.0,1.0,Which surf guitarist influenced other guitarists with advances in amplifiers?,1
