idx,generated_response,ground_truth,load_knowledge_time,generate_time,bert_score,rouge1_score,rougeL_score,question,gptscore
13, Lubbock.,the northwestern part,88.65067458152771,93.92993664741516,0.0806483328342437,0.0,0.0,Texas Tech university is located in what part of the state of Texas?,0
14, Eastern Algonquian,Eastern Algonquian languages,89.46115589141846,94.9441409111023,0.7821714878082275,0.8,0.8,"The Patapsco River is a 39 mi river in central Maryland, Patapsco is derived from which subgroup, of the Algonquian languages?",1
15, 20th Century Fox,20th Century Fox,88.70519614219666,94.44351124763487,1.0,1.0,1.0,"Which movie studio located in Los Angeles released the 1939 movie ""The Jones Family in Hollywood""?",1
16, Blitz,Blitz,88.9011390209198,92.87900018692017,0.9999999403953552,1.0,1.0,Paddy Considine had a supporting role in which 2011 Elliott Lester film?,1
17, Armando Iannucci,Armando Iannucci,88.8335633277893,94.5556252002716,1.0,1.0,1.0,The British sitcom starring Sharon Horgan and Rob Delaney is produced by a man known for his collaborations with who?,1
18," ""The General""",The General,88.75818276405334,94.0502119064331,0.9102236032485962,1.0,1.0,What was the nickname of the reserve forward of the Ohio State Buckeyes who was entered in the Hall of Fame?,1
19, The Piper PA-28 Cherokee,PA28R-200 IFR,88.56963992118835,94.72277092933656,0.394374281167984,0.0,0.0,What model of aircraft is part of the PA-28 family of aircrafts and can also be rented from the Freeway Airport?,0
20, They are both home computers.,computer,88.87327933311462,94.76983094215392,0.4877821803092956,0.3333333333333333,0.3333333333333333,what does Exidy Sorcerer and Heathkit H11 have in common?,1
21, Scottish Widows,Scottish Widows,88.85554146766663,93.68044900894164,1.0,1.0,1.0,"Chris Phillips (1956–2007) was a Chief Executive of which life, pensions and investment company located in Edinburgh, Scotland, and is a subsidiary of Lloyds Banking Group?",1
22, Eddie Murphy,Saturday Night Live,88.74306654930115,93.12438893318176,0.2925505638122558,0.0,0.0,"Gilda Radner, star of Gilda Live, was a founder members of which iconic comedy TV show?",0
23, James T. Kirk,"James Tiberius ""Jim"" Kirk",88.95885992050171,94.20863366127014,0.7596354484558105,0.5714285714285715,0.5714285714285715, Dwellers in the Crucible was a novel that spoke of the friendship between Spock and which captain of the Enterprise?,1
24, Scotland,Scotland,88.96368408203125,92.92887091636658,1.0,1.0,1.0,What country are both the Dunans Castle and Dunans Bridge located in?,1
25, silicon photonics,silicon photonics,89.04179811477661,93.87446975708008,1.0,1.0,1.0,Rony Abovitz is the  founder and CEO of a U.S. startup company that is attempting to construct a light-field chip using what?,1
26," The Presbyterian University College, Ghana is located in the Eastern Region of Ghana.",Kwahu East district,88.62672114372253,98.65334844589232,0.1719850003719329,0.0,0.0,"In the capital of what district is The Presbyterian University College, Ghana?",0
27, Old Yeller (1957),Old Yeller,88.94817543029785,95.50354933738708,0.755142867565155,0.8,0.8,"Which film was released first, Old Yeller or Flight of the Navigator?",1
28, Makoto Shinkai,Makoto Shinkai,88.88783478736877,94.37160325050354,1.0,1.0,1.0,"Who directed a film that used ""Zenzenzense"" as a theme song?",1
29," Sord Computer Corporation was founded in 1970, while the TRS-80 MC-10 was produced in the early 1980s.",Sord Computer Corporation,88.51898312568665,104.97271466255188,0.6546165943145752,0.2727272727272727,0.2727272727272727,"Between TRS-80 MC-10 and Sord Computer Corporation, which was founded/produced earlier?",1
30, Chevrolet Tahoe,The Chevrolet Tahoe,88.54189038276672,92.9459753036499,0.9647273421287536,0.8,0.8,Which full-size SUV from General Motors platform was  Hummer H2  based on ,1
31, Oscar Micheaux directed more films.,Micheaux,88.55388808250427,94.9003553390503,0.4723405539989471,0.3333333333333333,0.3333333333333333,"Between P. J. Castellaneta and Oscar Micheaux, who directed more films?",1
32, Felicity,Felicity,88.6634361743927,93.06433510780334,1.000000238418579,1.0,1.0,Barefoot is a romantic comedy-drama film starring an actor known for playing Ben Covington in what television series?,1
33," Aleksander Ford was born on November 24, 1908, and Pablo Trapero was born on October 4, 1971.",Aleksander Ford,88.96702003479004,104.93429827690125,0.4926455616950989,0.2105263157894736,0.2105263157894736,"Who was born first, Pablo Trapero or Aleksander Ford?",1
34, Katniss Everdeen,Katniss Everdeen,88.49564361572266,94.21315121650696,1.0,1.0,1.0,"Which fictional charater portrayed by Jennifer Lawrence, is from a trilogy wirtten by American novelist Suzanne Collins?",1
35, No.,no,88.58969521522522,92.99946999549866,0.8128341436386108,1.0,1.0,Are Chris Marker and Yvonne Rainer American?,0
36," ""Closer""","""Closer""",88.89510655403137,93.96221041679382,1.0,1.0,1.0,What was the first EP of the singer who recorded What Ifs?,1
37," I do not have information on the birthplace of the producer of ""ZOS: Zone of Separation"".","Calgary, Alberta",89.2862012386322,102.07186985015868,0.1069487035274505,0.0,0.0,"Where was the producer of ""ZOS:Zone of Seperation"" born?",0
38, The Prodigy,The Prodigy,88.3411295413971,93.63593482971191,1.0,1.0,1.0,"Music for an Accelerated Culture is the debut album from new rave/grindie band Hadouken!, the title is thought to be a reference to both Douglas Coupland's book and Music for the Jilted Generation, the second studio album by which English electronic dance music band?",1
39, Yes.,yes,89.30017161369324,93.50293779373168,0.836855947971344,1.0,1.0,Can Fraxinus and Onoclea both be found in North America?,1
40, Kosciuszko National Park,Kosciuszko National Park,88.58381342887878,94.71339750289916,1.0,1.0,1.0,The Snowy River originates on the slopes of a moutain in what national park?,1
41, Jason Dunstall,Cameron Mooney,89.31694769859314,94.60036540031432,0.4287482798099518,0.0,0.0,Bounce is currently hosted by what former Australian football player born in 1979,0
42, Broadchurch,Broadchurch,89.42438077926636,93.83632802963255,1.0,1.0,1.0,This British comedy-drama film starred Peter O'Toole and an English actress praised for her role as a grieving mother in what film?,1
43," Deua National Park and Batemans Bay are located in New South Wales, Australia.","New South Wales, Australia",88.99288582801819,100.24185729026794,0.5969051718711853,0.4705882352941176,0.4705882352941176,Where is the country musician who made the album Beyond the Dancing from?,0
44, Das Damen,Das Damen,89.0959632396698,93.50568461418152,1.0,1.0,1.0,"What was founded first, Das Damen or Lo-Pro?",1
45, J. Stephen Maunder,J. Stephen Maunder,88.75779390335083,94.90973281860352,1.0000001192092896,1.0,1.0,Who directed the 2010 American action film 'Shadows in Paradise' starring Sofya Skya?,1
46, Cetus,Cetus,88.50778651237488,92.91745948791504,1.0000001192092896,1.0,1.0,NGC is a galaxy in what constellation that refers to a sea monter in Greek mythology?,1
47, Mumbai,"Kolkata, West Bengal",88.66237902641296,92.6227695941925,0.6023810505867004,0.0,0.0,Robert Keane played for an Indian Super League football franchise based where?,0
48, The coast of West Africa.,West Africa,88.89199686050415,95.0091004371643,0.8310716152191162,0.5714285714285715,0.5714285714285715,Naré Maghann Konaté was a 13th century king of a country in which part of Africa ?,1
49, David Nutter,Rob Reiner,89.36273550987244,94.2057774066925,0.4212313890457153,0.0,0.0,Which American activist directed Flipped?,0
50, 1930,"July 19, 1922",88.70390105247498,93.5375406742096,0.6035634279251099,0.0,0.0,When was Thomas Eagleton's running mate born?,0
51, Manchester United.,Manchester United,88.72656965255737,93.5712275505066,0.9565579891204834,1.0,1.0,The player in which Ryan Green broke the record for youngest player spent his entire professional career with what team?,1
52, Eileen Brennan,"""Divorce American Style""",88.88849830627441,93.71551871299744,0.1841077655553817,0.0,0.0,What was the film debut of the actress who starred in Pandemonium?,0
53, Collingwood Football Club,Western Bulldogs,89.37398552894592,94.87676048278809,0.4046849608421325,0.0,0.0,Cameron Cloke's brother plays for which Australian football team?,0
54, Sibley Memorial Hospital being a part of Johns Hopkins Medicine occurred first.,St. Elizabeths Hospital,88.66963768005371,98.4441180229187,0.4381722509860992,0.1333333333333333,0.1333333333333333,"Which occurred first, St. Elizabeths Hospital being designated a National Historic Landmark or Sibley Memorial Hospital being a part of Johns Hopkins Medicine?",0
55, 1988,"February 27, 1943",88.74475121498108,93.58116269111632,0.4769619703292846,0.0,0.0,When was the student of Robert Linn who won a National Medal of Arts in 2007 born?,0
56, Dan Gurney,Nissan/Datsun,89.32143878936768,94.58587908744812,0.1579529345035553,0.0,0.0,Jeff Wood made his CART debut in 1983 at a car race sponsored by what company?,0
57," Frank Yallop was born on April 4, 1964.",4 April 1964,88.9749047756195,98.962739944458,0.5276075601577759,0.5454545454545454,0.3636363636363636,What is the birthdate of the person who was San Jose Earthquakes head coach during the 2002 MLS All-Star Game?,1
58, They are both musicians.,singer,88.97108387947083,94.659765958786,0.4526169300079345,0.0,0.0,Which other occupation is the American actress who stars as a Jewish-American girl who befriends a German prisoner of war in a made-for-television war drama?,0
59, Nantes.,Nantes,88.52888703346252,93.3483500480652,0.9770960211753844,1.0,1.0,The manager from the 2012–13 AS Monaco FC season later became the head coach of what team?,1
60," Stuttgart, Baden-Württemberg, Germany",Stuttgart,88.86900568008423,97.14660215377808,0.8285954594612122,0.3333333333333333,0.3333333333333333,"Where is the headquarters of this German multinational automotive corporation, which includes Mercedes-Benz buses?",1
61, The 2009 NBA draft.,the WaMu Theatre,89.11998319625854,95.7000093460083,0.1190341040492057,0.2857142857142857,0.2857142857142857,Where was the draft where Tywon Ronell Lawson was picked by the Minnesota Timberwolves held?,0
62, Tom Pelphrey,Anthony Herrera,88.77853345870972,94.05137085914612,0.32066810131073,0.0,0.0,What is the name of the actor who portrays Jim Stenbeck on the drama As the world Turns?,0
63, James St. James,James St. James,88.54893326759338,93.81402564048769,1.0,1.0,1.0,"Who wrote the memoir about a friend who was a club promoter, musician , writer and served 17 years in prison for manslaughter?",1
