idx,generated_response,ground_truth,reset_cache_time,generate_time,bert_score,rouge1_score,rougeL_score,question,gptscore
34, United States,United States of America,0.0005109310150146,1.3335638046264648,0.9037064909934998,0.6666666666666666,0.6666666666666666,"Squire Cheyney Farm is a historic farm and national historic district located in Thornbury Township, Chester County, Pennsylvania, Thomas ""Squire"" Cheyney, was later appointed to the Pennsylvania Ratifying Convention to ratify the United States Constitution, the supreme law of which country?",1
35, RuPaul,RuPaul Andre Charles,0.0005061626434326,1.3268160820007324,0.7468718886375427,0.5,0.5,The World hosted which actor and drag queen?,1
36, September 6,born 6 September 1988,0.00050950050354,1.764397382736206,0.4836837351322174,0.6666666666666666,0.3333333333333333,"Indian model Pranav Misshra is known for performing opposite an Indian actress, model and television host on MTV Timeout, born on what day?",1
37, Stevie Nicks,Queen of Rock and Roll.,0.0005085468292236,2.178341150283813,0.3749334216117859,0.0,0.0,What nickname is often applied the singer of the song If Anyone Falls ? ,0
38, Gospel Advocate,Gospel Advocate,0.00050950050354,1.334022045135498,0.9999999403953552,1.0,1.0,"Which was published first, Gospel Advocate or Civil War Times?",1
39, New York City.,New York City,0.0005068778991699,2.2685794830322266,0.9656890034675598,1.0,1.0,Q: Staten Island and 125 Greenwich Street are both places in which City? A: New York City,1
40, Nabil Kanso,Nabil Kanso,0.000547170639038,2.6105806827545166,1.0000001192092896,1.0,1.0,Which artist created a series of 60 paintings in 1985 based on scenes and images of the 17th-century play Othello?,1
41, Peter Vasilevich Cornell,Kent Alterman,0.0005044937133789,3.02310848236084,0.3682738542556762,0.0,0.0,Who directed the film in which Peter Cornell portrayed Vakidis?,0
42, Queens County,Nassau County,0.0005121231079101,1.330622911453247,0.6718270778656006,0.5,0.5,In what county in New York did Mike Witteck attend high school?,0
43, Hartford Whalers,The Hartford Whalers,0.0005209445953369,1.7519607543945312,0.9842548370361328,0.8,0.8,What Connecticut team did František Kučera play for?,1
44, super-heavy tank,operational tank ever made,0.0005130767822265,1.7603895664215088,0.6047670841217041,0.2857142857142857,0.2857142857142857,"Twelve FCM F1's were ordered in 1940 to replace a tank that was, in physical dimensions the largest what?",0
45, Dornier Do 228,Dornier Do 228,0.0005302429199218,3.033752918243408,1.0,1.0,1.0,The Agderfly AS flight school in Norway utilized which type of twin-turboprop STOL utility aircraft between 1989 and 1992?,1
46, Jared Leto,Jared Joseph Leto,0.0005273818969726,1.7556500434875488,0.949945867061615,0.8,0.8,"Who has acted in more films, Jared Leto or Rome Ramirez?",1
47, Island Records,Island Records,0.000511884689331,1.33506178855896,1.0,1.0,1.0,Which label released Pomme Fritz by the electronic music group known for being the pioneers of ambient house?,1
48, 1993,1970,0.0004956722259521,1.7565174102783203,0.5738776922225952,0.0,0.0, Ronald de Boer is the older twin brother of this Dutch former footballer born in what year?,0
49," ""Tsst""","on May 3, 2006",0.0004985332489013,2.1747260093688965,0.0011727958917617,0.0,0.0,"the episode aired on May 3, 2006",0
50, Altoona,"46,320",0.0005121231079101,1.3350634574890137,0.1026208698749542,0.0,0.0,Central Trust Company Buildings are two historic commercial buildings located at a city that had how many inhabitants in 2010 ?,0
51, International Data Group (IDG),International Data Group,0.0005173683166503,3.447904109954834,0.8374391794204712,0.8571428571428571,0.8571428571428571,"Rush City was packaged with a magazine that is a subsidiary of which media, events, and research technology group?",1
52, Jennifer Love Hewitt,Jennifer Love Hewitt,0.0005068778991699,2.178842306137085,0.9999999403953552,1.0,1.0,Shaky Ground featured what American actress who began her acting career as a child in commercials and in the Disney Channel series Kids Incorporated?,1
53, flowering plants,genus,0.0005028247833251,1.337313175201416,0.3562871217727661,0.0,0.0,Austrocylindropuntia and Ceratopteris are both examples of what taxonomic category?,0
54, Sergio Martínez,Sergio Gabriel Martínez,0.0005114078521728,2.1796751022338867,0.9377797842025756,0.8571428571428571,0.8571428571428571,"Kelly Robert Pavlik (born April 5, 1982) is an American former professional boxer who competed from 2000 to 2012, he made three successful title defenses before losing them to which Argentine former professional boxer, who competed from 1997 to 2014?",1
55, 15 animals,15 animals,0.000514268875122,1.7563862800598145,0.9999998807907104,1.0,1.0,The west Gate Lodge is connected to Cardiff Castle by the Animal Wall depicting what?,1
56, Laptop,"Received the nickname ""Laptop""",0.0005054473876953,0.921945333480835,0.6650179028511047,0.4,0.4,"What was the nickname of the employee of an American company that manufactures footwear, sports, and casual apparel given by Bill Parcells because of his fondess for technology? ",1
57, Mayo Methot,Mayo Methot,0.0005030632019042,1.7610256671905518,1.000000238418579,1.0,1.0,"Which American film and theater actress who appeared in over 30 films, as well as on Broadway starred in The Night Club Lady?",1
58, New York City,New York City,0.0005109310150146,1.756129026412964,1.0,1.0,1.0,Q: Staten Island and 125 Greenwich Street are both places in which City? A: New York City,1
59," ""No Time for Sergeants""",Roogie's Bump,0.0005016326904296,3.452311754226685,0.0664688944816589,0.0,0.0,What film did an American character actor who often portrayed military or authority figure roles star in?,0
60, Gallery,Gallery,0.0005066394805908,0.9090111255645752,1.0,1.0,1.0,The horror short story The Raft by Stephen King was also included in what popular skin magazine?,1
61, Yes.,yes,0.0005176067352294,1.340301513671875,0.836855947971344,1.0,1.0,Can Fraxinus and Onoclea both be found in North America?,1
62, Carlo Rovelli,Carlo Rovelli,0.0005092620849609,2.1801018714904785,1.000000238418579,1.0,1.0,"Who was the first person to describe Relational Quantum mechanics and has worked in Italy, the United States, and France?",1
63," May 28, 2016","May 28, 2016",0.0005385875701904,3.5867624282836914,1.0000001192092896,1.0,1.0,"Deez Nuts was a satirical candidate, portrayed by Brady C. Olson, who ran in the 2016 United States presidential election, a poll performed in mid-August 2016 shows Deez Nuts slightly edging out Harambe and Jill Stein in Texas, with 3% of the vote, on which day, a three-year-old boy climbed into a gorilla enclosure at the Cincinnati Zoo and Botanical Garden and was grabbed and dragged by Harambe, a 17-year-old Western lowland gorilla, fearing for the boy's life, a zoo worker shot and killed Harambe?",1
