idx,generated_response,ground_truth,load_knowledge_time,generate_time,bert_score,rouge1_score,rougeL_score,question,gptscore
32," urs are fairs held at the shrines of Sufi saints in Punjab, Pakistan, typically marking the death anniversary of the saint.",fairs held at the shrines of Sufi saints,0.2921056747436523,36.571420431137085,0.7441761493682861,0.5517241379310345,0.5517241379310345,What are urs?,1
33, Demetrius I of Georgia,Demetrius I of Georgia,0.3312492370605469,30.50314712524414,0.9999999403953552,1.0,1.0,Who eventually oversaw completion of the Gelati Monastery?,1
34," Besides Seurat, the beginnings of Cubism can be found in the works of Paul Cézanne, particularly in his late works, and in the influence of African, Polynesian, Micronesian, and Native American art on artists such as Pablo Picasso and Henri Matisse.",in the two distinct tendencies of Cézanne's later work,0.3336348533630371,44.489086627960205,0.4127126634120941,0.2264150943396226,0.2264150943396226,Besides Seurat where else are the beginnigs of Cubism found?,0
35, Ethyl alcohol.,ethyl alcohol,0.3420765399932861,30.22037029266357,0.9688552618026732,1.0,1.0,What type of alcohol is found in wine and distilled spirits?,1
36, Elijah,Elijah,0.3459258079528808,29.401273488998413,1.0,1.0,1.0,Who do the mosaics at the the basilica of San Lorenzo depict as being abducted?,1
37, 1920,early as 1920,0.3565726280212402,29.93692135810852,0.843306839466095,0.5,0.5,In what year was the assertion made that the flat canvas supported Cubism?,1
38, CAD (Computer Aided Design) software.,CAD,0.3464207649230957,31.479984998703003,0.8085414171218872,0.3333333333333333,0.3333333333333333,Which software can aid in the design of robotically created mosaics?,1
39, 1953,1953,0.3467113971710205,29.98049068450928,1.0000001192092896,1.0,1.0,In what year did Joseph McCarthy declare that the federal government was employing communists?,1
40, Approximately 56% of Pakistan's total population lives in Punjab.,Nearly 60%,0.3219878673553467,32.58441638946533,0.4035323858261108,0.0,0.0,How much of Pakistan's population lives in Punjab?,0
41," The inert gas in a light bulb reduces filament evaporation and prevents oxidation, allowing the filament to be operated at a higher temperature without reducing its life.",reduces filament evaporation,0.3298735618591308,36.90776085853577,0.5518913269042969,0.1999999999999999,0.1999999999999999,What is the advantage of using inert gas in a light bulb?,1
42, Taunton and Wincanton.,Horse racing courses are at Taunton and Wincanton,0.3246657848358154,31.233216047286987,0.8132237195968628,0.5454545454545454,0.5454545454545454,Where are the horse races held ,1
43," Potassium, silicon, and aluminium oxides.","potassium, silicon, and aluminium oxides",0.3351173400878906,31.78753924369812,0.9670339226722716,1.0,1.0,What other materials were combined with tungsten?,1
44, Italy,Rome,0.3443629741668701,29.427517890930176,0.6318598985671997,0.0,0.0,Of what were Roman camps diminutive versions?,0
45, The Architects Registration Act 1997.,"the Housing Grants, Construction and Regeneration Act",0.3606901168823242,31.089731693267822,0.3617463707923889,0.3333333333333333,0.3333333333333333,What was the name of the legistlation leading to the change in ARCUK's name?,0
46," Prophets, saints, and patriarchs.","prophets, saints and patriarchs",0.3462178707122803,31.72740912437439,0.966949701309204,1.0,1.0,The tympana under the dome had images of whom displayed?,1
47, The national horse and cattle show at Lahore is the biggest festival in Punjab.,The national horse and cattle show,0.3398072719573974,33.030237913131714,0.5640925168991089,0.6,0.6,What is Punjab's biggest festival?,1
48, 1971,1971,0.3572864532470703,29.907527208328247,1.0,1.0,1.0,In what year was the Taragaon Museum built?,1
49, The East of England.,the East of England,0.3415732383728027,30.35906767845153,0.978477954864502,1.0,1.0,What territory did RIBA's Cambridge branch office cover?,1
50, Guru Nanak,Guru Nanak,0.3180708885192871,29.88929867744445,1.0,1.0,1.0,Who was the first Sikh Guru?,1
51, Filippo Tommaso Marinetti.,Filippo Tommaso Marinetti,0.3544778823852539,31.23398399353028,0.989513635635376,1.0,1.0,The ideas of which Cubo Futurist influenced the avant-garde in architecture?,1
52, Heat from a building's heating system is more cost-effective.,heat from the heating system,0.352445125579834,32.17490243911743,0.6309818625450134,0.5000000000000001,0.5000000000000001,"What is more cost-effective, heat from incandescent bulbs or heat from a building's heating system?",1
53, Moses,Moses,0.3118836879730224,29.29915976524353,0.9999999403953552,1.0,1.0,Who is depicted in Saint Catherine's Monastery on a mosaic landscape background? ,1
54, Somerset Coalfield,The Somerset Coalfield is part of a larger coalfield which stretches into Gloucestershire,0.349280834197998,29.93600416183472,0.7975793480873108,0.2666666666666667,0.2666666666666667,What is the name of the coal field ,1
55," The French Invader creates ""Rubikcubism"" styled mosaics by using a style he refers to as ""Rubikcubism"", which uses a kind of dual layer mosaic via grids of scrambled Rubik's Cubes.",grids of scrambled Rubik's Cubes,0.3438229560852051,41.7573881149292,0.4978612065315246,0.3243243243243243,0.3243243243243243,"How does the French Invader create ""Rubikcubism"" styled mosaics?",1
56," C&J Clark's shoes left the area due to the transfer of work to lower-wage areas, such as China and Asia.","the work was transferred to lower-wage areas, such as China and Asia",0.3424310684204101,35.654625415802,0.5547130107879639,0.6666666666666667,0.6111111111111112,Why did Cj clark shoes leave the area ,1
57, 5,five,0.3549618721008301,29.726559162139893,0.9229784607887268,0.0,0.0,How many sectors make up the Kathmandu metropolitan area?,1
58, Somerset.,"on the clay substrate, are broad valleys which support dairy farming and drain into the Somerset Levels.",0.3545305728912353,29.758141040802,0.4322324097156524,0.1111111111111111,0.1111111111111111,What area support dairy farming ,0
59, Fermentation.,fermentation,0.3440799713134765,29.812318325042725,0.9433563947677612,1.0,1.0,What brewing process naturally carbonates beer?,1
60, 10 °C (50 °F),below 15.5 °C,0.3338022232055664,31.56354713439941,0.7437220811843872,0.25,0.25,At what cool temperature is a beers flavor reduced?,0
61, Gareth Hoskins Architects,Gareth Hoskins Architects,0.3492937088012695,30.222010135650635,1.0000001192092896,1.0,1.0,Who designed rooms 128 and 128a at the V&A Museum?,1
62," Laws are written by governments to ban incandescent light bulbs by setting minimum efficacy standards higher than can be achieved by incandescent lamps, making them obsolete.",by setting minimum efficacy standards higher than can be achieved by incandescent lamps,0.3379216194152832,37.239511013031006,0.7262002825737,0.6666666666666666,0.6666666666666666,How are laws written that bring about a ban of incandescent light bulbs?,1
63, 91.379.615,91.379.615,0.3397319316864013,30.80178475379944,1.0,1.0,1.0,What is Punjab's population?,1
64, Roger II of Sicily,Georgios of Antiochia,0.3507895469665527,30.426430463790894,0.3743383288383484,0.2857142857142857,0.2857142857142857,Who was the founder of the Martorana church?,0
65," The three tiers of school in Somerset are: first, middle, and upper schools.","a three-tier system of first, middle and upper schools in the Cheddar Valley, and in West Somerset",0.3387525081634521,33.566946268081665,0.7541170716285706,0.7096774193548387,0.5161290322580646,What are the 3 tiers of school ,1
66, 110,110,0.3470144271850586,29.772050857543945,1.0,1.0,1.0,How many catholic schools are in Paris?,1
67, Punjab provides the largest pool of professionals and highly skilled (technically trained) manpower in Pakistan.,largest pool of professionals and highly skilled (technically trained) manpower in Pakistan,0.3250923156738281,34.15198755264282,0.9185349941253662,0.888888888888889,0.888888888888889,What manpower does Punjab provide?,1
68, 1040,1040,0.3489148616790771,30.000215530395508,1.0,1.0,1.0,What year was The Benedictine Weihenstephan Brewery first licensed as a brewery?,1
69," Lisbon, Portugal, and many other cities in the Lusosphere.",streets,0.3289299011230469,32.86524176597595,0.2686430215835571,0.0,0.0,What other cityscape is done with Portuguese pavement?,0
70," The kantharos vase and vine refer to the eucharist, the symbol of the sacrifice of Christ leading to salvation.",the eucharist,0.3404834270477295,35.82875394821167,0.59312903881073,0.1904761904761905,0.1904761904761905,What do the katharos vase and vine refer to?,1
71, Architects.,Architects,0.3557157516479492,29.712809801101685,0.9691050052642822,1.0,1.0,"In terms of profession, what were people like Philip Hardwick, William Adams Nicholson and Thomas de Grey?",1
72, Bridgwater Bay,"Bridgwater Bay, and is a National Nature Reserve",0.326138973236084,30.247216939926147,0.7814265489578247,0.4,0.4,what is the name of the natural reserve area ,1
73, The Somerset Rural Life Museum in Glastonbury.,the Somerset Rural Life Museum in Glastonbury,0.3507947921752929,31.91307806968689,0.9919539093971252,1.0,1.0,What is the name of the museum in Glastonbury ,1
74, 130,130,0.35247802734375,29.66244649887085,1.0000001192092896,1.0,1.0,How many seats does the Pregones' new theater have?,1
75, 1904.,1904,0.3578474521636963,30.188315629959103,0.97119802236557,1.0,1.0,When did a British expedition to Tibet invade the country?,1
76," Early carbon filaments had a negative temperature coefficient of resistance, making them sensitive to fluctuations in the power supply.","as they got hotter, their electrical resistance decreased",0.3329987525939941,34.707003355026245,0.5209091305732727,0.074074074074074,0.074074074074074,What was the primary problem with early carbon filaments?,1
77, Hard water.,hard water,0.3568923473358154,30.073747873306274,0.9611092805862428,1.0,1.0,"What type of water is good for making stout beer, like Guinness?",1
78, Alvissmal,Alvíssmál,0.337005615234375,30.013487815856934,1.0000001192092896,0.0,0.0,"What 12th century poet once wrote ""Ale it is called among men, but among the gods, beer.""?",1
79, 144 ohms,144 ohms,0.3516910076141357,30.206457376480103,1.0,1.0,1.0,What is the resistance of a typical lit 100-watt incandescent bulb?,1
80, 89%,89%,0.3503966331481933,29.94222640991211,1.0000001192092896,1.0,1.0,What minimum percent of each Punjab district speaks Punjabi natively?,1
81, Yeast.,yeast,0.3483180999755859,29.800612211227417,0.9573681354522704,1.0,1.0,What ingredient is filtered out of most beers when it is packaged in bottles and cans?,1
82, The 12th century.,in the 12th century,0.3251562118530273,30.809157133102417,0.9585852026939392,0.8571428571428571,0.8571428571428571,The more humanistic conception of Christ appeared when?,1
83, Soft water.,soft water,0.3544628620147705,29.773548126220703,0.957123875617981,1.0,1.0,What type of water is best for making pale lager?,1
84, The Jewish people got influenced by the Byzantine Empire.,Byzantine,0.3258452415466308,31.855833768844604,0.595800518989563,0.1999999999999999,0.1999999999999999,The mosaics in the Great Mosque in Corduba have what kind of style?,0
85," Gujranwala, Toba Tek Singh, Faisalabad, Sialkot, Bahawalnagar and communities across Khanewal District.","Fesco, Gepco and Mepco",0.3354456424713135,37.3651487827301,0.1110148280858993,0.125,0.125,Which energy companies' offices were attacked by rioters?,0
86, Constantine Monomachos,Constantine Monomachos,0.3351984024047851,30.79383373260498,0.9999998807907104,1.0,1.0,Who sent the Byzantine craftsmen that built Yaroslav's cathedral?,1
87, 787–797,787–797,0.3526911735534668,30.06820225715637,1.0,1.0,1.0,When did the Iconodules  change the cross in the Hagia Sophia?,1
88, 2013,11 May 2013,0.3517663478851318,29.75469326972961,0.6563265919685364,0.5,0.5,When was Sharif re-elected CM?,0
89," Some other attractions in Somerset include the Fleet Air Arm Museum, the Helicopter Museum, and the Somerset Rural Life Museum.","Claverton Pumping Station, Dunster Working Watermill, the Fleet Air Arm Museum at Yeovilton, Nunney Castle, The Helicopter Museum in Weston-super-Mare",0.343825101852417,35.36086416244507,0.5925301313400269,0.4285714285714286,0.380952380952381,What are some other attractions ,0
90," The flaw in the color of light produced by an incandescent bulb is that it does not match the sensitivity characteristics of the human eye, resulting in a non-white light.","the light emitted does not appear white,",0.3535230159759521,38.14816451072693,0.591738224029541,0.2631578947368421,0.2631578947368421,What is the flaw in the color of light produced by an incandescent bulb?,1
91, 22.8 inches (580 mm),22.8 inches,0.3910346031188965,31.52697515487671,0.8265101909637451,0.7499999999999999,0.7499999999999999,How long is a typical uncoiled tungsten filament for a 60-watt bulb?,1
92, The legitimate interests of the profession were best served by the architectural associations in which some 80% of those practising architecture were to be found.,architectural associations,0.3221936225891113,36.73778820037842,0.6681607961654663,0.1481481481481481,0.1481481481481481,Who did Barnes believe was best able to advance the interests of architects?,1
93, Barley malt.,barley malt,0.3542242050170898,30.204857349395752,0.9777106046676636,1.0,1.0,What is the main source of starch and most beer?,1
94, Santa Pudenziana,Santa Pudenziana,0.3506157398223877,30.43553066253662,1.0,1.0,1.0,What Christian church besides the Santa Costanza was built in the 4th century?,1
95, The letters represent the shape of the bulb.,the shape of the bulb,0.3451535701751709,31.4675726890564,0.8186033368110657,0.7692307692307693,0.7692307692307693,What do the letters identify in a bulb shape designation?,1
96, The original Charter of 1837.,The original Charter of 1837,0.3308906555175781,31.19577646255493,0.9882237315177916,1.0,1.0,What document set forth the goals of the Royal Institute?,1
97, 1743,1743,0.3348159790039062,29.96005487442017,0.9999999403953552,1.0,1.0,What year did Pietro Paolo Cristofari die?,1
98, Architectural design.,public realm artworks,0.3506712913513183,30.056970357894897,0.2922877669334411,0.0,0.0,What kind of artistic production can be supported by design competitions?,0
99, Woman Walking,Woman Walking,0.356492280960083,29.73003602027893,1.0000001192092896,1.0,1.0,Which  Alexander Archipenko piece was similar to other Cubist scupltures of that time?,1
100, 20-22 hours.,20–22 hours a day,0.3483631610870361,30.55618691444397,0.7542146444320679,0.7499999999999999,0.7499999999999999,How long were cities without electricity in June 2012?,1
101, 2.5 square meters (26 square feet),2.5 square meters,0.3047783374786377,32.03846764564514,0.8354793787002563,0.7272727272727273,0.7272727272727273,How much habitat is damaged from just one sixpack of microbrew?,1
102, The oldest scenes in St. Mark's mosaics were executed by Greek masters in the late 11th century.,the late 11th century,0.3279118537902832,35.190393924713135,0.4857939779758453,0.3636363636363636,0.3636363636363636,When were the oldest scenes in St. Mark's mosaics completed?,1
103, 1892.,1892,0.3328619003295898,30.323220014572144,0.9691181778907776,1.0,1.0,In what year was the Great Fire?,1
104, Yeast.,yeast,0.3467249870300293,29.77686190605164,0.9573681354522704,1.0,1.0,What ingredient is filtered out of most beers when it is packaged in bottles and cans?,1
105, Yeast,yeast,0.3352787494659424,29.691655158996586,1.0000001192092896,1.0,1.0,What ingredient is filtered out of most beers when it is packaged in bottles and cans?,1
106, 1 in × 1 in (25 mm × 25 mm),1 in × 1 in,0.3434383869171142,32.97864818572998,0.6374673247337341,0.6666666666666666,0.6666666666666666,What is the typical size of a ceramic mosaic tile?,1
107, To protect Bristol and other towns from bombers by mimicking their geometry and simulating activities to distract the enemy.,"decoy towns were constructed in Somerset in World War II to protect Bristol and other towns, at night",0.3528707027435303,34.72550106048584,0.4243690967559814,0.3243243243243243,0.3243243243243243,Why were decoy towns used in WW2,1
108, 9 Conduit Street.,9 Conduit Street,0.3324172496795654,30.696528673172,0.9856371283531188,1.0,1.0,What was the RIBA Library's first address?,1
109, North Somerset and Bath & North East Somerset.,"North Somerset, and Bath & North East Somerset",0.359372615814209,31.61755537986756,0.9763851165771484,1.0,1.0,What 2 Unitary authorities were established in april 1996 ,1
110," Pierre Reverdy, Maurice Raynal, and Daniel-Henry Kahnweiler.","Gris, Léger and Gleizes",0.353907823562622,33.39029097557068,0.3528358936309814,0.1538461538461538,0.1538461538461538,Name the three artists who were in part resonsible for the reemergence of Cubism between 1917 and 1924.,0
111, Head of a Woman (Fernande),Head of a Woman,0.3507547378540039,31.44791603088379,0.752649188041687,0.888888888888889,0.888888888888889,What was the name of the 1909 Cubist sculpture Picassos created?,1
112, The resistance of the filament.,the resistance of the filament,0.3439230918884277,30.717785120010376,0.9870268106460572,1.0,1.0,What principally determines the wattage of an incandescent bulb?,1
113, Designs or canvases from famous artists.,designs or canvases,0.3377320766448974,31.279388904571533,0.761960506439209,0.6666666666666666,0.6666666666666666,The mosaics of St.Peter's are often based on what?,1
114, 2007,2007,0.3094103336334228,30.03496718406677,1.0000001192092896,1.0,1.0,When was 'The Grand Concourse' published?,1
115, An opera house.,an opera house,0.3359537124633789,30.246585607528687,0.9819216728210448,1.0,1.0,Where did the Texas bulb begin its life?,1
116, Woman's Head,The first true Cubist sculpture,0.3294646739959717,29.92372465133667,0.1202264353632927,0.0,0.0,What Douglas Cooper call Picasso's 1909 Cubist sculpture?,0
117," The largest mosaic in Italy is the Monreale mosaics in the Cathedral of Monreale, Sicily.",The Monreale mosaics,0.3581018447875976,35.35564494132996,0.6278735995292664,0.3333333333333333,0.3333333333333333,What is the name of the largest mosaics in Italy?,1
118," A landslide occurred in the 12th century, covering the mosaics and protecting them for 700 years.",a landslide,0.3296706676483154,35.170639753341675,0.4315167665481567,0.2222222222222222,0.2222222222222222,What caused the mosaics at the villa rustica to be protected for centuries? ,1
119, Deer or stags symbolized the faithful aspiring to Christ.,the faithful aspiring to Christ,0.3415088653564453,32.31529688835144,0.4995492398738861,0.7142857142857143,0.7142857142857143,What did deers or stags represent in Christian Symbolism?,1
120, Alcohol.,alcohol,0.3522040843963623,29.65984010696411,0.9097024202346802,1.0,1.0,What beverage did the Libyan government ban?,1
121, 133 billion,More than 133 billion,0.3385107517242431,29.828367710113525,0.9279364347457886,0.6666666666666666,0.6666666666666666,How many liters of beer are bought and sold every year?,0
122, A stem or glass mount anchored to the bulb's base allows the electrical contacts to run through the envelope without air or gas leaks.,a stem or glass mount anchored to the bulb's base,0.3496513366699219,35.86624550819397,0.8500444889068604,0.6111111111111112,0.6111111111111112,What prevents air or gas leaks from a light bulb?,1
123, Romania,Hungary,0.3370213508605957,29.4524610042572,0.6836843490600586,0.0,0.0,In what kingdom was the Bizere Monastery located?,0
124, Classical tradition.,Classical,0.333162784576416,29.92014956474304,0.6733291149139404,0.6666666666666666,0.6666666666666666,Vine Scroll motifs are classified under what kind of tradition?,1
125, Siemens,Siemens,0.3478810787200928,29.462732553482056,1.0000001192092896,1.0,1.0,What company invented the tantalum light filament?,1
126," The House of the Black Madonna in Prague, built in 1912 by Josef Gočár, is considered one of the best-known Cubist architecture buildings.",House of the Black Madonna,0.3409740924835205,37.40353155136109,0.5157281160354614,0.3333333333333333,0.3333333333333333,What is the best known Cubist architecture building? ,1
127, The Byzantine Emperor sent a master mosaicist to Spain to supervise the decoration of the Great Mosque in Corduba.,the Byzantine Emperor,0.3387868404388428,35.07845067977905,0.5095493793487549,0.2727272727272727,0.2727272727272727,Who sent the master mosaicist to Spain?,1
128, Nankana Sahib,Nankana Sahib,0.3355116844177246,30.47972249984741,1.0,1.0,1.0,Where was Nanak born?,1
129, Devon and Somerset Fire and Rescue Service,The Devon and Somerset Fire and Rescue Service was formed in 2007 upon the merger of the Somerset Fire and Rescue Service with its neighbouring Devon service,0.3539273738861084,30.82169938087464,0.8099128007888794,0.4117647058823529,0.4117647058823529,What fire / rescue squad was formed in 2007 ,1
130, Defence equipment and technology.,defence equipment and technology.,0.3382430076599121,30.296910762786865,1.000000238418579,1.0,1.0,What is Somerset an important supplier of ,1
131, 371,371,0.3521630764007568,29.70389175415039,1.0,1.0,1.0,How many seats are in the Provincial Assembly?,1
132, Cambridge.,Cambridge,0.3535740375518799,29.644779920578003,0.9781219363212584,1.0,1.0,With what university is J.M.E. McTaggart affiliated?,1
133," Pilton, near Shepton Mallet, Somerset, England.","takes place most years in Pilton, near Shepton Mallet",0.3434092998504638,32.38677477836609,0.7653726935386658,0.5333333333333333,0.5333333333333333,Where does the Glastonbury Music festival take place ,1
134, Quality.,quality,0.3463468551635742,29.78662943840027,0.9166614413261414,1.0,1.0,What were cans originally believed to maintain in beer?,1
135, Folk music,folk,0.3498857021331787,29.80854797363281,0.7846746444702148,0.6666666666666666,0.6666666666666666,What genre of music is played at urs?,1
136, Alba Regia,Alba Regia,0.3401267528533935,30.288311004638672,1.0000001192092896,1.0,1.0,What is the Royal Basilica of the Hungarian kings also known as?,1
137, 1966,"The University of Bath gained its Royal Charter in 1966, although its origins go back to the Bristol Trade School",0.3469812870025635,30.072890520095825,0.1457286775112152,0.0952380952380952,0.0952380952380952,When did the university of Bath gain royal charter ,1
138, The Encyclopædia Britannica.,Encyclopædia Britannica,0.3083674907684326,31.57735228538513,0.9651424884796144,0.8571428571428571,0.8571428571428571,What major compendium did Budden help write an article for?,1
139, Bethany,Bethany,0.3581728935241699,29.82329225540161,1.0,1.0,1.0,Where would the Byzantine church of the Lazarium be located today?,1
140, The Mendip Hills.,the Mendip Hills are moderately high limestone hills,0.3451318740844726,30.47192692756653,0.7755764722824097,0.5454545454545454,0.5454545454545454,What area lies in the northeastern part of Somerset levels ,1
141, Geometric patterns from the simple to the complex.,geometric,0.3501157760620117,31.915180683135983,0.5069441199302673,0.2222222222222222,0.2222222222222222,What is the most common pattern for Portuguese pavement?,1
142, Calligraphic inscriptions from the Quran.,Calligraphic inscriptions from the Quran,0.3190906047821045,31.46406650543213,0.991122543811798,1.0,1.0,What kind of inscriptions decorate Punjab's burial places?,1
143, The Architecture Exhibition Space.,Architecture Exhibition Space,0.3543481826782226,30.409947872161865,0.9743694067001344,0.8571428571428571,0.8571428571428571,What is found at Room 128a of the Victoria & Albert Museum?,1
144, Sicily,Sicily,0.345569372177124,29.68134808540344,1.0,1.0,1.0,What did the Allies invade after they conquered North Africa?,1
145, Architects Registration Board,Architects Registration Board,0.3190767765045166,29.802647352218628,1.0,1.0,1.0,What does ARB stand for?,1
146, 1872,1872,0.3338954448699951,30.02028012275696,1.0000001192092896,1.0,1.0,How long has the FA Cup been contested?,1
147, 1834,1837,0.3461823463439941,29.99519419670105,0.6991536021232605,0.0,0.0,When did the University of Michigan leave Detroit?,0
148, 5%,a 5% reduction in operating voltage,0.3457105159759521,30.027382135391235,0.4209872186183929,0.2857142857142857,0.2857142857142857,What level of voltage reduction is required to double the life of an incandescent bulb?,1
149, Bayonet base.,Bayonet base lamps,0.3409538269042969,30.271573305130005,0.6643452048301697,0.8,0.8,What is the typical base type for automotive lamps?,1
150, Minimum space standards in newly built British houses.,minimum space standards,0.352635383605957,31.48192763328552,0.699317455291748,0.5454545454545454,0.5454545454545454,What did the Royal Institute support in order to keep up with housing in mainland Europe?,1
151, A high resistance that made power distribution from a centralized source economically viable.,high resistance,0.341050386428833,32.69604730606079,0.532156229019165,0.2666666666666667,0.2666666666666667,What made power distribution economically viable in Edison's lamp?,1
152, It indicates that the contact is designed to control circuits with high inrush current characteristic of tungsten lamps.,they are designed to control circuits with the high inrush current characteristic of tungsten lamps,0.3476526737213135,34.62868857383728,0.7689751982688904,0.7878787878787877,0.7272727272727272,"What does a ""T"" rating symbol on an electrical contact mean?",1
153, The Bath Literature Festival.,The annual Bath Literature Festival is one of several local festivals in the county,0.3396854400634765,30.311686515808105,0.7901597619056702,0.4444444444444445,0.4444444444444445,who holds a literature festival each summer ,1
154," The whole interior of St Mark's Basilica in Venice is clad with elaborate, golden mosaics.",façades were also decorated,0.3447244167327881,34.42266392707825,0.2873154580593109,0.0,0.0,What was special about St Mark's Basilica in Venice?,0
155, Calçada Portuguesa,Calçada Portuguesa,0.348630428314209,30.69545316696167,1.0000001192092896,1.0,1.0,Portuguese pavement is known by what other name?,1
156," The paucity of surviving mosaics from the Komnenian period is due to accidents of survival, giving a misleading impression.",accidents of survival,0.3515846729278564,35.92644214630127,0.3073024153709411,0.2727272727272727,0.2727272727272727,Why are there so few surviving mosaics from the Komnenian period?,1
