idx,generated_response,ground_truth,load_knowledge_time,generate_time,bert_score,rouge1_score,rougeL_score,question,gptscore
15, Energy.,energy,0.0800418853759765,19.244112730026245,0.8861300349235535,1.0,1.0,The first law of thermodynamics asserts that what is always conserved and that heat flow is a form of energy transfer?,1
16, Dr. R. V. Jones,Dr. R. V. Jones,0.0729439258575439,20.24808931350708,1.0,1.0,1.0,Which RAF technical advisor was the conversation passed onto?,1
17, The Pioneer Corps.,Pioneer Corps,0.3053910732269287,19.638474464416504,0.966135025024414,0.8,0.8,The Royal Army Pay Corps and what other group were in charge of salvage and clean-up?,1
18, Airborne radar,airborne radar,0.0769524574279785,19.419673681259155,1.0,1.0,1.0,What concept eventually became successful?,1
19," December, 1969","December, 1969",0.3141887187957763,19.87285614013672,1.0000001192092896,1.0,1.0,When was the Endangered Species Conservation Act passed?,1
20, The Tulsa Port of Catoosa in Oklahoma is the furthest-inland oceangoing port in the US.,Tulsa,0.0806117057800293,23.478243589401245,0.4178298413753509,0.1176470588235294,0.1176470588235294,Where is the furthest-inland oceangoing port in the US?,1
21," September 17, 1940.",17 September,0.0986199378967285,20.41521072387696,0.5800522565841675,0.8,0.4,What day did Hitler postponed Operation Sea Lion?,1
22," Sand Springs, Oklahoma.",Sand Springs,0.0855824947357177,19.80594801902771,0.7793976068496704,0.8,0.8,Where is 'Discoveryland!'?,1
23, The Tulsa Shock.,Tulsa Shock,0.0787549018859863,19.60390543937683,0.9471717476844788,0.8,0.8,What had Oklahoma's WNBA team been?,1
24, The land owner increased harvesting and shortened the age at which he harvests his trees to ensure that they do not become old enough to become suitable habitat for the red-cockaded woodpecker.,increased harvesting and shortened the age at which he harvests his trees to ensure that they do not become old enough to become suitable habitat,0.0907127857208252,26.897136926651,0.7407619953155518,0.8620689655172413,0.8620689655172413,How did a land owner impact the protected red-cockaded woodpecker species?,1
25, The Air Ministry planned to replace Dowding with Sholto Douglas.,attack him and his abilities,0.090639591217041,21.55244731903076,0.0554357208311557,0.0,0.0,What did the Air Ministry plan to do with his failures?,0
26," Infrastructure, housing stock, and ports.",commercial and domestic areas,0.0999600887298584,20.36207294464112,0.489996999502182,0.2222222222222222,0.2222222222222222,What was primarily damaged in the attacks?,0
27, Dutch,Dutch,0.083076000213623,18.98837184906006,1.0,1.0,1.0,What nationality was Jan Joosten van Lodensteijn?,1
28," Over 2,600 performances.","more than 2,600",0.0794894695281982,20.19359278678894,0.6034935116767883,0.5,0.5,How many performances of Oklahoma! was Ridge Bond in?,1
29, Over one million people.,over one million,0.3103091716766357,19.828094482421875,0.8005800247192383,0.8571428571428571,0.8571428571428571,How many people attend the Tulsa State Fair each year?,1
30," The Luftwaffe failed to achieve air superiority over Britain and its strategic bombing campaign, known as the Blitz, failed to break British morale or significantly damage the war economy.",failed in precision attack,0.1097686290740966,25.57689666748047,0.2205228805541992,0.0606060606060606,0.0606060606060606,What did the Luftwaffe fail?,0
31, Cotton-top tamarins.,cotton-top tamarin,0.0843942165374755,19.956441164016724,0.934345543384552,1.0,1.0,The Center for Public Integrity found that 151 of what primate were moved from the New England Primate Research Center into exotic pet trade?,1
32," The RAF might have pulled out to the north, waited for the German invasion, then redeployed southward again.",the north,0.0678472518920898,23.573112726211548,0.3210631012916565,0.1999999999999999,0.1999999999999999,Where do some archaeologists speculate Sumerians originally moved from?,0
33," The Bristol Blenheim F.1 struggled to reach the speed of the German bombers, such as the Do 17, Ju 88, or Heinkel He 111.",struggled to reach the speed of the German bombers,0.0848252773284912,25.921837091445923,0.7255372405052185,0.5294117647058824,0.5294117647058824,How did the Bristol Blenheim F.1 compare to German aircraft speed?,1
34, Earl Baysinger,Dr. Earl Baysinger,0.0827968120574951,19.588610649108887,0.9056602716445924,0.8,0.8,Who was the core staffer to the legislation that worked for the EPA and continued to work in the Office of Endangered Species?,1
35," Contributions to the £5,000 ""Spitfire Funds"" were used to build fighters.",to build fighters,0.0836842060089111,22.62723016738892,0.5724010467529297,0.4,0.4,What were Spitfire Funds used for?,1
36, The Royal Navy.,Royal,0.0723497867584228,19.59847664833069,0.5828114748001099,0.5,0.5,Which Navy was assumed not to be able to operate under German air superiority?,1
37, The heavy fighting in the Battle of Britain.,the Battle of Britain,0.0859425067901611,20.62297463417053,0.8887152671813965,0.6666666666666666,0.6666666666666666,What used most of Fighter Command's resources?,1
38, Interstate 44 in Oklahoma City.,Interstate 44,0.072181224822998,20.131035327911377,0.8033188581466675,0.5714285714285715,0.5714285714285715,What is the busiest highway in Oklahoma?,1
39, Jonathan Turner,Jonathan Turner,0.3052432537078857,19.204604625701904,1.0000001192092896,1.0,1.0,Who developed a comprehensive theory related to human emotional arousal?,1
40, 6,six,0.0666699409484863,19.18099474906921,0.9383978843688964,0.0,0.0,How many periods of geology are within the Paleozoic era?,1
41," The Endangered Species Committee, an ad hoc panel composed of members from the executive branch and at least one appointee from the state where the project is to occur.","the Forest Service, and either the FWS or the NMFS",0.1037361621856689,25.540568113327023,0.2818966209888458,0.2051282051282051,0.2051282051282051,Who reviews exemption considerations before the Endangered Species committee?,0
42, London,London,0.0834896564483642,18.987366676330566,1.0,1.0,1.0,In what city did the US and Russia conduct nuclear talks in 1955?,1
43," Voluntary actions such as land purchases, grant making, restoration, and establishment of reserves.","land purchases, grant making, restoration, and establishment of reserves",0.0729503631591796,22.398057460784912,0.8314836025238037,0.8181818181818181,0.8181818181818181,What are some non-regulation actions that critical habitats encourage?,1
44, Vietnamese,Vietnamese,0.0962412357330322,19.0001757144928,1.0000001192092896,1.0,1.0,What is Oklahoma's fifth most popular language?,1
45," Spiro, Oklahoma was named for the nearby Spiro Mounds, a prehistoric Mississippian culture archaeological site.",Spiro Mounds,0.0837249755859375,23.91053462028504,0.7068140506744385,0.2352941176470588,0.2352941176470588,"What was Spiro, Oklahoma named for?",1
46, Night missions and their disadvantages.,night missions and their disadvantages,0.0744011402130127,19.99023652076721,0.9747285842895508,1.0,1.0,What did the Air Force believe they could avoid if they carried out effective day missions?,1
47," 18,291","18,291 short tons",0.0714974403381347,19.538297176361084,0.5201625823974609,0.6666666666666666,0.6666666666666666,The Luftwaffe dropped how many short tons of bombs?,1
48, He woke up to discover the entire crew asleep.,woke up to discover the entire crew asleep.,0.0727925300598144,20.75732111930847,0.921101450920105,0.9411764705882352,0.9411764705882352,What happened to Peter Stahl when he fell asleep flying?,1
49, The Luftwaffe's policy of bombing land-based aircraft industries.,bombing land-based aircraft industries,0.0729122161865234,21.46351218223572,0.7871180176734924,0.6666666666666666,0.6666666666666666,What was considered more important than the interdiction of sea communications?,1
50, The red-cockaded woodpecker.,butterflies,0.0680830478668212,20.59642195701599,0.369788259267807,0.0,0.0,What type of animal was being protected in the area that received the first HCP?,0
51, 1900,1900,0.0785770416259765,19.37933611869812,1.0000001192092896,1.0,1.0,When did the Boxers begin to kill missionaries and Chinese Christians?,1
52," Pinyon pines, red cedar (junipers), and ponderosa pines grow near rivers and creek beds in the far western reaches of the panhandle.","pinyon pines, red cedar (junipers), and ponderosa pines",0.0703437328338623,25.542644023895264,0.7626925110816956,0.5333333333333333,0.5333333333333333,What types of trees grow near rivers in western Oklahoma?,1
53," He falsified or misrepresented information to Hitler, and also refused to cooperate with the Kriegsmarine, denying the Wehrmacht the chance to strangle British sea communications.",misrepresent what information,0.3484678268432617,26.11653971672058,0.3908474445343017,0.1428571428571428,0.1428571428571428,What did Goring do because of his fear of Hitler?,1
54, Oklahoma ranks 5th in the nation for production of wheat.,5th,0.0762174129486084,21.46370506286621,0.2881675362586975,0.1818181818181818,0.1818181818181818,In what arrondissement is the Sorbonne library in Paris located?,0
55, They were poorly equipped and lacking in numbers.,poorly equipped and lacking in numbers,0.0752501487731933,20.62908840179444,0.800829291343689,0.8571428571428571,0.8571428571428571,What was wrong with the anti aircraft units?,1
56, Oklahoma ranks 27th in the nation for agricultural production.,27th,0.0669572353363037,21.28970313072205,0.2419983297586441,0.1999999999999999,0.1999999999999999,How does Oklahoma rank among US states for agriculture?,1
57, The thalamus is a part of the diencephalon.,the diencephalon,0.0944910049438476,21.69894552230835,0.6935532093048096,0.4,0.4,What is the thalamus a part of?,1
58, 57,57 ships,0.0761797428131103,19.24841380119324,0.6334662437438965,0.6666666666666666,0.6666666666666666,"How many ships were destroyed on May 8, 1941?",1
59, Papez,Papez,0.3179786205291748,19.404602766036987,1.000000238418579,1.0,1.0,Who published a work in 1937 on the relationship between emotion and the limbic system?,1
60, The London Underground stations.,Underground railway system,0.0708534717559814,19.851999521255493,0.611495316028595,0.2857142857142857,0.2857142857142857,What did Londoners use for bomb-shelters?,1
61, 1890,1890,0.3172261714935303,19.31139898300171,1.0,1.0,1.0,When did Robert Louis Stevenson sail on the ship Janet Nicoll?,1
62, General Frederick Alfred Pile,General Frederick Alfred Pile,0.0666677951812744,19.83173131942749,1.0000001192092896,1.0,1.0,Who fired anti-defense rounds?,1
63, The Philbrook Museum of Tulsa is a fine art museum.,fine art,0.1025302410125732,21.24632716178894,0.4333075881004333,0.3333333333333333,0.3333333333333333,What kind of museum is the Philbrook?,1
64, 1.7 million,1.7 million,0.0910320281982421,19.8823471069336,1.0,1.0,1.0,How many Georgians speak Russian actively?,1
65, The Women's Voluntary Services for Civil Defence (WVS).,Women's Voluntary Services for Civil Defence,0.3086357116699219,21.398754596710205,0.8561624884605408,0.8750000000000001,0.8750000000000001,What group did Samuel Hoare set up in 1938?,1
66," The whooping crane's historical range extended from central Canada South to Mexico, and from Utah to the Atlantic coast.","central Canada South to Mexico, and from Utah to the Atlantic coast",0.0777482986450195,23.47755551338196,0.5794011354446411,0.7499999999999999,0.7499999999999999,What was the historical range of the whooping crane?,1
67, Fear.,fear,0.0778627395629882,19.114759922027588,0.905481457710266,1.0,1.0,What emotion do political campaigns appeal to in regard to terrorism?,1
68, 7,seven,0.0793292522430419,19.20216560363769,0.9258614778518676,0.0,0.0,How many Monument Zones are present in the Kathmandu valley?,1
69, An emotion-evoking stimulus.,stimulus,0.0771763324737548,19.994006872177124,0.6491297483444214,0.4,0.4,"In this theory, what action evokes an emotion?",1
70, The Lorenz beam allowed aircraft to land at night or in bad weather.,land at night or in bad weather,0.0751388072967529,21.887967109680176,0.4571125507354736,0.7000000000000001,0.7000000000000001,What did the Lorenz beam allow aircraft to do?,1
71, Semi-arid climate.,semi-arid,0.3186709880828857,19.725789308547974,0.9252310991287231,0.8,0.8,What is Oklahoma's western climate type?,1
72, Almost six years.,almost six years,0.0666286945343017,19.61612296104431,0.9606724977493286,1.0,1.0,How long were lights not allowed on after dark?,1
73, Bombers were flown with airborne search lights out of desperation.,airborne search lights,0.085526704788208,21.19779324531555,0.6601369976997375,0.4615384615384615,0.4615384615384615,The bombers used what out of desperation?,1
74," The X-Gerat frequencies were used more because of their wider band of frequencies and greater tactical flexibility, which ensured they remained effective despite British selective jamming.",British selective jamming was degrading the effectiveness of Y-Gerät,0.0799059867858886,25.281035661697388,0.7194169759750366,0.3157894736842105,0.1578947368421052,Why was the X-Gerat frequencies used more?,1
75, Civilian morale and the British war economy.,suicides and drunkenness,0.0768885612487793,20.65903115272522,0.1442802846431732,0.2,0.2,What two things declined during the attacks in Britain?,0
76," The needs of open space for individual and population growth, food, water, light or other nutritional requirements, breeding sites, seed germination and dispersal needs, and lack of disturbances.",seed germination and dispersal needs,0.0754773616790771,26.238121271133423,0.6747201681137085,0.303030303030303,0.303030303030303,What is an example of a critical habitat consideration that would apply to plant wildlife?,1
77, One-third of London's streets were impassable after a raid on 11/12 May 1941.,One-third of London's streets were impassable,0.317793607711792,23.27878975868225,0.7427961826324463,0.6666666666666666,0.6666666666666666,What was the damage done to London's streets?,1
78," The OKL was forced to improvise due to the diversion of heavier bombers to the Balkans, resulting in a shortage of bombers for the air campaign against Britain.",shortage of bombers,0.0833740234375,25.53831052780152,0.5565161108970642,0.1935483870967741,0.1935483870967741,Why was the OKL forced to improvise?,1
79, Approximately six years.,approximately six years,0.0790750980377197,19.61641263961792,0.966960906982422,1.0,1.0,What is the average time of completion of an Endangered Species Recovery Plan?,1
80, Hitler threatened small nations into accepting German rule by bombing them.,air bombardment,0.0806035995483398,21.26382088661194,0.3606552481651306,0.0,0.0,How did Hitler threaten small nations into accepting German rule?,1
81, Harvard,Harvard,0.0840795040130615,18.99114203453064,1.0000001192092896,1.0,1.0,What university was Landis Gores associated with?,1
82, More than 25 Native American languages are spoken in Oklahoma.,more than 25,0.0806930065155029,21.29806542396545,0.2911199927330017,0.4615384615384615,0.4615384615384615,How many Native American languages are used in Oklahoma?,1
83, Meacon system.,Meacon,0.0714061260223388,19.62461256980896,0.8037046790122986,0.6666666666666666,0.6666666666666666,What system used a separate locations for a receiver and a directional aerial?,1
84, When the moment was right.,the moment was right,0.07590913772583,20.04090476036072,0.7473845481872559,0.888888888888889,0.888888888888889,In 1939 Hitler said bombing of Britain would begin when?,1
85," Hitler hoped the bombing of Allies would cause a collapse of civilian will, leading to a collapse of production and civil life.",policy of moderation,0.0773510932922363,23.73489260673523,0.1552698016166687,0.08,0.08,What policy did Hitler hope the bombing of Allies would cause? ,0
86, Shyness.,shyness,0.0706281661987304,19.59833264350891,0.934301495552063,1.0,1.0,"Along with behavioral inhibition, research on what trait resulted in support for the Action Tendency Model?",1
87," In Oklahoma, county governments, municipalities, and school districts can hold elections.",Both county and municipal governments,0.0775289535522461,21.831604957580566,0.4918273389339447,0.5000000000000001,0.25,Who can hold elections in Oklahoma?,0
88, Planning for daylight fighter defences.,daylight fighter defences,0.0708112716674804,20.2201943397522,0.908965528011322,0.7499999999999999,0.7499999999999999,What did the RAF put most of their resources into?,1
89, The lack of provisions for in-state commerce in the Endangered Species Act.,the ESA allows listed species to be shipped across state lines as long as they are not sold,0.0794870853424072,21.73022484779358,0.5416522026062012,0.1935483870967742,0.1290322580645161,What allows exploitation of interstate commerce regulations?,0
90, 17 °F (-8 °C),17 °F,0.0829484462738037,20.54819631576538,0.8858330249786377,0.6666666666666666,0.6666666666666666,What is Oklahoma's record low temperature for Nov 11?,1
91, 120 °F (49 °C),120 °F,0.3024995326995849,20.513110399246216,0.8915066719055176,0.6666666666666666,0.6666666666666666,What was Oklahoma's record high temperature?,1
92, 247,247,0.0842034816741943,19.2332763671875,1.0,1.0,1.0,How many Air Fleet 3 attacked that night?,1
93, Boiler fire.,boiler,0.0916931629180908,19.41744589805603,0.8242340087890625,0.6666666666666666,0.6666666666666666,"Two tanks one of oil, one of water fed what kind of fire?",1
94, Operation Sea Lion,Operation Sea Lion,0.0834975242614746,19.401721715927124,1.0,1.0,1.0,What was the name of the Luftwaffe plan to invade Britain?,1
95, Goffman,Goffman,0.3142106533050537,19.32928705215454,1.0,1.0,1.0,"In addition to Durkheim, whose work influenced the development of interaction ritual theory?",1
96, Habitat destruction.,habitat destruction,0.0865373611450195,19.384064197540283,0.9500181078910828,1.0,1.0,What was concluded to be the biggest threat to the listed species?,1
97, They were rumored to be securing the best shelters via underhanded methods.,secured the best shelters via underhanded methods,0.0920143127441406,21.874143600463867,0.8211997747421265,0.7368421052631579,0.7368421052631579,What was one the rumors that Jews were doing in regard to shelters?,1
98, 1939,1939,0.0665645599365234,19.40074372291565,1.0,1.0,1.0,When did World War II start?,1
99, Kesselring,Kesselring,0.080653429031372,19.325157642364506,1.0000001192092896,1.0,1.0,Who was in command of the Luftflotte 2?,1
100, Canteen trains.,canteen,0.079226016998291,19.85694122314453,0.7803215980529785,0.6666666666666666,0.6666666666666666,What kind of trains provided food in the shelters?,1
101," Tulsa, Oklahoma.",Tulsa,0.0719091892242431,19.585372924804688,0.8989272117614746,0.6666666666666666,0.6666666666666666,Where is the furthest-inland oceangoing port in the US?,1
102, Ridge Bond starred in the Broadway production of 'Oklahoma!',Ridge Bond,0.0727162361145019,21.446179389953613,0.5664339065551758,0.3636363636363636,0.3636363636363636,Who starred in the Broadway production of 'Oklahoma!'?,1
103," Over 13,000 short tons (12,000 t) of high explosive and nearly 1,000,000 incendiaries had fallen on London by mid-November 1940.","9,000",0.0705950260162353,26.604917764663696,0.1935713291168213,0.074074074074074,0.074074074074074,How many bombs had been dropped?,0
104, The Knickebein aid.,Knickebein,0.0705714225769043,20.42042589187622,0.7766302227973938,0.5,0.5,In 1940 a German prisoner overheard boasting that the British would never find what system?,1
105, A major headache.,a major headache,0.3091061115264892,19.586791515350345,0.9642231464385986,1.0,1.0,"What did Thornton compare the scientific and legal advances to, from the viewpoint of the development community?",1
106, Four,Four,0.0740787982940673,18.99628233909607,1.0,1.0,1.0,How many days after the attack on Pearl Harbor did Germany wait to declare war on the United States?,1
107, The Ozark Plateau.,Ozark Plateau,0.0923924446105957,20.0603415966034,0.9601967334747314,0.8,0.8,What plateau is Oklahoma near?,1
108, Inside homes.,inside homes,0.0767836570739746,19.323047876358032,0.9716264009475708,1.0,1.0,Where could the Morrison shelters be used?,1
109, 28,twenty-eight,0.3111422061920166,19.23993158340454,0.5580374002456665,0.0,0.0,"As of September 2012, how many species had been delisted due to recovery?",1
110, 2015,2015,0.0749151706695556,19.427003383636475,1.0,1.0,1.0,What year did Greece fall back into recession?,1
111, Falling shell fragments.,falling shell fragments,0.0756912231445312,19.59067440032959,0.9436036348342896,1.0,1.0,What is believed to have caused many civilian casualties from anti-aircraft guns?,1
112, Emotion,gender,0.1097857952117919,19.19612503051757,0.3674278557300567,0.0,0.0,What do polytheistic religions assign to their gods?,0
113, Liverpool.,Liverpool,0.0832514762878418,19.196640253067017,0.959426999092102,1.0,1.0,Which team received special dispensation from the UEFA in 2005 so they could enter the Champions League?,1
114, 6.9%,6.9 percent,0.0700538158416748,19.730424642562863,0.969868779182434,0.8,0.8,How much did Oklahoma's population decline from 1930 to 1950?,1
115," The primary goal of Bomber Command's offensives was to destroy the German industrial base (economic warfare), and in doing so reduce morale.","to destroy the German industrial base (economic warfare), and in doing so reduce morale",0.07977294921875,24.702585697174072,0.7628580927848816,0.7567567567567568,0.7567567567567568,What was the primary strategy for Bomber Command offensives?,1
116, 80%,80% or more,0.0820991992950439,19.411428928375244,0.858085036277771,0.5,0.5,What percent of Cherokee people are desired to be fluent in Cherokee?,1
117, President Richard Nixon.,the 93rd United States Congress,0.3132703304290771,19.57019019126892,0.3463101685047149,0.0,0.0,What Congress called for the drafting of the Endangered Species Act of 1973?,0
118," Karl Dönitz, the commander-in-chief of the Kriegsmarine.",the Kriegsmarine,0.0804765224456787,21.855141162872314,0.6269835233688354,0.3333333333333333,0.3333333333333333,Who did Goring refuse to work with in 1940 and 1941?,1
119, One tornado per hour.,one tornado per hour,0.3318133354187011,19.817124128341675,0.970246195793152,1.0,1.0,How fast did the 1912 tornado outbreak make tornadoes?,1
120, The James–Lange theory.,the James–Lange theory,0.0788226127624511,20.22243595123291,0.9895882606506348,1.0,1.0,What was the name of the theory that Lange and James developed independently?,1
121, Increased heart rate.,changes in pulse rate,0.0760211944580078,19.60085892677307,0.5341029167175293,0.2857142857142857,0.2857142857142857,"Aside from increased perspiration, what is a physiological change related to emotions?",1
122, Oklahoma City,Oklahoma City,0.0666408538818359,19.1800696849823,0.9999999403953552,1.0,1.0,What is Oklahoma's largest city?,1
123, Independent strategic air offensives.,independent strategic air offensives,0.0848515033721923,20.27176833152771,0.9907374382019044,1.0,1.0,What did the Air Academies not focus on?,0
124, The English Channel.,English,0.0767683982849121,19.607741355896,0.5407452583312988,0.5,0.5,What secondary language do educated people in Kathmandu speak?,0
125, Passive sensors.,passive sensors,0.3235993385314941,19.322755098342896,0.9502034783363342,1.0,1.0,"In affective computing, what devices are used to collect data about the physical state of a user?",1
126, Appraisal processes.,appraisal,0.0839364528656005,19.66501021385193,0.8639969229698181,0.6666666666666666,0.6666666666666666,What processes drive the other components processing model processes?,1
127, British morale did not break.,"Targeting German morale, as Bomber Command would do, was no more successful.",0.3134706020355224,19.97778964042664,0.5442825555801392,0.1176470588235294,0.1176470588235294,What was the critical lesson Air Staff ignored?,0
128, Gahnawiyoˀgeh,Gahnawiyoˀgeh,0.0899105072021484,20.234477519989014,1.0000001192092896,1.0,1.0,What is the Cayuga name for Oklahoma?,1
129, Howard M. Weiss,Howard M. Weiss,0.3113179206848144,19.516918659210205,1.0,1.0,1.0,"Who did Beal write ""Reflections on Affective Events Theory"" with?",1
130, Wales,Wales,0.0717382431030273,18.925852060318,1.0,1.0,1.0,"Where did 150,000 migrate during the Munich crisis?",1
131, Affective states,affective states,0.0768451690673828,19.424482822418213,1.0,1.0,1.0,"What category is defined to contain pleasure, pain, motivation, moods and dispositions?",1
132, 300,300,0.0705523490905761,19.20238471031189,1.0,1.0,1.0,Kathmandu valley is home to about how many Baha'i?,1
133, 50 million,50 million,0.0784692764282226,19.45304703712464,1.0,1.0,1.0,How many gas mask were issued before the war?,1
134, Thomas Scheff,Scheff,0.0758204460144043,19.390117406845093,0.7583069801330566,0.6666666666666666,0.6666666666666666,Who developed the social bond theory?,1
135, Fear,fear,0.0734791755676269,18.97261047363281,1.0,1.0,1.0,What emotion do political campaigns appeal to in regard to terrorism?,1
136, Dr. Russell E. Train,Dr. Russell E. Train,0.0665645599365234,19.949994325637817,1.0,1.0,1.0,Who led the team of lawyers and scientists who crafted the Endangered Species Act of 1973?,1
137," Blanchard, Elgin, Jenks, Piedmont, Bixby, and Owasso.",south Wales and Gloucester,0.07224702835083,22.842164039611816,0.3125766217708587,0.1818181818181818,0.1818181818181818,What locations saw an increase in populations?,0
138, An Arctic cold front of unprecedented intensity slammed across the state.,an Arctic cold front,0.0865716934204101,21.278217315673828,0.792367696762085,0.5333333333333333,0.5333333333333333,"What caused Oklahoma's temperature to plummet 66 degrees on Nov 11, 1911?",1
139, Passions.,passions,0.0805163383483886,19.399587869644165,0.9689327478408812,1.0,1.0,What did the Aristotelians call emotions?,1
140, Waning.,waning,0.0742850303649902,19.414457321166992,0.9353664517402648,1.0,1.0,Lord Beaverbrook and Churchill's support of Dowding was what?,1
141, The Ozark and Ouachita Mountains.,the Ozark and Ouachita Mountains,0.079827070236206,20.63193154335022,0.9806225299835204,1.0,1.0,Which of Oklahoma's mountain ranges are in the US Interior Highlands?,1
142, dropping their bombs.,dropping their bombs,0.0762186050415039,19.604235410690308,0.9625411033630372,1.0,1.0,The Germans flew along one beam until they picked up the second beam the sound telling them when to start doing what?,1
143, Will Rogers World Airport in Oklahoma City.,Will Rogers World Airport,0.0756165981292724,20.40724492073059,0.8624793887138367,0.7272727272727273,0.7272727272727273,What is the largest commercial airport in Oklahoma?,1
144, The Luftwaffe did not believe that air power alone could be decisive.,Luftwaffe,0.0756669044494628,21.901586294174194,0.5270751714706421,0.1538461538461538,0.1538461538461538,Who believe air power alone would not be decisive?,1
145," $500,000","$500,000",0.311906099319458,19.62918257713318,1.0000001192092896,1.0,1.0,Costs over what balance lead to the Secretary of the Treasury depositing money into the cooperative endangered species conservation fund?,1
146, Two.,Oklahoma,0.0764517784118652,19.194082021713257,0.194441333413124,0.0,0.0,Where do the Lenape reside today?,0
147, 2.1 to 2.2 miles,2.1 to 2.2 miles,0.0795936584472656,20.802202701568604,1.0,1.0,1.0,How far out of alignment is Oklahoma's western edge from Texas's border?,1
148, The semi-arid zone in Oklahoma begins in the high plains of the Panhandle and other western areas from about Lawton westward.,Lawton,0.0867393016815185,24.3604633808136,0.1436101198196411,0.0869565217391304,0.0869565217391304,Where in Oklahoma does the semi-arid zone begin?,1
149, 267 days.,267 days,0.3134489059448242,19.538158416748047,0.9746643304824828,1.0,1.0,How many days did the aerial raids on Great Britain last?,1
150, Oklahoma ranks fifth in crude oil reserves.,fifth,0.0947823524475097,20.4396390914917,0.3075014352798462,0.25,0.25,Where is Paris ranked in the EU by largest municipality?,0
151, Joseph Stalin,Joseph Stalin,0.3027262687683105,19.20741510391236,1.0000001192092896,1.0,1.0,What world leader died in March of 1953?,1
152, 50,50,0.0972082614898681,19.19226694107056,1.0,1.0,1.0,How many temples are present in Kathmandu's Durbar Square?,1
153," November 16, 2007.","November 16, 2007",0.0951228141784668,20.40986371040344,0.9855009317398072,1.0,1.0,When was the exact hundredth anniversary of Oklahoma's statehood?,1
154, Instrumental behavior.,instrumental behavior,0.0949327945709228,19.59478116035461,0.9579885005950928,1.0,1.0,What emotional component did behaviorists identify emotion with?,1
155, Pride and shame.,pride and shame,0.0949060916900634,19.52361011505127,0.9641338586807252,1.0,1.0,What emotions did Cooley regard as of paramount social importance?,1
156, Robert D. Thornton,Robert D.Thornton,0.0793330669403076,19.59215211868286,1.0000001192092896,1.0,1.0,"Who wrote the article ""Searching for Consensus and Predictability: Habitat Conservation Planning under the Endangered Species Act of 1973.""",1
157, Fear,depression,0.0823836326599121,18.9702250957489,0.437563806772232,0.0,0.0,"After feeling guilty for helping make an atomic bomb, Feynman went through what mental disorder?",0
158, Valence.,valence,0.0814738273620605,19.428632259368896,0.9706794023513794,1.0,1.0,What is the term for the degree to which an emotional experience feels positive or negative?,1
159, The second consideration was the conclusion that British morale was unlikely to break.,the conclusion British morale was unlikely to break,0.0968830585479736,21.742621421813965,0.8651539087295532,0.761904761904762,0.761904761904762,What was the second consideration?,1
