idx,generated_response,ground_truth,ir_time,generate_time,bert_score,rouge1_score,rougeL_score,question,gptscore
17,Newcastle upon Tyne.,15 Bonhill Street in London,0.0013377666473388,1.400954246520996,0.3332533836364746,0.0,0.0,Where does RIBA's business group have its headquarters office?,0
18,17.1 lumens per watt.,17.1 lumens per watt,0.0013504028320312,1.5853309631347656,0.9851430058479308,1.0,1.0,"How many lumens per watt does a typical 100-watt, 120-volt lamp produce?",1
19,Iran.,Iran,0.0013148784637451,1.2576196193695068,0.92861407995224,1.0,1.0,"Along with Guatemala, what country's government did Eisenhower order overthrown?",1
20,London.,London,0.0012710094451904,1.2571070194244385,0.9624133110046388,1.0,1.0,In what city did the US and Russia conduct nuclear talks in 1955?,1
21,Higher than the regional and national average.,is higher than the regional and national average,0.001321792602539,1.5333013534545898,0.9145365953445436,0.9333333333333332,0.9333333333333332,What percentage of the population is economically active ,1
22,"Hisham's Palace, Palestine.",the bath house of Hisham's Palace,0.0013127326965332,1.5813381671905518,0.6965058445930481,0.5454545454545454,0.5454545454545454,Where can the most superb example of Umayyad mosaic floor paneling?,1
23,1000 hours.,1000 hours,0.0012874603271484,1.3662605285644531,0.9439005255699158,1.0,1.0,What was the artificially low limit on bulb life placed by the cartel?,1
24,"""The Hymn to Ninkasi"".",The Hymn to Ninkasi,0.0013473033905029,1.6775736808776855,0.9693310260772704,1.0,1.0,What prayer did people use in Mesopotamia to remember a beer recipe?,1
25,Less.,much less,0.0013291835784912,1.265180587768555,0.8138306736946106,0.6666666666666666,0.6666666666666666,Are tidewater glaciers more or less affected by climate change than other glaciers?,0
26,Ghazals and folk songs.,Ghazals and folk songs,0.0012283325195312,1.4339990615844729,0.9860418438911438,1.0,1.0,What kind of music does Roshen Ara Begum perform?,1
27,The Ascension of Christ with the apostles below.,Christ,0.0013742446899414,1.7297890186309814,0.2845130562782287,0.2222222222222222,0.2222222222222222,Who is king of God's kingdom in heaven?,0
28,"Inert gas conducts heat from the filament, cooling it and reducing efficiency.","conducts heat from the filament, thereby cooling the filament",0.0013124942779541,1.947423219680786,0.7463840842247009,0.5714285714285715,0.5714285714285715,Why does inert gas reduce efficiency?,1
29,Ravenna.,Ravenna,0.0012681484222412,1.3086423873901367,0.9746361374855042,1.0,1.0,In the 5th century what was the capital of the Western Roman Empire?,1
30,1909 to 1914.,1909 to 1914,0.0013372898101806,1.5413899421691897,0.9799554347991944,1.0,1.0,From what years did High Cubism take place? ,1
31,"1,000 hours.","1,000 hours",0.0013253688812255,1.4683184623718262,0.967837929725647,1.0,1.0,How long does a typical incandescent light bulb last?,1
32,"Urs are fairs held at the shrines of Sufi saints, typically marking the death anniversary of the saint.",fairs held at the shrines of Sufi saints,0.001277208328247,2.3752365112304688,0.7870389223098755,0.6153846153846153,0.6153846153846153,What are urs?,1
33,Demetrius I of Georgia.,Demetrius I of Georgia,0.0013227462768554,1.491671800613403,0.9888476729393004,1.0,1.0,Who eventually oversaw completion of the Gelati Monastery?,1
34,"Besides Seurat, the roots of Cubism are also found in the later work of Paul Cézanne, particularly his breaking of the painted surface into small multifaceted areas of paint and his simplification of natural forms into geometric shapes.",in the two distinct tendencies of Cézanne's later work,0.0013132095336914,3.73476505279541,0.4564575552940368,0.28,0.1999999999999999,Besides Seurat where else are the beginnigs of Cubism found?,1
35,Ethyl alcohol.,ethyl alcohol,0.0013115406036376,1.376028537750244,0.9688552618026732,1.0,1.0,What type of alcohol is found in wine and distilled spirits?,1
36,Elijah.,Elijah,0.0013623237609863,1.2614624500274658,0.9682337045669556,1.0,1.0,Who do the mosaics at the the basilica of San Lorenzo depict as being abducted?,1
37,1920,early as 1920,0.0013513565063476,1.3028390407562256,0.843306839466095,0.5,0.5,In what year was the assertion made that the flat canvas supported Cubism?,1
38,CAD (Computer Aided Design) software.,CAD,0.0012836456298828,1.6153786182403564,0.8085414171218872,0.3333333333333333,0.3333333333333333,Which software can aid in the design of robotically created mosaics?,1
39,1953.,1953,0.0013437271118164,1.3825464248657229,0.9732455015182496,1.0,1.0,In what year did Joseph McCarthy declare that the federal government was employing communists?,1
40,Nearly 60% of Pakistan's population lives in Punjab.,Nearly 60%,0.0012509822845458,1.761268138885498,0.4389559030532837,0.3636363636363636,0.3636363636363636,How much of Pakistan's population lives in Punjab?,1
41,"The inert gas reduces filament evaporation, allowing the filament to run hotter and more efficiently, while prolonging its life.",reduces filament evaporation,0.0012516975402832,2.424901008605957,0.5563575625419617,0.2727272727272727,0.2727272727272727,What is the advantage of using inert gas in a light bulb?,1
42,Taunton and Wincanton.,Horse racing courses are at Taunton and Wincanton,0.0013179779052734,1.5247769355773926,0.8132237195968628,0.5454545454545454,0.5454545454545454,Where are the horse races held ,1
43,"Potassium, silicon, and aluminium oxides.","potassium, silicon, and aluminium oxides",0.0012903213500976,1.633878469467163,0.9670339226722716,1.0,1.0,What other materials were combined with tungsten?,1
44,Italy,Rome,0.0013141632080078,1.2132480144500732,0.6318598985671997,0.0,0.0,Of what were Roman camps diminutive versions?,0
45,The Architects Registration Act 1997.,"the Housing Grants, Construction and Regeneration Act",0.0013847351074218,1.5806879997253418,0.3617463707923889,0.3333333333333333,0.3333333333333333,What was the name of the legistlation leading to the change in ARCUK's name?,0
46,"Prophets, saints, and patriarchs.","prophets, saints and patriarchs",0.0013260841369628,1.682842254638672,0.966949701309204,1.0,1.0,The tympana under the dome had images of whom displayed?,1
47,The national horse and cattle show at Lahore is the biggest festival in Punjab.,The national horse and cattle show,0.0012300014495849,1.9250879287719729,0.5640925168991089,0.6,0.6,What is Punjab's biggest festival?,1
48,1971.,1971,0.0013079643249511,1.303293228149414,0.9627463817596436,1.0,1.0,In what year was the Taragaon Museum built?,1
49,The East of England.,the East of England,0.0012657642364501,1.4143247604370115,0.978477954864502,1.0,1.0,What territory did RIBA's Cambridge branch office cover?,1
50,Guru Nanak.,Guru Nanak,0.0011982917785644,1.3561267852783203,0.9880831241607666,1.0,1.0,Who was the first Sikh Guru?,1
51,Filippo Tommaso Marinetti.,Filippo Tommaso Marinetti,0.0013344287872314,1.5559515953063965,0.989513635635376,1.0,1.0,The ideas of which Cubo Futurist influenced the avant-garde in architecture?,1
52,Heat from a building's heating system is more cost-effective.,heat from the heating system,0.0013322830200195,1.7909862995147705,0.6309818625450134,0.5000000000000001,0.5000000000000001,"What is more cost-effective, heat from incandescent bulbs or heat from a building's heating system?",1
53,Moses.,Moses,0.0012836456298828,1.2565679550170898,0.9638767838478088,1.0,1.0,Who is depicted in Saint Catherine's Monastery on a mosaic landscape background? ,1
54,Somerset Coalfield,The Somerset Coalfield is part of a larger coalfield which stretches into Gloucestershire,0.0013012886047363,1.2454864978790283,0.7975793480873108,0.2666666666666667,0.2666666666666667,What is the name of the coal field ,1
55,"The French Invader creates ""Rubikcubism"" styled mosaics by using a dual layer mosaic via grids of scrambled Rubik's Cubes.",grids of scrambled Rubik's Cubes,0.0013449192047119,2.886370658874512,0.5186155438423157,0.4615384615384615,0.4615384615384615,"How does the French Invader create ""Rubikcubism"" styled mosaics?",1
56,"C&J Clark transferred its shoe manufacturing to lower-wage areas, such as China and Asia.","the work was transferred to lower-wage areas, such as China and Asia",0.0013012886047363,2.1540348529815674,0.5651483535766602,0.6896551724137931,0.6896551724137931,Why did Cj clark shoes leave the area ,1
57,"6 rivers, including the Indus, Jhelum, Beas, Chenab, Ravi, and Sutlej.",five,0.001321792602539,2.5757052898406982,0.2041552066802978,0.0,0.0,How many sectors make up the Kathmandu metropolitan area?,0
58,The broad valleys on the clay substrate in the south of the Mendip hills.,"on the clay substrate, are broad valleys which support dairy farming and drain into the Somerset Levels.",0.0012755393981933,1.9701697826385496,0.6370641589164734,0.4516129032258064,0.3225806451612903,What area support dairy farming ,0
59,Fermentation.,fermentation,0.0013339519500732,1.3088936805725098,0.9433563947677612,1.0,1.0,What brewing process naturally carbonates beer?,1
60,10 °C (50 °F),below 15.5 °C,0.001349925994873,1.63665509223938,0.7437220811843872,0.25,0.25,At what cool temperature is a beers flavor reduced?,0
61,Gareth Hoskins Architects.,Gareth Hoskins Architects,0.0012924671173095,1.4328904151916504,0.985068678855896,1.0,1.0,Who designed rooms 128 and 128a at the V&A Museum?,1
62,"Governments set minimum efficacy standards higher than incandescent lamps can achieve, effectively banning their use.",by setting minimum efficacy standards higher than can be achieved by incandescent lamps,0.0013225078582763,2.1668715476989746,0.8452880382537842,0.7142857142857142,0.5714285714285715,How are laws written that bring about a ban of incandescent light bulbs?,1
63,91.379.615,91.379.615,0.0012664794921875,1.4547646045684814,1.0,1.0,1.0,What is Punjab's population?,1
64,Roger II of Sicily.,Georgios of Antiochia,0.0012204647064208,1.4553041458129885,0.4126915335655212,0.2857142857142857,0.2857142857142857,Who was the founder of the Martorana church?,0
65,"In West Somerset, the three-tier system of first, middle, and upper schools is used.","a three-tier system of first, middle and upper schools in the Cheddar Valley, and in West Somerset",0.0012886524200439,2.1039836406707764,0.7731386423110962,0.7878787878787877,0.5454545454545454,What are the 3 tiers of school ,1
66,110,110,0.0012879371643066,1.2576029300689695,1.0,1.0,1.0,How many catholic schools are in Paris?,1
67,Punjab provides the largest pool of professionals and highly skilled (technically trained) manpower in Pakistan.,largest pool of professionals and highly skilled (technically trained) manpower in Pakistan,0.0012714862823486,2.150369882583618,0.9185349941253662,0.888888888888889,0.888888888888889,What manpower does Punjab provide?,1
68,1040.,1040,0.001345157623291,1.3202061653137207,0.9759649634361268,1.0,1.0,What year was The Benedictine Weihenstephan Brewery first licensed as a brewery?,1
69,Lisbon.,streets,0.0013132095336914,1.251016616821289,0.4027811288833618,0.0,0.0,What other cityscape is done with Portuguese pavement?,0
70,"The eucharist, the symbol of the sacrifice of Christ leading to salvation.",the eucharist,0.0012192726135253,2.008302688598633,0.7457046508789062,0.2857142857142857,0.2857142857142857,What do the katharos vase and vine refer to?,1
71,They were architects.,Architects,0.0013599395751953,1.3370990753173828,0.7780507802963257,0.5,0.5,"In terms of profession, what were people like Philip Hardwick, William Adams Nicholson and Thomas de Grey?",1
72,Bridgwater Bay,"Bridgwater Bay, and is a National Nature Reserve",0.0013120174407958,1.3609890937805176,0.7814265489578247,0.4,0.4,what is the name of the natural reserve area ,1
73,Somerset Rural Life Museum in Glastonbury.,the Somerset Rural Life Museum in Glastonbury,0.0012304782867431,1.6758837699890137,0.9828594923019408,0.923076923076923,0.923076923076923,What is the name of the museum in Glastonbury ,1
74,130,130,0.0013041496276855,1.2169442176818848,1.0000001192092896,1.0,1.0,How many seats does the Pregones' new theater have?,1
75,1904.,1904,0.0013306140899658,1.3585798740386963,0.97119802236557,1.0,1.0,When did a British expedition to Tibet invade the country?,1
76,"Early carbon filaments had a negative temperature coefficient of resistance, making them sensitive to fluctuations in the power supply.","as they got hotter, their electrical resistance decreased",0.0013003349304199,2.331106662750244,0.5209091305732727,0.074074074074074,0.074074074074074,What was the primary problem with early carbon filaments?,1
77,Hard water.,hard water,0.0012967586517333,1.3100426197052002,0.9611092805862428,1.0,1.0,"What type of water is good for making stout beer, like Guinness?",1
78,Alvíssmál,Alvíssmál,0.0013506412506103,1.3856050968170166,1.0000001192092896,1.0,1.0,"What 12th century poet once wrote ""Ale it is called among men, but among the gods, beer.""?",1
79,144 ohms.,144 ohms,0.0013043880462646,1.3785104751586914,0.9809834957122804,1.0,1.0,What is the resistance of a typical lit 100-watt incandescent bulb?,1
80,89%,89%,0.0012750625610351,1.2241909503936768,1.0000001192092896,1.0,1.0,What minimum percent of each Punjab district speaks Punjabi natively?,1
81,Yeast.,yeast,0.0013408660888671,1.3089220523834229,0.9573681354522704,1.0,1.0,What ingredient is filtered out of most beers when it is packaged in bottles and cans?,1
82,The 12th century.,in the 12th century,0.0013027191162109,1.4629781246185305,0.9585852026939392,0.8571428571428571,0.8571428571428571,The more humanistic conception of Christ appeared when?,1
83,Soft water.,soft water,0.0013010501861572,1.3125433921813965,0.957123875617981,1.0,1.0,What type of water is best for making pale lager?,1
84,The Byzantine Empire.,Byzantine,0.0012650489807128,1.4197006225585938,0.8742735981941223,0.5,0.5,The mosaics in the Great Mosque in Corduba have what kind of style?,0
85,"Fesco, Gepco, and Mepco.","Fesco, Gepco and Mepco",0.001314640045166,1.7855126857757568,0.970243513584137,1.0,1.0,Which energy companies' offices were attacked by rioters?,1
86,Constantine Monomachos.,Constantine Monomachos,0.0012750625610351,1.4911177158355713,0.9859490394592284,1.0,1.0,Who sent the Byzantine craftsmen that built Yaroslav's cathedral?,1
87,787-797.,787–797,0.0012667179107666,1.421985149383545,0.9393500089645386,1.0,1.0,When did the Iconodules  change the cross in the Hagia Sophia?,1
88,11 May 2013.,11 May 2013,0.0013089179992675,1.5212664604187012,0.9531197547912598,1.0,1.0,When was Sharif re-elected CM?,1
89,"The West Somerset Railway, the Fleet Air Arm Museum, and the Glastonbury Festival are some other attractions in Somerset.","Claverton Pumping Station, Dunster Working Watermill, the Fleet Air Arm Museum at Yeovilton, Nunney Castle, The Helicopter Museum in Weston-super-Mare",0.0012753009796142,2.502448558807373,0.5583057403564453,0.3414634146341463,0.3414634146341463,What are some other attractions ,0
90,"The color of light produced by an incandescent bulb is not perfect, as it has a broad ""tail"" of invisible infrared emissions, which can be difficult to balance for applications such as photography and cinematography.","the light emitted does not appear white,",0.0012953281402587,3.4679114818573,0.4464538097381592,0.1428571428571428,0.1428571428571428,What is the flaw in the color of light produced by an incandescent bulb?,0
91,22.8 inches (580 mm),22.8 inches,0.0013256072998046,1.6673545837402344,0.8265101909637451,0.7499999999999999,0.7499999999999999,How long is a typical uncoiled tungsten filament for a 60-watt bulb?,1
92,"Barnes believed that the architectural associations, in which 80% of practicing architects were members, were best able to advance the interests of architects.",architectural associations,0.0013000965118408,2.575573444366455,0.5833740830421448,0.16,0.16,Who did Barnes believe was best able to advance the interests of architects?,1
93,Malted barley.,barley malt,0.0012962818145751,1.35801362991333,0.9037152528762816,1.0,0.5,What is the main source of starch and most beer?,1
94,The Church of the Nativity in Bethlehem.,Santa Pudenziana,0.0012576580047607,1.6471810340881348,0.3001216053962707,0.0,0.0,What Christian church besides the Santa Costanza was built in the 4th century?,0
95,The letters represent the shape of the bulb.,the shape of the bulb,0.0013306140899658,1.640624761581421,0.8186033368110657,0.7692307692307693,0.7692307692307693,What do the letters identify in a bulb shape designation?,1
96,The original Charter of 1837.,The original Charter of 1837,0.0013365745544433,1.5763635635375977,0.9882237315177916,1.0,1.0,What document set forth the goals of the Royal Institute?,1
97,1743,1743,0.0013098716735839,1.3121297359466553,0.9999999403953552,1.0,1.0,What year did Pietro Paolo Cristofari die?,1
98,Architectural design.,public realm artworks,0.0013086795806884,1.3284831047058103,0.2922877669334411,0.0,0.0,What kind of artistic production can be supported by design competitions?,0
99,Woman Walking.,Woman Walking,0.0013160705566406,1.2827653884887695,0.993730902671814,1.0,1.0,Which  Alexander Archipenko piece was similar to other Cubist scupltures of that time?,1
100,20-22 hours a day.,20–22 hours a day,0.0012791156768798,1.5471813678741455,0.9612708687782288,1.0,1.0,How long were cities without electricity in June 2012?,1
101,2.5 square meters (26 square feet),2.5 square meters,0.0013039112091064,1.7012863159179688,0.8354793787002563,0.7272727272727273,0.7272727272727273,How much habitat is damaged from just one sixpack of microbrew?,1
102,The late 11th century.,the late 11th century,0.0013129711151123,1.5249457359313965,0.9875963926315308,1.0,1.0,When were the oldest scenes in St. Mark's mosaics completed?,1
103,1892.,1892,0.0012681484222412,1.348822832107544,0.9691181778907776,1.0,1.0,In what year was the Great Fire?,1
104,Yeast.,yeast,0.0012917518615722,1.2767226696014404,0.9573681354522704,1.0,1.0,What ingredient is filtered out of most beers when it is packaged in bottles and cans?,1
105,Yeast.,yeast,0.0013344287872314,1.3057074546813965,0.9573681354522704,1.0,1.0,What ingredient is filtered out of most beers when it is packaged in bottles and cans?,1
106,1 in × 1 in (25 mm × 25 mm),1 in × 1 in,0.001293659210205,1.9093046188354488,0.6374673247337341,0.6666666666666666,0.6666666666666666,What is the typical size of a ceramic mosaic tile?,1
107,To protect Bristol and other towns from bombers by mimicking their geometry and simulating activities to encourage bombers to drop their bombs on the decoy towns instead.,"decoy towns were constructed in Somerset in World War II to protect Bristol and other towns, at night",0.0012581348419189,2.785351037979126,0.5028988122940063,0.3555555555555555,0.2666666666666666,Why were decoy towns used in WW2,1
108,9 Conduit Street.,9 Conduit Street,0.0013060569763183,1.412137508392334,0.9856371283531188,1.0,1.0,What was the RIBA Library's first address?,1
109,North Somerset and Bath & North East Somerset.,"North Somerset, and Bath & North East Somerset",0.0013027191162109,1.644581317901611,0.9763851165771484,1.0,1.0,What 2 Unitary authorities were established in april 1996 ,1
110,"Pierre Reverdy, Maurice Raynal, and Daniel-Henry Kahnweiler.","Gris, Léger and Gleizes",0.0013489723205566,2.0338263511657715,0.3528358936309814,0.1538461538461538,0.1538461538461538,Name the three artists who were in part resonsible for the reemergence of Cubism between 1917 and 1924.,0
111,Head of a Woman (Fernande),Head of a Woman,0.0013275146484375,1.6004254817962646,0.752649188041687,0.888888888888889,0.888888888888889,What was the name of the 1909 Cubist sculpture Picassos created?,1
112,"The resistance of the filament, which depends on its length, thickness, and material.",the resistance of the filament,0.0013082027435302,2.064023971557617,0.9098409414291382,0.5555555555555556,0.5555555555555556,What principally determines the wattage of an incandescent bulb?,1
113,"Designs or canvases from artists like Ciro Ferri, Guido Reni, Domenichino, Carlo Maratta, and Raphael.",designs or canvases,0.001291275024414,2.703967571258545,0.7141906023025513,0.3333333333333333,0.3333333333333333,The mosaics of St.Peter's are often based on what?,1
114,The text does not mention the Royal Institute promoting setting lower limits on the size of new homes in Britain.,2007,0.0013508796691894,2.26444149017334,0.0157978776842355,0.0,0.0,When was 'The Grand Concourse' published?,0
115,An opera house.,an opera house,0.001293659210205,1.3660588264465332,0.9819216728210448,1.0,1.0,Where did the Texas bulb begin its life?,1
116,Woman's Head.,The first true Cubist sculpture,0.0013446807861328,1.334841012954712,0.1068998351693153,0.0,0.0,What Douglas Cooper call Picasso's 1909 Cubist sculpture?,0
117,"The Monreale mosaics in Sicily are the largest mosaics in Italy, covering 0.75 hectares with at least 100 million glass and stone tesserae.",The Monreale mosaics,0.0013027191162109,3.1850054264068604,0.6254680156707764,0.2222222222222222,0.2222222222222222,What is the name of the largest mosaics in Italy?,1
118,"A landslide in the 12th century covered the mosaics, protecting them for 700 years.",a landslide,0.0013110637664794,2.319725751876831,0.35837322473526,0.25,0.25,What caused the mosaics at the villa rustica to be protected for centuries? ,1
119,Deer or stags were commonly used as images of the faithful aspiring to Christ.,the faithful aspiring to Christ,0.0012996196746826,2.014058828353882,0.5113925933837891,0.5263157894736842,0.5263157894736842,What did deers or stags represent in Christian Symbolism?,1
120,Alcohol.,alcohol,0.0013103485107421,1.2558045387268066,0.9097024202346802,1.0,1.0,What beverage did the Libyan government ban?,1
121,133 billion litres.,More than 133 billion,0.0013356208801269,1.416260004043579,0.5702420473098755,0.5714285714285715,0.5714285714285715,How many liters of beer are bought and sold every year?,1
122,A stem or glass mount anchored to the bulb's base allows the electrical contacts to run through the envelope without air or gas leaks.,a stem or glass mount anchored to the bulb's base,0.0013096332550048,2.536402702331543,0.8500444889068604,0.6111111111111112,0.6111111111111112,What prevents air or gas leaks from a light bulb?,1
123,The Kingdom of Hungary.,Hungary,0.0012962818145751,1.382707595825195,0.7877905368804932,0.4,0.4,In what kingdom was the Bizere Monastery located?,1
124,Classical tradition.,Classical,0.0013186931610107,1.2763984203338623,0.6733291149139404,0.6666666666666666,0.6666666666666666,Vine Scroll motifs are classified under what kind of tradition?,1
125,Siemens,Siemens,0.0012853145599365,1.1582403182983398,1.0000001192092896,1.0,1.0,What company invented the tantalum light filament?,1
126,"The House of the Black Madonna in Prague, built in 1912 by Josef Gočár, is the best-known Cubist architecture building.",House of the Black Madonna,0.0012693405151367,2.65396785736084,0.4841815829277038,0.3703703703703703,0.3703703703703703,What is the best known Cubist architecture building? ,1
127,The Byzantine Emperor sent a master mosaicist to Spain to supervise the decoration of the Great Mosque in Corduba.,the Byzantine Emperor,0.0012876987457275,2.381608009338379,0.5095493793487549,0.2727272727272727,0.2727272727272727,Who sent the master mosaicist to Spain?,1
128,Nankana Sahib.,Nankana Sahib,0.0012454986572265,1.4653868675231934,0.9827262163162231,1.0,1.0,Where was Nanak born?,1
129,The Devon and Somerset Fire and Rescue Service.,The Devon and Somerset Fire and Rescue Service was formed in 2007 upon the merger of the Somerset Fire and Rescue Service with its neighbouring Devon service,0.0013172626495361,1.6354212760925293,0.7750657796859741,0.4571428571428571,0.4571428571428571,What fire / rescue squad was formed in 2007 ,1
130,Defence equipment and technology.,defence equipment and technology.,0.0012710094451904,1.4149823188781738,1.000000238418579,1.0,1.0,What is Somerset an important supplier of ,1
131,371,371,0.0012416839599609,1.2152049541473389,1.0,1.0,1.0,How many seats are in the Provincial Assembly?,1
132,Cambridge.,Cambridge,0.0013108253479003,1.2213664054870603,0.9781219363212584,1.0,1.0,With what university is J.M.E. McTaggart affiliated?,1
133,"Pilton, near Shepton Mallet.","takes place most years in Pilton, near Shepton Mallet",0.0012593269348144,1.5851404666900637,0.8079827427864075,0.6153846153846153,0.6153846153846153,Where does the Glastonbury Music festival take place ,1
134,Quality.,quality,0.0012836456298828,1.2529947757720947,0.9166614413261414,1.0,1.0,What were cans originally believed to maintain in beer?,1
135,Folk music.,folk,0.0012121200561523,1.1638844013214111,0.7429081797599792,0.6666666666666666,0.6666666666666666,What genre of music is played at urs?,1
136,Alba Regia.,Alba Regia,0.0012505054473876,1.392261266708374,0.9857629537582396,1.0,1.0,What is the Royal Basilica of the Hungarian kings also known as?,1
137,1966,"The University of Bath gained its Royal Charter in 1966, although its origins go back to the Bristol Trade School",0.0012061595916748,1.2487671375274658,0.1457286775112152,0.0952380952380952,0.0952380952380952,When did the university of Bath gain royal charter ,1
138,The fourteenth edition of the Encyclopædia Britannica.,Encyclopædia Britannica,0.0012674331665039,1.90429949760437,0.89031982421875,0.5454545454545454,0.5454545454545454,What major compendium did Budden help write an article for?,1
139,Bethany.,Bethany,0.001307725906372,1.3114988803863523,0.9703396558761596,1.0,1.0,Where would the Byzantine church of the Lazarium be located today?,1
140,The Mendip Hills.,the Mendip Hills are moderately high limestone hills,0.0013120174407958,1.4055659770965576,0.7755764722824097,0.5454545454545454,0.5454545454545454,What area lies in the northeastern part of Somerset levels ,1
141,Geometric patterns.,geometric,0.0012557506561279,1.358043909072876,0.6646536588668823,0.6666666666666666,0.6666666666666666,What is the most common pattern for Portuguese pavement?,1
142,Calligraphic inscriptions from the Quran.,Calligraphic inscriptions from the Quran,0.0012397766113281,1.6122193336486816,0.991122543811798,1.0,1.0,What kind of inscriptions decorate Punjab's burial places?,1
143,The Architecture Exhibition Space.,Architecture Exhibition Space,0.0013041496276855,1.422354221343994,0.9743694067001344,0.8571428571428571,0.8571428571428571,What is found at Room 128a of the Victoria & Albert Museum?,1
144,Sicily.,Sicily,0.0013329982757568,1.3258545398712158,0.9715990424156188,1.0,1.0,What did the Allies invade after they conquered North Africa?,1
145,Architects Registration Board (ARB),Architects Registration Board,0.0013120174407958,1.463359832763672,0.8617191314697266,0.8571428571428571,0.8571428571428571,What does ARB stand for?,1
146,1872.,1872,0.0012812614440917,1.3011524677276611,0.96599942445755,1.0,1.0,How long has the FA Cup been contested?,1
147,1834,1837,0.0012829303741455,1.2874910831451416,0.6991536021232605,0.0,0.0,When did the University of Michigan leave Detroit?,0
148,A 5% reduction in operating voltage.,a 5% reduction in operating voltage,0.0012323856353759,1.602186679840088,0.9699103832244872,1.0,1.0,What level of voltage reduction is required to double the life of an incandescent bulb?,1
149,Bayonet base.,Bayonet base lamps,0.0012075901031494,1.3732845783233645,0.6643452048301697,0.8,0.8,What is the typical base type for automotive lamps?,1
150,The Royal Institute of British Architects (RIBA) supported the obligation to comply with European Union Directives concerning mutual recognition of professional qualifications in order to keep up with housing in mainland Europe.,minimum space standards,0.0013258457183837,3.175494909286499,0.2070603966712951,0.0,0.0,What did the Royal Institute support in order to keep up with housing in mainland Europe?,0
151,A high resistance in Edison's lamp made power distribution from a centralized source economically viable.,high resistance,0.0013051033020019,2.029228925704956,0.4070793688297272,0.2222222222222222,0.2222222222222222,What made power distribution economically viable in Edison's lamp?,1
152,"The ""T"" rating symbol on an electrical contact indicates that it is designed to control circuits with the high inrush current characteristic of tungsten lamps.",they are designed to control circuits with the high inrush current characteristic of tungsten lamps,0.0013089179992675,2.7627546787261963,0.6722128987312317,0.65,0.65,"What does a ""T"" rating symbol on an electrical contact mean?",1
